name,carbon_2007,latitude,energy_2000,country,parentcomp_id,carbon_2000,carbon_nextdecade,intensity_2007,company_id,plant_id,longitude,intensity_nextdecade,city_name,energy_2007,energy_nextdecade,intensity_2000,state,state_code,is_renewable,intensity_category,carbon_change_2000_2007,carbon_change_2007_future,energy_change_2000_2007,energy_change_2007_future,carbon_growing,carbon_declining,is_high_emitter,is_clean_plant,size_category,region,intensity_category_low,intensity_category_medium,intensity_category_unknown,size_category_medium,size_category_small,size_category_zero,state_Australian CapitalTerritory,state_AustralianCapital Territory,state_AustralianCapitalTerritory,state_New SouthWales,state_NewSouthWales,state_NorthernTerritory,state_Queensland,state_SouthAustralia,state_Tasmania,state_Victoria,state_WesternAustralia,region_Queensland,region_Tasmania,region_Victoria,company_plants_count,parent_plants_count
120EDWARDSTREET,0.0,-27.46,0.0,Australia,Unknown,0.0,0.0,0.0,FORRESTERKURTS,11,153.02,0.0,Brisbane,72.2335,72.2335,0.0,Queensland,QLD,1,unknown,0.0,0.0,72.2335,0.0,0,0,0,1,small,Queensland,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
45 CLARENCESTREET,0.0,-33.87,8.2537,Australia,Unknown,0.0,0.0,0.0,SUSTAINABLE ENERGYDEVAUTH,30,151.21,0.0,Sydney,8.4272,8.4272,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,0.17349999999999888,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
ADELAIDE AQUATICCENTRE,446.1993,-34.93333,394.0471,Australia,Unknown,416.6093,446.1993,2273.4209,ADELAIDE AQUATICCENTRE,262,138.6,2273.4209,Adelaide,392.5356,392.5356,2114.5149,SouthAustralia,SouthAustralia,0,high,29.589999999999975,0.0,-1.5115000000000123,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
ADELAIDEBORAL,113.6716,-34.93,89.6309,Australia,ORIGIN ENERGYLTD,105.2043,113.6716,2522.23,ORIGINENERGYLTD,263,138.6,2522.23,Adelaide,90.1358,90.1358,2347.5,SouthAustralia,SouthAustralia,0,high,8.467299999999994,0.0,0.5049000000000063,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,8
AIS CANBERRA,129.8841,-35.31,89.4169,Australia,Unknown,104.9708,129.8841,2496.8191,BABCOCK &amp;BROWN,543,149.13,2496.8191,Canberra,104.0397,104.0397,2347.897,AustralianCapitalTerritory,AustralianCapitalTerritory,0,high,24.913299999999992,0.0,14.622799999999998,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,382
ALBANYWIND,0.0,-35.02,0.0,Australia,Unknown,0.0,0.0,0.0,VERVEENERGY,825,117.88,0.0,Albany,34789.2305,34789.2305,0.0,WesternAustralia,WesternAustralia,1,unknown,0.0,0.0,34789.2305,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,382
ALEXANDRAHOSPITAL,235.6377,-37.18333,128.627,Australia,Unknown,186.4026,235.6377,3065.7419,ALEXANDRAHOSPITAL,925,145.7,3065.7419,Alexandra,153.7231,153.7231,2898.343,Victoria,VIC,0,high,49.23509999999999,0.0,25.09609999999998,0.0,1,0,0,0,small,Victoria,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
ALFREDHOSPITAL,19361.8809,-37.85,22888.7305,Australia,ENERGEXLTD,15880.16725,19361.8809,1707.334,ENERGY IMPACT PTYLTD,944,145.0,1707.334,Prahran,22680.8301,22680.8301,1587.405,Victoria,VIC,0,high,3481.7136499999997,0.0,-207.90040000000226,0.0,1,0,1,0,medium,Victoria,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,7,7
ALINTA(WALKAWAY),0.0,-28.77,0.0,Australia,BABCOCK &amp;BROWN,0.0,0.0,0.0,BABCOCK &amp; BROWN WINDPARTNERS,980,114.62,0.0,Geraldton,102063.5887,143505.5938,0.0,WesternAustralia,WesternAustralia,1,unknown,0.0,0.0,102063.5887,41442.00510000001,0,0,0,1,large,Other,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,4
ALTONA,23609.17725,-37.86666,60647.79775,Australia,Unknown,15880.16725,26895.4297,859.8052,CABOT AUSTRALASIA PTYLTD,1219,144.8333,859.8052,Altona,62561.6914,62561.6914,798.6417,Victoria,VIC,0,medium,7729.01,3286.25245,1913.8936500000054,0.0,1,0,1,0,medium,Victoria,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
ALTONAQENOS,5012.2729,-37.86666,46487.0781,Australia,CHINANATIONAL CHEMICALCORP,4758.1318,5012.2729,220.1871,QENOS PTYLTD,1220,144.8333,220.1871,Altona,45527.3906,45527.3906,204.7077,Victoria,VIC,0,low,254.14109999999982,0.0,-959.6875,0.0,1,0,1,0,medium,Victoria,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,2
ALYANGULA,6969.6182,-13.83,9350.7246,Australia,Unknown,6724.397,6969.6182,1549.323,GROOTE EYLANDT MININGCO,1253,136.42,1549.323,Alyangula,8996.9844,8996.9844,1438.262,NorthernTerritory,NorthernTerritory,0,high,245.22119999999995,0.0,-353.7402000000002,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,382
ANGASTON,13251.5596,-34.5,0.0,Australia,Unknown,0.0,13251.5596,1197.6071,INFRATILENERGYAUSTRALIA,1548,139.0333,1197.6071,Angaston,22130.0801,22130.0801,0.0,SouthAustralia,SouthAustralia,0,medium,13251.5596,0.0,22130.0801,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
ANNE CAUDLEHOSPITAL,17860.4902,-36.76,21182.9492,Australia,ENERGEXLTD,15880.16725,17860.4902,1717.833,ENERGY IMPACT PTYLTD,1653,144.28,1717.833,Bendigo,20794.2109,20794.2109,1596.105,Victoria,VIC,0,high,1980.3229499999998,0.0,-388.7383000000009,0.0,1,0,1,0,medium,Victoria,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,7,7
ANUSOLAR,0.0,-35.31,58.9548,Australia,Unknown,0.0,0.0,0.0,BABCOCK &amp; BROWN(AUSTRALIA),1756,149.13,0.0,Canberra,60.1946,60.1946,0.0,AustralianCapitalTerritory,AustralianCapitalTerritory,1,unknown,0.0,0.0,1.2398000000000025,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,382
APPIN,12260.2402,-34.2,29338.9004,Australia,BHPBILLITON,12045.7002,12260.2402,886.8477,BHPBILLITON,1838,150.7833,886.8477,Appin,27649.0391,27649.0391,821.1422,New SouthWales,New SouthWales,0,medium,214.54000000000087,0.0,-1689.8612999999968,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,5
APPIN COLLIERY,23609.17725,-34.2,60647.79775,Australia,Unknown,15880.16725,35315.901,843.0189,ENERGY DEVELOPMENTS LTD(EDL),1839,150.7833,843.0189,Appin,102063.5887,105221.8984,783.416,New SouthWales,New SouthWales,0,medium,7729.01,11706.723749999997,41415.790949999995,3158.3097000000125,1,0,1,0,large,Other,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13,382
ARGYLE MINES,10481.7695,-17.48333,14424.9697,Australia,Unknown,10002.0703,10481.7695,1223.6689,ARGYLE DIAMOND MINES PTYLTD,2009,140.8333,1223.6689,Kimberly,17131.7109,17131.7109,1386.772,WesternAustralia,WesternAustralia,0,medium,479.6992000000009,0.0,2706.7411999999986,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,382
ARMIDALE,0.0,-30.51,47.3232,Australia,Unknown,0.0,0.0,0.0,ARMIDALEWINDPLANT,2072,151.66,0.0,Armidale,48.3184,48.3184,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,0.995199999999997,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
ASHFORD COMMUNITYHOSP,1081.626,-34.93,1006.656,Australia,Unknown,996.1143,1081.626,2125.562,ASHFORD COMMUNITYHOSPITAL,2283,138.6,2125.562,Adelaide,1017.732,1017.732,1979.056,SouthAustralia,SouthAustralia,0,high,85.51170000000002,0.0,11.076000000000022,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
AUSTIN HOSPITAL,10524.5,-37.75,12040.4004,Australia,Unknown,9999.8008,10524.5,1788.239,AUSTINHOSPITAL,2601,145.0667,1788.239,Heidelberg,11770.7998,11770.7998,1661.041,Victoria,VIC,0,high,524.6991999999991,0.0,-269.60059999999976,0.0,1,0,1,0,medium,Victoria,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
BABINDAMILL,0.0,-17.35,13862.3496,Australia,Unknown,0.0,0.0,0.0,BUNDABERG SUGARLTD,2751,145.9167,0.0,Babinda,14153.8701,14153.8701,0.0,Queensland,QLD,1,unknown,0.0,0.0,291.52050000000054,0.0,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5,382
BACCHUS MARSHPLANT,235.6377,-37.68333,125.6669,Australia,Unknown,182.4698,235.6377,3065.7419,WESTSIDEMEAT,2763,144.45,3065.7419,BacchusMarsh,153.7231,153.7231,2904.0229,Victoria,VIC,0,high,53.1679,0.0,28.05619999999999,0.0,1,0,0,0,small,Victoria,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
BAILLIE HENDERSONHOSP,127.2443,-27.56,0.0,Australia,ORIGIN ENERGYLTD,0.0,127.2443,2500.7161,ORIGIN ENERGYLTD,2915,151.96,2500.7161,Toowoomba,101.7663,101.7663,0.0,Queensland,QLD,0,high,127.2443,0.0,101.7663,0.0,1,0,0,0,small,Queensland,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8,8
BAIRNSDALE,23609.17725,-37.83,0.0,Australia,ALINTALTD,0.0,35315.901,1564.938,ALINTALTD,2927,147.61,1564.938,Bairnsdale,77886.3828,77886.3828,0.0,Victoria,VIC,0,high,23609.17725,11706.723749999997,77886.3828,0.0,1,0,1,0,medium,Victoria,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5,5
BALLARATHOSPITAL,5467.001,-37.56,5785.25,Australia,Unknown,5059.9019,5467.001,1879.447,BALLARAT BASEHOSPITAL,3045,143.84,1879.447,Ballarat,5817.6709,5817.6709,1749.2419,Victoria,VIC,0,high,407.09910000000036,0.0,32.420900000000074,0.0,1,0,1,0,medium,Victoria,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
BALLARATIFE,187.7584,-37.56,356.5714,Australia,Unknown,173.0494,187.7584,1045.658,CHARLES IFE PTYLTD,3046,143.84,1045.658,Ballarat,359.1203,359.1203,970.6298,Victoria,VIC,0,medium,14.709000000000003,0.0,2.5489000000000033,0.0,1,0,0,0,small,Victoria,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
BAMAGA,1121.092,-10.88333,799.1206,Australia,Unknown,706.7335,1121.092,1832.342,ERGON ENERGY CORPLTD,3092,142.3833,1832.342,Bamaga,1223.671,1223.671,1768.778,Queensland,QLD,0,high,414.35850000000005,0.0,424.5504000000001,0.0,1,0,1,0,medium,Queensland,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,382
BAMARANG,0.0,-34.88334,0.0,Australia,Unknown,0.0,35315.901,0.0,DELTAELECTRICITY,3095,150.6,1072.051,Nowra,0.0,192756.11575000003,0.0,New SouthWales,New SouthWales,1,unknown,0.0,35315.901,0.0,192756.11575000003,0,0,0,1,zero,Other,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,382
BANDICOTEMINE,1356.635,-28.63333,1114.179,Australia,Unknown,958.2078,1356.635,1800.537,SONS OFGWALIA,3141,122.4167,1800.537,Laverton,1506.923,1506.923,1720.024,WesternAustralia,WesternAustralia,0,high,398.42719999999997,0.0,392.7439999999999,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,382
BANIMBOOLA,0.0,-36.56667,0.0,Australia,AGL ENERGYLTD,0.0,0.0,0.0,AGLENERGYLTD,3199,147.5833,0.0,Dartmouth,23853.0703,23853.0703,0.0,Victoria,VIC,1,unknown,0.0,0.0,23853.0703,0.0,0,0,0,1,medium,Victoria,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5,13
BARCALDINE,23609.17725,-23.56667,60647.79775,Australia,Unknown,15880.16725,35315.901,1225.561,QLD POWER TRADING(ENERTRADE),3309,145.2833,1225.561,Barcaldine,102063.5887,131245.9062,1151.4659,Queensland,QLD,0,medium,7729.01,11706.723749999997,41415.790949999995,29182.317500000005,1,0,1,0,large,Queensland,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
BARRON GORGE,0.0,-16.88333,60647.79775,Australia,Unknown,0.0,0.0,0.0,STANWELL CORPLTD,3431,145.7,0.0,Redlynch,102063.5887,116831.3984,0.0,Queensland,QLD,1,unknown,0.0,0.0,41415.790949999995,14767.809700000013,0,0,0,1,large,Queensland,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,10,382
BARUNGA-1,0.0,-34.2,0.0,Australia,Unknown,0.0,0.0,0.0,WIND PROSPECT(AUSTRALIA),3461,138.1333,0.0,Wakefield,0.0,192756.11575000003,0.0,SouthAustralia,SouthAustralia,1,unknown,0.0,0.0,0.0,192756.11575000003,0,0,0,1,zero,Other,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,382
BASTYAN,0.0,-41.73333,60647.79775,Australia,Unknown,0.0,0.0,0.0,HYDROTASMANIA,3532,145.6,0.0,Tullah,102063.5887,155580.4062,0.0,Tasmania,TAS,1,unknown,0.0,0.0,41415.790949999995,53516.817500000005,0,0,0,1,large,Tasmania,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11,382
BAYSWATER,23609.17725,-32.27,60647.79775,Australia,Unknown,15880.16725,35315.901,2569.998,MACQUARIEGENERATION,3678,150.9,2569.998,Muswellbrook,102063.5887,192756.11575000003,2394.1831,New SouthWales,New SouthWales,0,high,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Other,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,382
BAYSWATER MINI,0.0,-32.27,0.0,Australia,Unknown,0.0,0.0,0.0,MACQUARIEGENERATION,3679,150.89,0.0,Muswellbrook,1752.47,1752.47,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,1752.47,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,382
BEDOURIE,121.1644,-24.35,109.7417,Australia,Unknown,114.6905,121.1644,1842.99,ERGON ENERGY CORPLTD,3791,139.4667,1842.99,Bedourie,131.4868,131.4868,2090.189,Queensland,QLD,0,high,6.4739,0.0,21.745099999999994,0.0,1,0,0,0,small,Queensland,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,382
BEGAWAMBO,0.0,-36.66667,0.0,Australia,ERMGROUP/BABCOCK &amp;BROWN,0.0,35315.901,0.0,NEWGEN POWER PTYLTD,3827,149.8333,1275.276,Bega,0.0,103689.7969,0.0,New SouthWales,New SouthWales,1,unknown,0.0,35315.901,0.0,103689.7969,0,0,0,1,zero,Other,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,2
BELCONNENLANDFILL,939.8486,-35.21667,1763.298,Australia,Unknown,805.4222,939.8486,981.3362,ENERGY DEVELOPMENTS LTD(EDL),3890,149.0833,981.3362,Belconnen,1915.447,1915.447,913.5406,AustralianCapitalTerritory,AustralianCapitalTerritory,0,medium,134.42640000000006,0.0,152.1489999999999,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,13,382
BELL BAY,23609.17725,-41.12,60647.79775,Australia,Unknown,15880.16725,35315.901,1385.588,HYDROTASMANIA,3929,146.87,1366.421,BellBay,102063.5887,192756.11575000003,1321.6121,Tasmania,TAS,0,medium,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Tasmania,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11,382
BELL BAYTEMCO,23609.17725,-41.1,58990.4297,Australia,Unknown,15880.16725,25897.8906,861.0877,BLUESCOPE STEELLTD,3930,146.8333,861.0877,GeorgeTown,60151.5703,60151.5703,799.6783,Tasmania,TAS,0,medium,7729.01,2288.713349999998,1161.1405999999988,0.0,1,0,1,0,medium,Tasmania,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,382
BELROSELANDFILL,966.9686,-33.73333,1917.252,Australia,Unknown,872.9679,966.9686,980.2363,ENERGY DEVELOPMENTS LTD(EDL),4004,151.2167,980.2363,Belrose,1972.929,1972.929,910.645,New SouthWales,New SouthWales,0,medium,94.00070000000005,0.0,55.677000000000135,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13,382
BERRIMAH,23609.17725,-12.43,60647.79775,Australia,Unknown,15880.16725,35315.901,1625.827,POWER AND WATERCORP,4212,130.85,1625.827,Darwin,51320.0898,51320.0898,1492.752,NorthernTerritory,NorthernTerritory,0,high,7729.01,11706.723749999997,-9327.707949999996,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,14,382
BERRYBANK FARM,218.9333,-37.48333,409.392,Australia,Unknown,197.6459,218.9333,1039.345,BERRYBANKFARM,4220,143.7167,1039.345,Windermere,421.2911,421.2911,965.5582,Victoria,VIC,0,medium,21.28739999999999,0.0,11.899099999999976,0.0,1,0,0,0,small,Victoria,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
BERWICKLANDFILL,7230.7212,-38.03333,15986.2998,Australia,Unknown,6716.4048,7230.7212,905.4999,ENERGY DEVELOPMENTS LTD(EDL),4240,145.35,905.4999,Berwick,15970.6699,15970.6699,840.27,Victoria,VIC,0,medium,514.3163999999997,0.0,-15.629899999999907,0.0,1,0,1,0,medium,Victoria,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,13,382
BICENTENNIALCONSERVATORY,209.9907,-34.93,173.4803,Australia,Unknown,194.3487,209.9907,2407.3569,BICENTENNIALCONSERVATORY,4507,138.6,2407.3569,Adelaide,174.4574,174.4574,2240.585,SouthAustralia,SouthAustralia,0,high,15.641999999999996,0.0,0.9771000000000072,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
BIG BELL MINE,6486.1519,-27.41667,8511.7715,Australia,Unknown,6169.6592,6486.1519,1278.803,NEWHAMPTONGOLDFIELDS,4551,117.9,1278.803,Cue,10144.0996,10144.0996,1449.677,WesternAustralia,WesternAustralia,0,medium,316.4926999999998,0.0,1632.3280999999988,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,382
BINGERA MILL,0.0,-24.87,11551.96,Australia,Unknown,0.0,0.0,0.0,BUNDABERG SUGARLTD,4662,152.35,0.0,Bundaberg,11794.8896,11794.8896,0.0,Queensland,QLD,1,unknown,0.0,0.0,242.9296000000013,0.0,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5,382
BIRDSVILLE,276.3647,-25.9,208.2149,Australia,Unknown,206.1943,276.3647,192.705,ERGON ENERGY CORPLTD,4718,139.3667,192.705,Birdsville,2868.2661,2868.2661,1980.5909,SouthAustralia,SouthAustralia,0,low,70.17040000000003,0.0,2660.0512,0.0,1,0,0,0,medium,Other,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14,382
BLACKTOWNHOSPITAL,147.3965,-33.76667,0.0,Australia,Unknown,0.0,147.3965,2027.728,BLACKTOWNHOSPITAL,4872,150.9167,2027.728,Blacktown,145.3809,145.3809,0.0,New SouthWales,New SouthWales,0,high,147.3965,0.0,145.3809,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
BLAYNEY,0.0,-33.53333,15616.6602,Australia,Unknown,0.0,0.0,0.0,ERARINGENERGY,4913,149.2667,0.0,Blayney,15945.0596,15945.0596,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,328.39940000000024,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,382
BLOWERING,0.0,-35.45,60647.79775,Australia,Unknown,0.0,0.0,0.0,SNOWYHYDROLTD,4960,148.2667,0.0,Blowering,102063.5887,136303.2969,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,41415.790949999995,34239.708199999994,0,0,0,1,large,Other,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,382
BOGONG,0.0,-36.8,0.0,Australia,AGL ENERGYLTD,0.0,0.0,0.0,AGLENERGYLTD,5120,147.2167,0.0,Bogong,0.0,192756.11575000003,0.0,Victoria,VIC,1,unknown,0.0,0.0,0.0,192756.11575000003,0,0,0,1,zero,Victoria,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5,13
BOLIVAR SAWC,7051.6792,-34.76667,15795.9902,Australia,Unknown,6639.4668,7051.6792,906.395,SAWATER,5176,138.6,906.395,Bolivar,15559.8398,15559.8398,840.6525,SouthAustralia,SouthAustralia,0,medium,412.21239999999943,0.0,-236.15040000000045,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,382
BORROLOOLA,881.1531,-16.06667,879.4294,Australia,Unknown,771.5197,881.1531,1873.311,POWER AND WATERCORP,5354,136.2833,1873.311,Borroloola,940.7439,940.7439,1754.5909,NorthernTerritory,NorthernTerritory,0,high,109.63340000000005,0.0,61.314500000000066,0.0,1,0,1,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,14,382
BOTANYCRACKER,23609.17725,-33.96667,34645.5391,Australia,CHINANATIONAL CHEMICALCORP,15880.16725,35315.901,4301.4668,QENOS PTYLTD,5402,151.2,4301.4668,Botany,34376.5703,34376.5703,4003.469,New SouthWales,New SouthWales,0,high,7729.01,11706.723749999997,-268.9688000000024,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,2
BOYER MILL,5720.0752,-21.15,8890.6318,Australia,Unknown,6420.7192,5720.0752,1577.687,NORSKESKOGINDUSTRIERASA,5495,148.6,1577.687,Boyer,7251.2168,7251.2168,1444.379,Tasmania,TAS,0,high,-700.6439999999993,0.0,-1639.414999999999,0.0,0,1,1,0,medium,Tasmania,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,382
BRAEMAR,23609.17725,-27.19,0.0,Australia,ERMGROUP/BABCOCK&amp;BROWN,0.0,35315.901,1144.262,NEWGENPOWER PTYLTD,5559,151.26,1144.262,Dalby,102063.5887,192756.11575000003,0.0,Queensland,QLD,0,medium,23609.17725,11706.723749999997,102063.5887,90692.52705000003,1,0,1,0,large,Queensland,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,3
BREAMLEA,0.0,-38.14,94.6464,Australia,Unknown,0.0,0.0,0.0,ALTERNATIVE TECHNOLOGYASSOC,5683,144.32,0.0,Geelong,96.6367,96.6367,0.0,Victoria,VIC,1,unknown,0.0,0.0,1.9903000000000048,0.0,0,0,0,1,small,Victoria,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
BREWERESTATE,7102.209,-23.7,6844.52,Australia,Unknown,5915.7368,7102.209,1842.463,ENERGYWORLD CORPLTD,5756,133.8833,1842.463,AliceSprings,7709.4741,7709.4741,1728.605,NorthernTerritory,NorthernTerritory,0,high,1186.4722000000002,0.0,864.9540999999999,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,382
BROADMEADOWSLANDFILL,6122.4282,-37.66667,13302.6504,Australia,Unknown,5627.9951,6122.4282,911.4579,ENERGY DEVELOPMENTS LTD(EDL),5857,144.9,911.4579,Broadmeadows,13434.3604,13434.3604,846.1465,Victoria,VIC,0,medium,494.4331000000002,0.0,131.70999999999913,0.0,1,0,1,0,medium,Victoria,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,13,382
BROADWATERSUGAR MILL,0.0,-29.01667,18483.1406,Australia,Unknown,0.0,0.0,0.0,NSWSUGAR MILLINGCOOPERATIVE,5859,153.45,0.0,Broadwater,18871.8203,89641.1562,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,388.6797000000006,70769.3359,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,382
BROKENHILL,19083.4707,-31.95,25430.1797,Australia,Unknown,15880.16725,19083.4707,1412.46,ERARINGENERGY,5892,141.4333,1412.46,BrokenHill,27021.6094,27021.6094,1322.201,New SouthWales,New SouthWales,0,medium,3203.3034500000012,0.0,1591.4297000000006,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,382
BROKEN HILL(SPC),7531.6421,-31.95,9665.5449,Australia,Unknown,6931.4639,7531.6421,1538.329,SOUTHERN POWERCORP,5893,141.4333,1538.329,BrokenHill,9791.9785,9791.9785,1434.262,New SouthWales,New SouthWales,0,high,600.1782000000003,0.0,126.43359999999848,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
BROOKLYNLANDFILL,2879.7229,-33.55,0.0,Australia,Unknown,0.0,2879.7229,938.9644,ENERGYDEVELOPMENTS LTD(EDL),5933,151.2333,938.9644,Brooklyn,6133.8281,6133.8281,0.0,Victoria,VIC,0,medium,2879.7229,0.0,6133.8281,0.0,1,0,1,0,medium,Victoria,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,6,382
BROOME,6117.9229,-17.96,8786.8965,Australia,Unknown,6352.0669,6117.9229,1567.976,WESTERNPOWER,5941,122.23,1567.976,Broome,7803.5928,7803.5928,1445.804,WesternAustralia,WesternAustralia,0,high,-234.14400000000023,0.0,-983.3037000000004,0.0,0,1,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,382
