name,carbon_2007,latitude,energy_2000,country,parentcomp_id,carbon_2000,carbon_nextdecade,intensity_2007,company_id,plant_id,longitude,intensity_nextdecade,city_name,energy_2007,energy_nextdecade,intensity_2000,state,state_code,is_renewable,intensity_category,carbon_change_2000_2007,carbon_change_2007_future,energy_change_2000_2007,energy_change_2007_future,carbon_growing,carbon_declining,is_high_emitter,is_clean_plant,size_category,region,intensity_category_low,intensity_category_medium,intensity_category_unknown,size_category_medium,size_category_small,size_category_zero,state_Australian CapitalTerritory,state_AustralianCapital Territory,state_AustralianCapitalTerritory,state_New SouthWales,state_NewSouthWales,state_NorthernTerritory,state_Queensland,state_SouthAustralia,state_Tasmania,state_Victoria,state_WesternAustralia,region_Queensland,region_Tasmania,region_Victoria,company_plants_count,parent_plants_count
MACQUARIE POINTWWTP,237.2876,-42.85,0.0,Australia,Unknown,0.0,237.2876,849.5252,HOBART CITYCOUNCIL,26533,147.29,849.5252,Hobart,558.6359,558.6359,0.0,Tasmania,TAS,0,medium,237.2876,0.0,558.6359,0.0,1,0,0,0,small,Tasmania,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,382
MALABARWWTP,2706.186,-33.87,5293.873,Australia,Unknown,2319.342,2706.186,941.2677,SYDNEY WATERCORP,26813,151.21,941.2677,Sydney,5750.0879,5750.0879,876.2363,New SouthWales,New SouthWales,0,medium,386.84400000000005,0.0,456.21490000000085,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,382
MANINGRIDA,1275.541,-12.07,1435.292,Australia,Unknown,1208.3571,1275.541,1484.754,POWER AND WATERCORP,27067,134.08,1484.754,Maningrida,1718.1851,1718.1851,1683.7791,NorthernTerritory,NorthernTerritory,0,medium,67.1839,0.0,282.8931,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,14,382
MANNUS LAKE,0.0,-35.78333,694.6085,Australia,Unknown,0.0,0.0,0.0,ELLISWILLIAMSESTATE,27102,148.0167,0.0,Tumbarumba,642.5724,642.5724,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,-52.03610000000003,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
MARIAN MILL,0.0,-21.15,41587.0586,Australia,Unknown,0.0,0.0,0.0,MACKAYSUGAR CO-OPERATIVE,27285,148.9333,0.0,Marian,42461.6016,42461.6016,0.0,Queensland,QLD,1,unknown,0.0,0.0,874.5430000000051,0.0,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,382
MARYBOROUGHSUGAR,0.0,-25.54,10974.3604,Australia,Unknown,0.0,0.0,0.0,MARYBOROUGH SUGARFACTORYLTD,27493,152.72,0.0,Maryborough,11205.1396,140948.9062,0.0,Queensland,QLD,1,unknown,0.0,0.0,230.77920000000086,129743.7666,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
MASCOT,61.4731,-33.93333,0.0,Australia,Unknown,0.0,61.4731,2642.781,POWERLINE GESPTYLTD,27520,151.2,2642.781,Mascot,46.5215,46.5215,0.0,New SouthWales,New SouthWales,0,high,61.4731,0.0,46.5215,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
MEADOWBANK,0.0,-42.83333,60647.79775,Australia,Unknown,0.0,0.0,0.0,HYDROTASMANIA,27872,147.45,0.0,Cambridge,77887.5703,77887.5703,0.0,Tasmania,TAS,1,unknown,0.0,0.0,17239.77255000001,0.0,0,0,0,1,medium,Tasmania,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11,382
MEANDERDAM,0.0,-41.51667,0.0,Australia,Unknown,0.0,0.0,0.0,HYDROTASMANIA,27876,146.85,0.0,Westbury,0.0,3699.6589,0.0,Tasmania,TAS,1,unknown,0.0,0.0,0.0,3699.6589,0,0,0,1,zero,Tasmania,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11,382
MEEKATHARRA,1821.569,-26.6,2336.2351,Australia,Unknown,1887.8979,1821.569,1752.47,WESTERNPOWER,27935,118.4833,1752.47,Meekatharra,2078.8579,2078.8579,1616.189,WesternAustralia,WesternAustralia,0,high,-66.32889999999998,0.0,-257.3771999999999,0.0,0,1,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,382
MEEKATHARRANEW,1056.651,-26.6,0.0,Australia,WESFARMERS,0.0,1056.651,1842.329,ENERGYGENERATION(ENGEN),27936,118.4833,1842.329,Meekatharra,1147.082,1147.082,0.0,WesternAustralia,WesternAustralia,0,high,1056.651,0.0,1147.082,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,11
MELBOURNE ACI,1695.725,-37.81,2885.9089,Australia,Unknown,2291.011,1695.725,1446.439,ACI GLASS PACKAGINGAUSTRALIA,28030,144.96,1446.439,Melbourne,2344.689,2344.689,1587.723,Victoria,VIC,0,medium,-595.2860000000001,0.0,-541.2199,0.0,0,1,1,0,medium,Victoria,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
MENZIESNEW,191.1366,-29.68333,0.0,Australia,WESFARMERS,0.0,191.1366,1988.101,ENERGY GENERATION(ENGEN),28127,121.0333,1988.101,Menzies,192.2806,192.2806,0.0,WesternAustralia,WesternAustralia,0,high,191.1366,0.0,192.2806,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,11
MERRYLANDS,64.2272,-33.87,145.3977,Australia,Unknown,73.0055,64.2272,894.4344,INTEGRALENERGY,28206,151.21,894.4344,Sydney,143.6152,143.6152,1004.219,New SouthWales,New SouthWales,0,medium,-8.778300000000002,0.0,-1.7824999999999989,0.0,0,1,0,0,small,Other,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
MICACREEK,23609.17725,-20.73,60647.79775,Australia,Unknown,15880.16725,35315.901,1176.17,CS ENERGY CORPLTD,28358,139.5,1176.17,MountIsa,102063.5887,192756.11575000003,1100.576,Queensland,QLD,0,medium,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Queensland,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,382
MIDDLERIDGE,22790.3594,-27.56,39932.6211,Australia,Unknown,15880.16725,22790.3594,1389.625,CS ENERGY CORPLTD,28411,151.96,1389.625,Toowoomba,32800.7383,32800.7383,1272.964,Queensland,QLD,0,medium,6910.192150000001,0.0,-7131.882799999999,0.0,1,0,1,0,medium,Queensland,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,382
MILL PARKAQUATICCENTRE,215.7794,-37.65,408.0315,Australia,Unknown,197.014,215.7794,1039.9399,MILL PARK AQUATICCENTRE,28554,145.0333,1039.9399,Epping,414.9843,414.9843,965.6802,Victoria,VIC,0,medium,18.7654,0.0,6.952800000000025,0.0,1,0,0,0,small,Victoria,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
MILLAQUINMILL,0.0,-24.85,11551.96,Australia,Unknown,0.0,0.0,0.0,BUNDABERG SUGARLTD,28559,152.35,0.0,Bundaberg.,11794.8896,11794.8896,0.0,Queensland,QLD,1,unknown,0.0,0.0,242.9296000000013,0.0,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5,382
MILLMERRAN,23609.17725,-27.86667,0.0,Australia,AIG/ONTARIOTEACHERS'PENSION,0.0,35315.901,2876.917,INTERGEN (AUSTRALIA)PTYLTD,28578,151.2667,2876.917,Millmerran,102063.5887,192756.11575000003,0.0,Queensland,QLD,0,high,23609.17725,11706.723749999997,102063.5887,90692.52705000003,1,0,1,0,large,Queensland,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2
MINTARO,23609.17725,-33.91667,60647.79775,Australia,Unknown,15880.16725,35315.901,1566.538,SYNERGEN POWER PTYLTD,28695,138.7167,1566.538,Mintaro,76766.2969,76766.2969,1444.162,SouthAustralia,SouthAustralia,0,high,7729.01,11706.723749999997,16118.499150000003,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,382
MITCHAM LANDFILL,0.0,-34.98333,0.0,Australia,Unknown,0.0,1513.116,0.0,ENERGYDEVELOPMENTS LTD(EDL),28809,138.6,789.6969,Mitcham,0.0,3832.1431,0.0,SouthAustralia,SouthAustralia,1,unknown,0.0,1513.116,0.0,3832.1431,0,0,0,1,zero,Other,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6,382
MODBURYHOSPITAL,791.1432,-34.93,735.7446,Australia,Unknown,744.3307,791.1432,2176.6531,MODBURY HOSPITAL(ADELAIDE),28959,138.6,2176.6531,Adelaide,726.9356,726.9356,2023.34,SouthAustralia,SouthAustralia,0,high,46.8125,0.0,-8.808999999999969,0.0,1,0,1,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
MOORINA,0.0,-41.11666,1262.924,Australia,Unknown,0.0,0.0,0.0,MOORINA HYDROPTYLTD,29399,147.8667,0.0,Moorina,1168.314,1168.314,0.0,Tasmania,TAS,1,unknown,0.0,0.0,-94.6099999999999,0.0,0,0,0,1,medium,Tasmania,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,382
MORANBAH,10763.2197,-22.0,0.0,Australia,Unknown,0.0,10763.2197,891.4113,ERGON ENERGYCORPLTD,29419,148.04,891.4113,Moranbah,24148.7109,24148.7109,0.0,Queensland,QLD,0,medium,10763.2197,0.0,24148.7109,0.0,1,0,1,0,medium,Queensland,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,382
MORTLAKE,0.0,-38.08333,0.0,Australia,ORIGIN ENERGYLTD,0.0,35315.901,0.0,ORIGIN ENERGYLTD,29508,142.8167,849.8977,Mortlake,0.0,192756.11575000003,0.0,Victoria,VIC,1,unknown,0.0,35315.901,0.0,192756.11575000003,0,0,0,1,zero,Victoria,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,8,8
MORWELL,23609.17725,-38.23,60647.79775,Australia,HRLLTD,15880.16725,35315.901,3314.176,ENERGY BRIXAUSTRALIALTD,29513,146.4,3314.176,Morwell,102063.5887,192756.11575000003,3083.2061,Victoria,VIC,0,high,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Victoria,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1
MORWELLGPE,0.0,-38.23,0.0,Australia,Unknown,0.0,0.0,0.0,GREEN PACIFICENERGYLTD,29514,146.4,0.0,Morwell,0.0,31846.1992,0.0,Victoria,VIC,1,unknown,0.0,0.0,0.0,31846.1992,0,0,0,1,zero,Victoria,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,382
MORWELL PILOT,1116.434,-38.23,1169.3669,Australia,Unknown,1001.589,1116.434,1833.043,NIPPON BROWN COALLIQUEFACTION,29515,146.4,1833.043,Morwell,1218.12,1218.12,1713.045,Victoria,VIC,0,high,114.84499999999991,0.0,48.753099999999904,0.0,1,0,1,0,medium,Victoria,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
MOSSMAN,0.0,-16.46667,484.121,Australia,Unknown,0.0,0.0,0.0,ALFRED SNASHALLHOLDINGSPTY,29570,145.3667,0.0,Mossman,447.8535,447.8535,0.0,Queensland,QLD,1,unknown,0.0,0.0,-36.267499999999984,0.0,0,0,0,1,small,Queensland,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
MOSSMANMILL,0.0,-16.46667,27378.1504,Australia,Unknown,0.0,0.0,0.0,MOSSMAN CENTRALMILLCOLTD,29571,145.3667,0.0,Mossman,27953.8906,27953.8906,0.0,Queensland,QLD,1,unknown,0.0,0.0,575.7402000000002,0.0,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
MOUNTCOTTON,0.0,-27.63333,0.0,Australia,Unknown,0.0,0.0,0.0,CLEVELAND POWER PLANT PTYLTD,29630,153.2333,0.0,MountCotton,0.0,11794.8896,0.0,Queensland,QLD,1,unknown,0.0,0.0,0.0,11794.8896,0,0,0,1,zero,Queensland,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
MOUNTEDWARDS,53.5293,-32.58333,0.0,Australia,Unknown,0.0,53.5293,919.5667,SPENCER GULFTELECASTERLTD,29634,139.55,919.5667,Yunta,116.4229,116.4229,0.0,SouthAustralia,SouthAustralia,0,medium,53.5293,0.0,116.4229,0.0,1,0,0,0,small,Other,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
MOUNT GEILBRAND,0.0,-38.34,0.0,Australia,Unknown,0.0,0.0,0.0,WIND HYDROGENLTD,29636,143.58,0.0,Colac,0.0,192756.11575000003,0.0,Victoria,VIC,1,unknown,0.0,0.0,0.0,192756.11575000003,0,0,0,1,zero,Victoria,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
MOUNT MAGNET,1488.077,-28.06667,1615.407,Australia,Unknown,1346.541,1488.077,1785.313,WESTERNPOWER,29645,117.8167,1785.313,MountMagnet,1667.021,1667.021,1667.1219,WesternAustralia,WesternAustralia,0,high,141.53600000000006,0.0,51.61400000000003,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,382
MOUNT MAGNETNEW,1628.0229,-28.06667,0.0,Australia,WESFARMERS,0.0,1628.0229,2060.5649,ENERGYGENERATION(ENGEN),29646,117.8167,2060.5649,MountMagnet,1580.171,1580.171,0.0,WesternAustralia,WesternAustralia,0,high,1628.0229,0.0,1580.171,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,11
MOUNTNEWMAN,701.6972,-23.36667,733.65,Australia,BHPBILLITON,653.5132,701.6972,1912.894,BHPBILLITON,29649,119.7333,1912.894,Newman,733.65,733.65,1781.5389,WesternAustralia,WesternAustralia,0,high,48.18399999999997,0.0,0.0,0.0,1,0,1,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,5
MOUNT NEWMANPORT,5848.9468,-23.36667,7598.812,Australia,BHPBILLITON,5560.7139,5848.9468,1291.0031,BHPBILLITON,29650,119.7333,1291.0031,Newman,9061.0898,9061.0898,1463.575,WesternAustralia,WesternAustralia,0,medium,288.2329,0.0,1462.2777999999998,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,5
MOUNT PIPER,23609.17725,-38.33,60647.79775,Australia,Unknown,15880.16725,35315.901,2758.6531,DELTAELECTRICITY,29652,141.6,2551.759,Portland,102063.5887,192756.11575000003,2577.3521,New SouthWales,New SouthWales,0,high,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Other,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,382
MOUNT PIPERMINI,0.0,-38.34,0.0,Australia,Unknown,0.0,0.0,0.0,DELTAELECTRICITY,29653,141.59,0.0,Portland,681.5162,681.5162,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,681.5162,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,382
MOUNT ST JOHNWWTP,117.2889,-19.26,198.6856,Australia,Unknown,98.5875,117.2889,1065.233,STANWELL CORPLTD,29660,146.78,1065.233,Townsville,220.2128,220.2128,992.3973,Queensland,QLD,0,medium,18.701399999999992,0.0,21.527199999999993,0.0,1,0,0,0,small,Queensland,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,10,382
MOUNTSTROMLO,0.0,-35.51667,1473.412,Australia,Unknown,0.0,0.0,0.0,ACTEWAGL,29662,149.7,0.0,Bendora,1363.032,1363.032,0.0,Australian CapitalTerritory,Australian CapitalTerritory,1,unknown,0.0,0.0,-110.38000000000011,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,382
MOUNTSTUART,23609.17725,-23.7,60647.79775,Australia,ORIGINENERGYLTD,15880.16725,35315.901,1557.751,ORIGIN ENERGYLTD,29663,133.8833,1557.751,Stuart,102063.5887,192756.11575000003,1468.441,Queensland,QLD,0,high,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Queensland,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8,3
MOURILYANMILL,0.0,-17.56667,14439.9502,Australia,Unknown,0.0,0.0,0.0,BUNDABERG SUGARLTD,29690,146.05,0.0,Mourilyan,14743.6104,14743.6104,0.0,Queensland,QLD,1,unknown,0.0,0.0,303.66020000000026,0.0,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5,382
MTMILLAR,0.0,-33.68333,0.0,Australia,Unknown,0.0,0.0,0.0,TARONG ENERGYCORPLTD,29749,136.9167,0.0,Cowell,0.0,112742.8984,0.0,SouthAustralia,SouthAustralia,1,unknown,0.0,0.0,0.0,112742.8984,0,0,0,1,zero,Other,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,382
MT TODDMINE,23609.17725,-14.47,40164.6719,Australia,Unknown,15880.16725,33970.0391,1635.97,PEGASUS GOLD (AUSTRALIA)PTY,29765,132.26,1635.97,Katherine,41528.9219,41528.9219,1525.626,NorthernTerritory,NorthernTerritory,0,high,7729.01,10360.861850000001,1364.25,0.0,1,0,1,0,medium,Other,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,382
MUCHEA,0.0,-31.58333,0.0,Australia,Unknown,0.0,0.0,0.0,BLAIR FOXGENERATION,29797,115.9833,0.0,Muchea,0.0,23589.7793,0.0,WesternAustralia,WesternAustralia,1,unknown,0.0,0.0,0.0,23589.7793,0,0,0,1,zero,Other,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,382
MULGRAVE MILL,0.0,-37.91667,24259.1191,Australia,Unknown,0.0,0.0,0.0,MULGRAVE CENTRALMILLCOLTD,29881,145.2,0.0,Mulgrave,24769.2695,24769.2695,0.0,Queensland,QLD,1,unknown,0.0,0.0,510.1503999999986,0.0,0,0,0,1,medium,Queensland,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
MULLUMBIMBY,0.0,-35.05,1010.339,Australia,Unknown,0.0,0.0,0.0,COUNTRYENERGY,29899,139.1333,0.0,Monaro,934.6508,934.6508,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,-75.68820000000005,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,382
MURRAY-1,0.0,-36.2,60647.79775,Australia,Unknown,0.0,0.0,0.0,SNOWYHYDROLTD,30044,148.0833,0.0,Khancoban,102063.5887,192756.11575000003,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,41415.790949999995,90692.52705000003,0,0,0,1,large,Other,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,382
MURRINMURRIN,23609.17725,-28.88,60647.79775,Australia,Unknown,15880.16725,35315.901,1430.0601,ANACONDA NICKELLTD,30046,121.32,1430.0601,Leonora,102063.5887,192756.11575000003,1336.301,WesternAustralia,WesternAustralia,0,medium,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,382
MYRTLEFORD FARM,0.0,-36.55,10.5244,Australia,Unknown,0.0,0.0,0.0,MYRTLEFORDFARM,30155,146.7333,0.0,Myrtleford,9.7359,9.7359,0.0,Victoria,VIC,1,unknown,0.0,0.0,-0.7884999999999991,0.0,0,0,0,1,small,Victoria,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
NAPPERBY,103.3152,-33.16667,92.2149,Australia,Unknown,97.794,103.3152,1870.156,POWER AND WATERCORP,30547,138.1167,1870.156,Napperby,110.4883,110.4883,2121.001,NorthernTerritory,NorthernTerritory,0,high,5.521200000000007,0.0,18.273399999999995,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,14,382
NAROGHID,0.0,-38.33333,0.0,Australia,Unknown,0.0,0.0,0.0,WIND FARMDEVELOPMENTS,30573,143.0667,0.0,Cobden,0.0,67645.7188,0.0,Victoria,VIC,1,unknown,0.0,0.0,0.0,67645.7188,0,0,0,1,zero,Victoria,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,382
NARROGIN,900.0048,-32.93333,0.0,Australia,Unknown,0.0,900.0048,806.0355,WESTERNPOWER,30579,117.1667,806.0355,Narrogin,2233.1641,2233.1641,0.0,WesternAustralia,WesternAustralia,0,medium,900.0048,0.0,2233.1641,0.0,1,0,1,0,medium,Other,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,382
NE COMMUNITYHOSPITAL,791.1432,-34.06,719.0236,Australia,Unknown,728.5959,791.1432,2176.6531,NORTHEAST COMMUNITYHOSPITAL,30784,150.81,2176.6531,Campbelltown,726.9356,726.9356,2026.626,SouthAustralia,SouthAustralia,0,high,62.54729999999995,0.0,7.912000000000035,0.0,1,0,1,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
NEWMANPILBARA,23609.17725,-23.36667,60647.79775,Australia,ALINTALTD,15880.16725,35315.901,1424.717,ALINTALTD,31137,119.7333,1424.717,Newman,102063.5887,192756.11575000003,1322.9091,WesternAustralia,WesternAustralia,0,medium,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Other,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,5
NEWPORT D,23609.17725,-37.85,60647.79775,Australia,Unknown,15880.16725,35315.901,1333.854,ECOGENENERGY,31145,144.8833,1333.854,Newport,102063.5887,192756.11575000003,1244.6801,Victoria,VIC,0,medium,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Victoria,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,382
NIMBINWORKS,0.0,-28.6,8.2537,Australia,Unknown,0.0,0.0,0.0,RAINBOWPOWER COLTD,31331,153.2333,0.0,Nimbin,8.4272,8.4272,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,0.17349999999999888,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
NINE MILE BEACH,0.0,-33.86,0.0,Australia,Unknown,0.0,0.0,0.0,WESTERNPOWER,31343,121.89,0.0,Esperance,5798.2041,5798.2041,0.0,WesternAustralia,WesternAustralia,1,unknown,0.0,0.0,5798.2041,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20,382
NOARLUNGAAQUATIC,446.1993,-35.18333,392.2586,Australia,Unknown,414.8517,446.1993,2273.4209,NOARLUNGA AQUATICCENTRE,31487,138.5,2273.4209,Noarlunga,392.5355,392.5355,2115.1951,SouthAustralia,SouthAustralia,0,high,31.3476,0.0,0.2769000000000119,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
NORMANTOWN,1564.295,-17.66667,1614.807,Australia,Unknown,1346.082,1564.295,1777.144,ERGON ENERGY CORPLTD,31616,141.0833,1777.144,Normantown,1760.459,1760.459,1667.174,Queensland,QLD,0,high,218.21299999999997,0.0,145.65200000000004,0.0,1,0,1,0,medium,Queensland,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,382
NORMANVILLEPLANT,235.6377,-35.46667,125.6669,Australia,Unknown,182.4698,235.6377,3065.7419,NORMANVILLE EXPORTMEATWORKS,31617,138.3167,3065.7419,Normanville,153.7231,153.7231,2904.0229,SouthAustralia,SouthAustralia,0,high,53.1679,0.0,28.05619999999999,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,382
NORTH CAPEL,0.0,-35.58333,9839.085,Australia,Unknown,0.0,0.0,0.0,ILUKA RESOURCESLTD,31663,137.6,0.0,NorthCapel,10045.9902,10045.9902,0.0,WesternAustralia,WesternAustralia,1,unknown,0.0,0.0,206.90520000000106,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,382
NORTH MINE,0.0,-31.95,416.765,Australia,Unknown,0.0,0.0,0.0,NORTHMINE,31706,141.4333,0.0,BrokenHill,385.5435,385.5435,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,-31.221499999999992,0.0,0,0,0,1,small,Other,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,382
NORTHERNAUGUSTA,23609.17725,-32.5,60647.79775,Australia,BABCOCK &amp;BROWN,15880.16725,35315.901,3009.3169,FLINDERSPOWER,31755,137.7667,3009.3169,PortAugusta,102063.5887,192756.11575000003,2807.3669,SouthAustralia,SouthAustralia,0,high,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Other,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,4
NUMBULWAR,451.5569,-14.27611,461.6049,Australia,Unknown,427.5214,451.5569,1633.29,POWER AND WATERCORP,31982,135.7372,1633.29,Numbulwar,552.9415,552.9415,1852.326,NorthernTerritory,NorthernTerritory,0,high,24.035499999999956,0.0,91.33660000000003,0.0,1,0,0,0,small,Other,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,14,382
NYMBOIDA DAM,0.0,-29.71,20627.7695,Australia,Unknown,0.0,0.0,0.0,COUNTRYENERGY,32047,152.94,0.0,Grafton,19082.4609,19082.4609,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,-1545.3086000000003,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,382
OAKEY,23609.17725,-27.43333,60647.79775,Australia,Unknown,15880.16725,35315.901,1432.6379,OAKEYPOWER HOLDINGS PTYLTD,32097,151.7167,1432.6379,Oakey,102063.5887,192756.11575000003,1348.986,Queensland,QLD,0,medium,7729.01,11706.723749999997,41415.790949999995,90692.52705000003,1,0,1,0,large,Queensland,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,382
OAKYDAM,0.0,-30.51,9892.9072,Australia,Unknown,0.0,0.0,0.0,COUNTRYENERGY,32116,151.66,0.0,Armidale,9151.7891,9151.7891,0.0,New SouthWales,New SouthWales,1,unknown,0.0,0.0,-741.1180999999997,0.0,0,0,0,1,medium,Other,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,382
