carbon_2000,carbon_2007,carbon_nextdecade,energy_2000,energy_2007,energy_nextdecade,intensity_2000,intensity_2007,intensity_nextdecade,latitude,longitude,plant_id,carbon_change_2000_2007,carbon_change_2007_future,energy_change_2000_2007,energy_change_2007_future,company_plants_count,parent_plants_count,is_renewable,carbon_growing,carbon_declining,is_high_emitter,is_clean_plant,state_Australian CapitalTerritory,state_AustralianCapital Territory,state_AustralianCapitalTerritory,state_New SouthWales,state_NewSouthWales,state_NorthernTerritory,state_Queensland,state_SouthAustralia,state_Tasmania,state_Victoria,state_WesternAustralia,region_Queensland,region_Tasmania,region_Victoria,intensity_category_low,intensity_category_medium,intensity_category_unknown,size_category_medium,size_category_small,size_category_zero
2.0856829541568285,2.0682912244398692,1.9876101664264436,2.0439280720995945,1.3593830395968782,0.40181997856015406,0.34321371122617594,0.19577441973484566,0.1340018764196503,-1.0084715043960462,0.4379423461990026,-0.033950594876944,1.29401617004857,1.0951746637964288,0.20697900739271857,-0.4848885002238064,-0.7972560721051957,0.5007804819523879,-0.7363210405107239,0.8316429257482664,-0.24652277919694038,1.010471489740778,-0.7363210405107239,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,-0.3551052051785048,-0.22176638128637186,2.3011045102761227,-0.5693311260018046,-0.4885792437459402,-0.22176638128637186,2.3011045102761227,-0.13626312508266655,1.8614822800848165,-0.7363210405107239,1.021054940485262,-0.561309623247887,-0.35043832202523123
-0.607827609280687,-0.6237129565709233,-0.6478978995047381,-0.6501368739285949,-0.6658715677446444,-0.6849287894672129,-0.9050850877483139,1.0710121020844974,1.044468164828757,0.3056139361949005,-1.794530143058659,1.6363091322024133,-0.41849231823348676,-0.41361449075248835,-0.4561462233199422,-0.4848885002238064,0.3269042645718979,-1.9616221198101154,-0.7363210405107239,0.8316429257482664,-0.24652277919694038,-0.9896370260347829,-0.7363210405107239,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,-0.3551052051785048,-0.22176638128637186,-0.434573916801373,1.7564470908566314,-0.4885792437459402,-0.22176638128637186,-0.434573916801373,-0.13626312508266655,-0.5372062955949471,-0.7363210405107239,-0.9793792286287205,1.781547934656337,-0.35043832202523123
-0.4597593790678179,-0.5335570555207858,-0.5890441823291633,-0.5649697022005425,-0.6174173329120756,-0.6589283153445422,0.040242242367939086,-0.12151694469812759,-0.1960605703251226,-0.4400314817076972,0.9523145326791562,-1.3752158500422345,-0.4385522363094641,-0.41361449075248835,-0.46121165751249465,-0.4848885002238064,1.4510646012489914,0.5007804819523879,-0.7363210405107239,0.8316429257482664,-0.24652277919694038,1.010471489740778,-0.7363210405107239,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,2.155703788448082,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,-0.3551052051785048,-0.22176638128637186,-0.434573916801373,-0.5693311260018046,-0.4885792437459402,-0.22176638128637186,-0.434573916801373,-0.13626312508266655,1.8614822800848165,-0.7363210405107239,1.021054940485262,-0.561309623247887,-0.35043832202523123
-0.607827609280687,-0.6446727875404165,-0.661580464368023,-0.5940359204871699,-0.6390237922267725,-0.6705223109619637,-0.9050850877483139,-1.108348884005079,-1.222612821426013,-1.459540034182287,0.6858499023872746,0.26716956656042484,-0.4598832703129904,-0.41361449075248835,-0.46795824051175944,-0.4848885002238064,-0.7972560721051957,0.5007804819523879,1.3581032524975574,-1.2024391346806147,-0.24652277919694038,-0.9896370260347829,1.3581032524975574,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,-0.3551052051785048,4.509249752822894,-0.434573916801373,-0.5693311260018046,-0.4885792437459402,4.509249752822894,-0.434573916801373,-0.13626312508266655,-0.5372062955949471,1.3581032524975574,1.021054940485262,-0.561309623247887,-0.35043832202523123
-0.3520407672907394,-0.45548377970727716,-0.5380779955329873,-0.5802720136947433,-0.6274488160353988,-0.6643111950507482,1.085644124702891,0.9643141704520338,0.9334756061748106,-0.6052706487894564,-0.051238990008482935,1.228542246922643,-0.4284896682633903,-0.41361449075248835,-0.462517456459061,-0.4848885002238064,-0.7972560721051957,0.5007804819523879,-0.7363210405107239,0.8316429257482664,-0.24652277919694038,1.010471489740778,-0.7363210405107239,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,2.8160668596713987,-0.22176638128637186,-0.434573916801373,-0.5693311260018046,-0.4885792437459402,-0.22176638128637186,-0.434573916801373,-0.13626312508266655,-0.5372062955949471,-0.7363210405107239,1.021054940485262,-0.561309623247887,-0.35043832202523123
2.0856829541568285,2.0682912244398692,1.9876101664264436,2.0439280720995945,2.0703336617738617,1.9248687103571758,0.5253572234285466,0.40399408711808593,0.32248180783961405,-0.8841972680789468,0.5254381949515604,-0.8973428103384719,1.29401617004857,1.0951746637964288,1.3954987806672767,1.2046331514485447,-0.7972560721051957,0.5007804819523879,-0.7363210405107239,0.8316429257482664,-0.24652277919694038,1.010471489740778,-0.7363210405107239,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,2.8160668596713987,-0.22176638128637186,-0.434573916801373,-0.5693311260018046,-0.4885792437459402,-0.22176638128637186,-0.434573916801373,-0.13626312508266655,-0.5372062955949471,-0.7363210405107239,-0.9793792286287205,-0.561309623247887,-0.35043832202523123
-0.5744111293538098,-0.619877270927202,-0.645393966257768,-0.6320115107364038,-0.6592530789211578,-0.6813773176922303,0.09737348305823447,-0.061411621755479415,-0.1335359882638103,-0.9808550074366904,0.4604765043368203,0.21252039636829065,-0.45562494685912497,-0.41361449075248835,-0.4633989515523835,-0.4848885002238064,-0.7972560721051957,0.5007804819523879,-0.7363210405107239,0.8316429257482664,-0.24652277919694038,-0.9896370260347829,-0.7363210405107239,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,-0.3551052051785048,-0.22176638128637186,2.3011045102761227,-0.5693311260018046,-0.4885792437459402,-0.22176638128637186,2.3011045102761227,-0.13626312508266655,1.8614822800848165,-0.7363210405107239,-0.9793792286287205,1.781547934656337,-0.35043832202523123
-0.607827609280687,-0.6446727875404165,-0.661580464368023,-0.6501368739285949,-0.6703967207799201,0.008880329280355181,-0.9050850877483139,-1.108348884005079,-1.222612821426013,-0.6793753759053429,-0.07112441017951891,-0.22286210509141013,-0.4598832703129904,-0.41361449075248835,-0.4637110719771527,0.5455563061041674,-0.42253595987949777,-1.981533731145122,1.3581032524975574,-1.2024391346806147,-0.24652277919694038,-0.9896370260347829,1.3581032524975574,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,2.8160668596713987,-0.22176638128637186,-0.434573916801373,-0.5693311260018046,-0.4885792437459402,-0.22176638128637186,-0.434573916801373,-0.13626312508266655,-0.5372062955949471,1.3581032524975574,-0.9793792286287205,-0.561309623247887,2.853569193634026
-0.607827609280687,-0.6446727875404165,-0.661580464368023,2.0439280720995945,2.0703336617738617,2.0901373012015174,-0.9050850877483139,-1.108348884005079,-1.222612821426013,-1.5930202297607867,0.5015756907463186,-0.3071964458376148,-0.4598832703129904,-0.41361449075248835,1.3954987806672767,1.449233891402757,1.0763444890232936,0.5007804819523879,1.3581032524975574,-1.2024391346806147,-0.24652277919694038,-0.9896370260347829,1.3581032524975574,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,-0.3551052051785048,4.509249752822894,-0.434573916801373,-0.5693311260018046,-0.4885792437459402,4.509249752822894,-0.434573916801373,-0.13626312508266655,-0.5372062955949471,1.3581032524975574,-0.9793792286287205,-0.561309623247887,-0.35043832202523123
-0.607827609280687,-0.6446727875404165,-0.661580464368023,-0.6501368739285949,-0.6259517520895435,-0.6635078726472742,-0.9050850877483139,-1.108348884005079,-1.222612821426013,-1.5216785331656846,0.5572548672252184,0.5481762464241206,-0.4598832703129904,-0.41361449075248835,-0.38941094133048265,-0.4848885002238064,1.0763444890232936,0.5007804819523879,1.3581032524975574,-1.2024391346806147,-0.24652277919694038,-0.9896370260347829,1.3581032524975574,-0.05109761303075959,-0.05109761303075959,-0.07235746052924215,-0.4638856253622455,-0.11485909688484917,-0.21522436173806764,-0.4885792437459402,-0.3551052051785048,4.509249752822894,-0.434573916801373,-0.5693311260018046,-0.4885792437459402,4.509249752822894,-0.434573916801373,-0.13626312508266655,-0.5372062955949471,1.3581032524975574,1.021054940485262,-0.561309623247887,-0.35043832202523123
