holdercnt,legal_area,grantyear,grantmonth,grantday,grantdayofweek,grantquarter,startyear,startmonth,startday,startdayofweek,startquarter,endyear,endmonth,endday,enddayofweek,endquarter,is_live,type_COAL MINING LEASE,type_EXPLORATION LICENCE,survstatus_SURVEYED,survstatus_UNSURVEYED,fmt_tenid_freq
1.0,8.0,2024,12,12,3,4,2024,5,27,0,2,2029,12,11,1,4,1,0,1,0,1,0.0002
1.0,24.0,2025,7,15,1,3,2024,7,8,0,3,2030,7,14,6,3,1,0,1,0,1,0.0002
1.0,36.0,2020,7,15,2,3,2024,9,17,1,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2025,10,7,1,4,2025,2,25,1,1,2030,10,6,6,4,1,0,1,0,1,0.0002
1.0,3.0,2026,4,24,4,2,2025,3,26,2,1,2031,4,23,2,2,1,0,1,0,1,0.0002
1.0,34.0,2025,11,26,2,4,2025,4,11,4,2,2030,11,25,0,4,1,0,1,0,1,0.0002
1.0,8.0,2025,12,10,2,4,2025,5,1,3,2,2030,12,9,0,4,1,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2025,5,26,0,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2025,5,26,0,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2026,3,6,4,1,2025,5,26,0,2,2031,3,5,2,1,1,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2025,5,26,0,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2025,5,26,0,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2025,5,26,0,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,18.0,2020,7,15,2,3,2025,6,20,4,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2026,1,28,2,1,2025,6,25,2,2,2031,1,27,0,1,1,0,1,0,1,0.0002
1.0,52.0,2020,7,15,2,3,2025,6,26,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,37.0,2020,7,15,2,3,2025,7,30,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,23.0,2020,7,15,2,3,2025,7,30,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,12.0,2020,7,15,2,3,2025,7,31,3,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,12.0,2020,7,15,2,3,2025,8,14,3,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,6.0,2026,3,5,3,1,2025,8,18,0,3,2031,3,4,1,1,1,0,1,0,1,0.0002
1.0,20.0,2020,7,15,2,3,2025,9,2,1,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2025,9,10,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,2.0,2020,7,15,2,3,2025,9,10,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,35.0,2026,3,31,1,1,2025,9,15,0,3,2031,3,30,6,1,1,0,1,0,1,0.0002
1.0,21.0,2020,7,15,2,3,2025,10,15,2,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,9.0,2020,7,15,2,3,2025,10,30,3,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2025,11,6,3,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2020,7,15,2,3,2025,11,11,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2026,1,8,3,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2020,7,15,2,3,2026,1,27,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,12.0,2020,7,15,2,3,2026,2,3,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,6.0,2020,7,15,2,3,2026,2,3,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,2.0,2020,7,15,2,3,2026,2,12,3,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,70.0,2020,7,15,2,3,2026,2,25,2,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,32.0,2020,7,15,2,3,2026,3,24,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2026,3,31,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2026,3,31,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2026,3,31,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2026,3,31,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2020,7,15,2,3,2026,3,31,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2020,7,15,2,3,2026,3,31,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2026,4,17,4,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2026,4,20,0,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2026,4,21,1,2,2027,6,15,2,2,0,0,1,0,1,0.0002
2.0,2.0,2005,7,7,3,3,2001,8,17,4,3,2026,7,6,0,3,1,0,1,0,1,0.0002
1.0,15.0,2005,7,14,3,3,2003,8,29,4,3,2026,7,13,0,3,1,0,1,0,1,0.0002
1.0,14.0,2005,12,1,3,4,2004,12,3,4,4,2026,11,30,0,4,1,0,1,0,1,0.0002
2.0,26.0,2008,9,5,4,3,2006,12,13,2,4,2026,9,4,4,3,1,0,1,0,1,0.0002
1.0,41.0,2008,6,24,1,2,2006,12,19,1,4,2026,6,23,1,2,1,0,1,0,1,0.0002
1.0,5.0,2008,10,7,1,4,2007,1,17,2,1,2026,10,6,1,4,1,0,1,0,1,0.0002
1.0,20.0,2009,1,15,3,1,2007,2,8,3,1,2027,1,14,3,1,1,0,1,0,1,0.0002
1.0,9.0,2010,5,13,3,2,2009,7,30,3,3,2026,5,12,1,2,1,0,1,0,1,0.0002
1.0,1.0,2010,6,22,1,2,2009,9,7,0,3,2026,6,21,6,2,1,0,1,0,1,0.0002
1.0,3.0,2011,1,14,4,1,2010,4,21,2,2,2027,1,13,2,1,1,0,1,0,1,0.0002
1.0,3.0,2011,8,18,3,3,2010,9,6,0,3,2027,8,17,1,3,1,0,1,0,1,0.0002
1.0,16.0,2014,7,1,1,3,2013,5,7,1,2,2026,6,30,1,2,1,0,1,0,1,0.0002
1.0,1.0,2014,2,25,1,1,2013,7,29,0,3,2028,2,24,3,1,1,0,1,0,1,0.0002
1.0,17.0,2014,11,17,0,4,2014,4,23,2,2,2026,11,16,0,4,1,0,1,0,1,0.0002
1.0,18.0,2018,2,16,4,1,2014,7,28,0,3,2028,2,15,1,1,1,0,1,0,1,0.0002
1.0,13.0,2015,7,8,2,3,2014,9,24,2,3,2027,7,7,2,3,1,0,1,0,1,0.0002
1.0,20.0,2015,6,10,2,2,2014,11,4,1,4,2027,6,9,2,2,1,0,1,0,1,0.0002
1.0,1.0,2016,5,5,3,2,2014,12,29,0,4,2026,5,4,0,2,1,0,1,0,1,0.0002
1.0,8.0,2016,8,12,4,3,2015,6,22,0,2,2026,8,11,1,3,1,0,1,0,1,0.0002
1.0,5.0,2016,1,13,2,1,2015,6,25,3,2,2028,1,12,2,1,1,0,1,0,1,0.0002
1.0,40.0,2016,3,24,3,1,2015,7,9,3,3,2026,3,23,0,1,1,0,1,0,1,0.0002
1.0,29.0,2016,3,11,4,1,2015,8,31,0,3,2026,3,10,1,1,1,0,1,0,1,0.0002
1.0,3.0,2016,4,6,2,2,2015,9,14,0,3,2026,4,5,6,2,1,0,1,0,1,0.0002
1.0,5.0,2016,5,5,3,2,2015,10,20,1,4,2026,5,4,0,2,1,0,1,0,1,0.0002
1.0,8.0,2016,8,11,3,3,2015,10,30,4,4,2026,8,10,0,3,1,0,1,0,1,0.0002
1.0,11.0,2016,9,6,1,3,2015,12,22,1,4,2026,9,5,5,3,1,0,1,0,1,0.0002
1.0,7.0,2017,8,10,3,3,2016,3,31,3,1,2027,8,9,0,3,1,0,1,0,1,0.0002
1.0,2.0,2016,11,17,3,4,2016,3,31,3,1,2026,11,16,0,4,1,0,1,0,1,0.0002
1.0,1.0,2016,11,17,3,4,2016,3,31,3,1,2026,11,16,0,4,1,0,1,0,1,0.0002
1.0,19.0,2018,1,4,3,1,2016,4,11,0,2,2028,1,3,0,1,1,0,1,0,1,0.0002
1.0,3.0,2016,12,28,2,4,2016,4,22,4,2,2026,12,27,6,4,1,0,1,0,1,0.0002
1.0,7.0,2017,2,24,4,1,2016,5,9,0,2,2027,2,23,1,1,1,0,1,0,1,0.0002
1.0,10.0,2017,4,26,2,2,2016,5,24,1,2,2027,4,25,6,2,1,0,1,0,1,0.0002
1.0,3.0,2017,2,1,2,1,2016,6,1,2,2,2027,1,31,6,1,1,0,1,0,1,0.0002
1.0,2.0,2017,2,24,4,1,2016,6,17,4,2,2027,2,23,1,1,1,0,1,0,1,0.0002
1.0,12.0,2017,10,11,2,4,2016,7,8,4,3,2027,10,10,6,4,1,0,1,0,1,0.0002
1.0,9.0,2017,7,5,2,3,2016,7,22,4,3,2027,7,4,6,3,1,0,1,0,1,0.0002
1.0,1.0,2017,2,14,1,1,2016,7,27,2,3,2027,2,13,5,1,1,0,1,0,1,0.0002
2.0,4.0,2017,9,8,4,3,2016,8,15,0,3,2027,9,7,1,3,1,0,1,0,1,0.0002
1.0,4.0,2018,8,9,3,3,2016,8,23,1,3,2028,8,8,1,3,1,0,1,0,1,0.0002
1.0,6.0,2017,3,16,3,1,2016,8,24,2,3,2027,3,15,0,1,1,0,1,0,1,0.0002
1.0,2.0,2017,4,20,3,2,2016,8,24,2,3,2027,4,19,0,2,1,0,1,0,1,0.0002
1.0,8.0,2008,9,2,1,3,2007,1,31,2,1,2026,9,1,1,3,1,0,1,0,1,0.0002
1.0,38.0,2008,12,19,4,4,2007,2,8,3,1,2026,12,18,4,4,1,0,1,0,1,0.0002
1.0,10.0,2008,5,20,1,2,2007,2,8,3,1,2026,5,19,1,2,1,0,1,0,1,0.0002
1.0,1.0,2009,4,1,2,2,2008,4,30,2,2,2027,3,31,2,1,1,0,1,0,1,0.0002
1.0,1.0,2009,4,1,2,2,2008,4,30,2,2,2027,3,31,2,1,1,0,1,0,1,0.0002
1.0,1.0,2010,2,15,0,1,2009,2,27,4,1,2028,2,14,0,1,1,0,1,0,1,0.0002
1.0,1.0,2010,2,15,0,1,2009,2,27,4,1,2028,2,14,0,1,1,0,1,0,1,0.0002
1.0,3.0,2014,7,10,3,3,2013,11,28,3,4,2026,7,9,3,3,1,0,1,0,1,0.0002
1.0,35.0,2017,2,24,4,1,2014,12,8,0,4,2027,2,23,1,1,1,0,1,0,1,0.0002
1.0,42.0,2015,10,15,3,4,2015,3,30,0,1,2027,10,14,3,4,1,0,1,0,1,0.0002
1.0,27.0,2016,3,23,2,1,2015,7,2,3,3,2026,3,22,6,1,1,0,1,0,1,0.0002
1.0,22.0,2017,9,20,2,3,2016,3,24,3,1,2027,9,19,6,3,1,0,1,0,1,0.0002
1.0,5.0,2017,7,4,1,3,2016,9,1,3,3,2027,7,3,5,3,1,0,1,0,1,0.0002
1.0,26.0,2017,8,31,3,3,2016,9,1,3,3,2027,8,30,0,3,1,0,1,0,1,0.0002
1.0,35.0,2017,7,4,1,3,2016,11,4,4,4,2027,7,3,5,3,1,0,1,0,1,0.0002
1.0,41.0,2017,7,11,1,3,2016,11,4,4,4,2027,7,10,5,3,1,0,1,0,1,0.0002
1.0,21.0,2017,10,31,1,4,2017,3,27,0,1,2027,10,30,5,4,1,0,1,0,1,0.0002
1.0,2.0,2021,9,16,3,3,2018,6,25,0,2,2026,9,15,1,3,1,0,1,0,1,0.0002
2.0,1.0,2019,6,7,4,2,2018,7,6,4,3,2029,6,6,2,2,1,0,1,0,1,0.0002
1.0,34.0,2021,12,15,2,4,2019,4,10,2,2,2026,12,14,0,4,1,0,1,0,1,0.0002
1.0,32.0,2021,11,5,4,4,2019,4,10,2,2,2026,11,4,2,4,1,0,1,0,1,0.0002
1.0,4.0,2020,2,6,3,1,2019,4,10,2,2,2030,2,5,1,1,1,0,1,0,1,0.0002
1.0,4.0,2020,7,24,4,3,2019,8,20,1,3,2030,7,23,1,3,1,0,1,0,1,0.0002
1.0,70.0,2020,7,30,3,3,2019,10,23,2,4,2030,7,29,0,3,1,0,1,0,1,0.0002
1.0,70.0,2021,2,17,2,1,2020,3,6,4,1,2031,2,16,6,1,1,0,1,0,1,0.0002
1.0,19.0,2021,4,23,4,2,2020,5,19,1,2,2026,4,22,2,2,1,0,1,0,1,0.0002
1.0,2.0,2021,4,7,2,2,2020,7,16,3,3,2026,4,6,0,2,1,0,1,0,1,0.0002
1.0,7.0,2022,2,21,0,1,2020,12,22,1,4,2027,2,20,5,1,1,0,1,0,1,0.0002
1.0,48.0,2022,7,22,4,3,2021,3,8,0,1,2027,7,21,2,3,1,0,1,0,1,0.0002
1.0,42.0,2022,7,22,4,3,2021,3,29,0,1,2027,7,21,2,3,1,0,1,0,1,0.0002
1.0,9.0,2024,10,30,2,4,2022,6,1,2,2,2029,10,29,0,4,1,0,1,0,1,0.0002
1.0,10.0,2023,3,20,0,1,2022,8,25,3,3,2028,3,19,6,1,1,0,1,0,1,0.0002
1.0,8.0,2024,4,22,0,2,2022,8,29,0,3,2029,4,21,5,2,1,0,1,0,1,0.0002
1.0,6.0,2023,7,21,4,3,2022,9,7,2,3,2028,7,20,3,3,1,0,1,0,1,0.0002
1.0,70.0,2026,2,12,3,1,2022,9,13,1,3,2031,2,11,1,1,1,0,1,0,1,0.0002
1.0,22.0,2024,5,22,2,2,2023,3,17,4,1,2029,5,21,0,2,1,0,1,0,1,0.0002
1.0,67.0,2023,11,30,3,4,2023,4,12,2,2,2028,11,29,2,4,1,0,1,0,1,0.0002
1.0,8.0,2020,7,15,2,3,2023,6,2,4,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,55.0,2025,2,4,1,1,2023,8,15,1,3,2030,2,3,6,1,1,0,1,0,1,0.0002
1.0,24.0,2020,7,15,2,3,2023,9,21,3,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,24.0,2020,7,15,2,3,2023,9,21,3,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,13.0,2024,7,1,0,3,2023,12,6,2,4,2029,6,30,5,2,1,0,1,0,1,0.0002
1.0,15.0,2020,7,15,2,3,2023,12,6,2,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,33.0,2025,2,11,1,1,2024,4,26,4,2,2030,2,10,6,1,1,0,1,0,1,0.0002
1.0,14.0,2025,7,17,3,3,2024,10,28,0,4,2030,7,16,1,3,1,0,1,0,1,0.0002
1.0,42.0,2020,7,15,2,3,2024,12,16,0,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2026,4,1,2,2,2025,1,30,3,1,2031,3,31,0,1,1,0,1,0,1,0.0002
1.0,70.0,2020,7,15,2,3,2025,2,17,0,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,42.0,2025,10,24,4,4,2025,3,11,1,1,2030,10,23,2,4,1,0,1,0,1,0.0002
1.0,2.0,2026,4,8,2,2,2025,6,27,4,2,2031,4,7,0,2,1,0,1,0,1,0.0002
1.0,18.0,2020,7,15,2,3,2025,8,1,4,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2025,8,18,0,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,11.0,2020,7,15,2,3,2025,9,5,4,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,2.0,2026,5,4,0,2,2025,9,30,1,3,2031,5,3,5,2,1,0,1,0,1,0.0002
1.0,70.0,2020,7,15,2,3,2025,10,7,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,7.0,2020,7,15,2,3,2026,2,13,4,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,9.0,2020,7,15,2,3,2026,3,20,4,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,2.0,2012,6,28,3,2,2011,8,29,0,3,2026,6,27,5,2,1,0,1,0,1,0.0002
1.0,1.0,2012,9,5,2,3,2011,12,19,0,4,2026,9,4,4,3,1,0,1,0,1,0.0002
1.0,1.0,2012,10,31,2,4,2012,2,21,1,1,2026,10,30,4,4,1,0,1,0,1,0.0002
2.0,1.0,2013,4,10,2,2,2012,7,30,0,3,2027,4,9,4,2,1,0,1,0,1,0.0002
2.0,1.0,2013,4,10,2,2,2012,7,30,0,3,2027,4,9,4,2,1,0,1,0,1,0.0002
1.0,1.0,2013,9,19,3,3,2012,11,26,0,4,2027,9,18,5,3,1,0,1,0,1,0.0002
2.0,1.0,2013,8,28,2,3,2013,1,14,0,1,2027,8,27,4,3,1,0,1,0,1,0.0002
1.0,4.0,2013,12,27,4,4,2013,5,17,4,2,2027,12,26,6,4,1,0,1,0,1,0.0002
1.0,6.0,2014,3,20,3,1,2013,7,15,0,3,2026,3,19,3,1,1,0,1,0,1,0.0002
1.0,4.0,2014,2,11,1,1,2013,7,19,4,3,2026,2,10,1,1,1,0,1,0,1,0.0002
1.0,22.0,2014,6,18,2,2,2013,9,16,0,3,2026,6,17,2,2,1,0,1,0,1,0.0002
1.0,31.0,2014,6,19,3,2,2013,11,15,4,4,2026,6,18,3,2,1,0,1,0,1,0.0002
1.0,30.0,2014,6,19,3,2,2013,11,15,4,4,2026,6,18,3,2,1,0,1,0,1,0.0002
1.0,34.0,2015,3,9,0,1,2013,12,18,2,4,2027,3,8,0,1,1,0,1,0,1,0.0002
1.0,1.0,2015,2,2,0,1,2014,5,8,3,2,2027,2,1,0,1,1,0,1,0,1,0.0002
1.0,11.0,2015,3,9,0,1,2014,5,19,0,2,2027,3,8,0,1,1,0,1,0,1,0.0002
1.0,17.0,2015,3,10,1,1,2014,5,19,0,2,2027,3,9,1,1,1,0,1,0,1,0.0002
1.0,3.0,2015,5,29,4,2,2014,5,30,4,2,2027,5,28,4,2,1,0,1,0,1,0.0002
1.0,7.0,2015,2,2,0,1,2014,7,1,1,3,2027,2,1,0,1,1,0,1,0,1,0.0002
1.0,1.0,2015,2,2,0,1,2014,7,4,4,3,2027,2,1,0,1,1,0,1,0,1,0.0002
1.0,1.0,2015,11,5,3,4,2014,7,30,2,3,2027,11,4,3,4,1,0,1,0,1,0.0002
1.0,3.0,2016,10,18,1,4,2014,7,30,2,3,2026,10,17,5,4,1,0,1,0,1,0.0002
1.0,4.0,2015,3,19,3,1,2014,9,2,1,3,2027,3,18,3,1,1,0,1,0,1,0.0002
1.0,5.0,2016,5,30,0,2,2014,11,5,2,4,2021,5,29,5,2,1,0,1,0,1,0.0002
1.0,6.0,2015,11,17,1,4,2014,12,15,0,4,2027,11,16,1,4,1,0,1,0,1,0.0002
1.0,1.0,2015,10,5,0,4,2015,3,20,4,1,2027,10,4,0,4,1,0,1,0,1,0.0002
1.0,1.0,2015,10,5,0,4,2015,3,20,4,1,2027,10,4,0,4,1,0,1,0,1,0.0002
1.0,24.0,2016,7,5,1,3,2015,8,3,0,3,2026,7,4,5,3,1,0,1,0,1,0.0002
1.0,3.0,2016,7,5,1,3,2015,8,4,1,3,2026,7,4,5,3,1,0,1,0,1,0.0002
1.0,5.0,2016,2,19,4,1,2015,8,7,4,3,2028,2,18,4,1,1,0,1,0,1,0.0002
1.0,4.0,2020,2,12,2,1,2015,9,14,0,3,2030,2,11,0,1,1,0,1,0,1,0.0002
1.0,8.0,2016,7,26,1,3,2015,11,16,0,4,2026,7,25,5,3,1,0,1,0,1,0.0002
1.0,20.0,2017,4,27,3,2,2015,12,1,1,4,2027,4,26,0,2,1,0,1,0,1,0.0002
1.0,16.0,2018,5,31,3,2,2015,12,1,1,4,2028,5,30,1,2,1,0,1,0,1,0.0002
1.0,66.0,2021,10,22,4,4,2016,1,15,4,1,2026,10,21,2,4,1,0,1,0,1,0.0002
1.0,31.0,2019,4,15,0,2,2016,3,29,1,1,2029,4,14,5,2,1,0,1,0,1,0.0002
1.0,1.0,2016,11,16,2,4,2016,4,8,4,2,2026,11,15,6,4,1,0,1,0,1,0.0002
1.0,13.0,2017,1,5,3,1,2016,4,29,4,2,2027,1,4,0,1,1,0,1,0,1,0.0002
1.0,2.0,2017,2,1,2,1,2016,6,15,2,2,2027,1,31,6,1,1,0,1,0,1,0.0002
1.0,3.0,2017,2,24,4,1,2016,7,8,4,3,2027,2,23,1,1,1,0,1,0,1,0.0002
1.0,8.0,2017,11,8,2,4,2016,7,14,3,3,2027,11,7,6,4,1,0,1,0,1,0.0002
2.0,1.0,2017,2,27,0,1,2016,8,4,3,3,2027,2,26,4,1,1,0,1,0,1,0.0002
1.0,1.0,2018,5,29,1,2,2016,8,9,1,3,2028,5,28,6,2,1,0,1,0,1,0.0002
1.0,9.0,2017,7,11,1,3,2016,11,7,0,4,2027,7,10,5,3,1,0,1,0,1,0.0002
1.0,1.0,2017,7,11,1,3,2016,11,7,0,4,2027,7,10,5,3,1,0,1,0,1,0.0002
1.0,6.0,2017,10,12,3,4,2017,3,10,4,1,2027,10,11,0,4,1,0,1,0,1,0.0002
1.0,1.0,2018,1,3,2,1,2017,5,5,4,2,2028,1,2,6,1,1,0,1,0,1,0.0002
1.0,1.0,2018,1,3,2,1,2017,5,5,4,2,2028,1,2,6,1,1,0,1,0,1,0.0002
1.0,1.0,2018,1,3,2,1,2017,5,5,4,2,2028,1,2,6,1,1,0,1,0,1,0.0002
1.0,4.0,2018,2,26,0,1,2017,7,7,4,3,2028,2,25,4,1,1,0,1,0,1,0.0002
1.0,12.0,2018,2,26,0,1,2017,7,13,3,3,2028,2,25,4,1,1,0,1,0,1,0.0002
1.0,19.0,2018,3,26,0,1,2017,8,4,4,3,2028,3,25,5,1,1,0,1,0,1,0.0002
1.0,42.0,2018,4,27,4,2,2017,9,15,4,3,2028,4,26,2,2,1,0,1,0,1,0.0002
1.0,9.0,2018,4,27,4,2,2017,9,15,4,3,2028,4,26,2,2,1,0,1,0,1,0.0002
1.0,1.0,2018,7,5,3,3,2017,10,16,0,4,2028,7,4,1,3,1,0,1,0,1,0.0002
1.0,1.0,2018,7,5,3,3,2017,10,27,4,4,2028,7,4,1,3,1,0,1,0,1,0.0002
1.0,2.0,2018,10,29,0,4,2017,10,30,0,4,2023,10,28,5,4,1,0,1,0,1,0.0002
1.0,1.0,2018,8,9,3,3,2017,11,28,1,4,2028,8,8,1,3,1,0,1,0,1,0.0002
1.0,3.0,2019,2,7,3,1,2017,12,15,4,4,2029,2,6,1,1,1,0,1,0,1,0.0002
1.0,8.0,2019,7,5,4,3,2017,12,22,4,4,2029,7,4,2,3,1,0,1,0,1,0.0002
4.0,1.0,2019,2,11,0,1,2018,2,6,1,1,2029,2,10,5,1,1,0,1,0,1,0.0002
1.0,12.0,2019,3,7,3,1,2018,3,8,3,1,2029,3,6,1,1,1,0,1,0,1,0.0002
1.0,1.0,2021,2,1,0,1,2018,6,25,0,2,2031,1,31,4,1,1,0,1,0,1,0.0002
1.0,6.0,2019,7,3,2,3,2018,6,27,2,2,2029,7,2,0,3,1,0,1,0,1,0.0002
2.0,25.0,2019,7,3,2,3,2018,7,20,4,3,2029,7,2,0,3,1,0,1,0,1,0.0002
1.0,6.0,2020,7,15,2,3,2018,8,1,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2021,4,7,2,2,2018,9,18,1,3,2026,4,6,0,2,1,0,1,0,1,0.0002
1.0,1.0,2021,4,7,2,2,2018,9,18,1,3,2026,4,6,0,2,1,0,1,0,1,0.0002
2.0,25.0,2021,7,5,0,3,2018,10,10,2,4,2026,7,4,5,3,1,0,1,0,1,0.0002
1.0,2.0,2021,2,1,0,1,2018,12,21,4,4,2031,1,31,4,1,1,0,1,0,1,0.0002
1.0,3.0,2020,11,20,4,4,2019,3,29,4,1,2030,11,19,1,4,1,0,1,0,1,0.0002
1.0,7.0,2020,1,28,1,1,2019,5,27,0,2,2030,1,27,6,1,1,0,1,0,1,0.0002
1.0,10.0,2020,11,6,4,4,2019,7,19,4,3,2030,11,5,1,4,1,0,1,0,1,0.0002
1.0,8.0,2021,4,30,4,2,2019,7,26,4,3,2026,4,29,2,2,1,0,1,0,1,0.0002
1.0,11.0,2021,4,23,4,2,2019,9,16,0,3,2026,4,22,2,2,1,0,1,0,1,0.0002
1.0,13.0,2020,9,10,3,3,2019,9,16,0,3,2030,9,9,0,3,1,0,1,0,1,0.0002
1.0,43.0,2021,7,14,2,3,2019,10,16,2,4,2026,7,13,0,3,1,0,1,0,1,0.0002
1.0,3.0,2021,7,21,2,3,2019,11,25,0,4,2026,7,20,0,3,1,0,1,0,1,0.0002
1.0,16.0,2021,4,23,4,2,2020,3,20,4,1,2026,4,22,2,2,1,0,1,0,1,0.0002
1.0,4.0,2021,7,14,2,3,2020,3,20,4,1,2026,7,13,0,3,1,0,1,0,1,0.0002
1.0,5.0,2022,3,22,1,1,2020,4,23,3,2,2027,3,21,6,1,1,0,1,0,1,0.0002
1.0,1.0,2021,4,19,0,2,2020,5,6,2,2,2026,4,18,5,2,1,0,1,0,1,0.0002
1.0,35.0,2021,8,23,0,3,2020,5,6,2,2,2026,8,22,5,3,1,0,1,0,1,0.0002
1.0,18.0,2020,7,15,2,3,2020,6,4,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,42.0,2023,7,3,0,3,2020,6,25,3,2,2028,7,2,6,3,1,0,1,0,1,0.0002
1.0,44.0,2021,9,15,2,3,2020,6,26,4,2,2026,9,14,0,3,1,0,1,0,1,0.0002
1.0,9.0,2021,7,28,2,3,2020,6,26,4,2,2026,7,27,0,3,1,0,1,0,1,0.0002
1.0,24.0,2023,11,30,3,4,2020,7,8,2,3,2028,11,29,2,4,1,0,1,0,1,0.0002
1.0,17.0,2023,8,11,4,3,2020,7,10,4,3,2028,8,10,3,3,1,0,1,0,1,0.0002
1.0,3.0,2022,10,18,1,4,2020,10,5,0,4,2027,10,17,6,4,1,0,1,0,1,0.0002
1.0,38.0,2023,1,23,0,1,2021,4,6,1,2,2028,1,22,5,1,1,0,1,0,1,0.0002
1.0,43.0,2022,9,15,3,3,2021,4,6,1,2,2027,9,14,1,3,1,0,1,0,1,0.0002
1.0,63.0,2022,2,3,3,1,2021,5,17,0,2,2027,2,2,1,1,1,0,1,0,1,0.0002
1.0,11.0,2022,8,23,1,3,2021,6,24,3,2,2027,8,22,6,3,1,0,1,0,1,0.0002
1.0,66.0,2022,9,23,4,3,2021,11,12,4,4,2027,9,22,2,3,1,0,1,0,1,0.0002
1.0,9.0,2024,5,13,0,2,2021,12,3,4,4,2029,5,12,5,2,1,0,1,0,1,0.0002
1.0,1.0,2022,12,8,3,4,2022,1,19,2,1,2027,12,7,1,4,1,0,1,0,1,0.0002
1.0,70.0,2023,8,28,0,3,2022,1,24,0,1,2028,8,27,6,3,1,0,1,0,1,0.0002
1.0,5.0,2023,9,1,4,3,2022,4,5,1,2,2028,8,31,3,3,1,0,1,0,1,0.0002
1.0,16.0,2020,7,15,2,3,2022,4,13,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,14.0,2020,7,15,2,3,2022,4,13,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,14.0,2023,3,30,3,1,2022,6,23,3,2,2028,3,29,2,1,1,0,1,0,1,0.0002
1.0,2.0,2023,7,10,0,3,2022,7,1,4,3,2028,7,9,6,3,1,0,1,0,1,0.0002
