holdercnt,legal_area,grantyear,grantmonth,grantday,grantdayofweek,grantquarter,startyear,startmonth,startday,startdayofweek,startquarter,endyear,endmonth,endday,enddayofweek,endquarter,is_live,type_COAL MINING LEASE,type_EXPLORATION LICENCE,survstatus_SURVEYED,survstatus_UNSURVEYED,fmt_tenid_freq
1.0,7.0,2024,2,13,1,1,2023,6,28,2,2,2029,2,12,0,1,1,0,1,0,1,0.0002
1.0,113.0,2020,7,15,2,3,2023,6,29,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,166.0,2020,7,15,2,3,2023,6,29,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,72.0,2020,7,15,2,3,2023,6,30,4,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,12.0,2024,2,14,2,1,2023,7,10,0,3,2029,2,13,1,1,1,0,1,0,1,0.0002
1.0,10.0,2020,7,15,2,3,2023,7,26,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,28.0,2020,7,15,2,3,2023,8,1,1,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,28.0,2020,7,15,2,3,2023,8,2,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,72.0,2020,7,15,2,3,2023,8,2,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,31.0,2024,5,13,0,2,2023,8,2,2,3,2029,5,12,5,2,1,0,1,0,1,0.0002
1.0,1.0,2024,6,10,0,2,2023,9,15,4,3,2029,6,9,5,2,1,0,1,0,1,0.0002
1.0,36.0,2024,7,25,3,3,2023,12,1,4,4,2029,7,24,1,3,1,0,1,0,1,0.0002
1.0,102.0,2024,7,26,4,3,2023,12,1,4,4,2029,7,25,2,3,1,0,1,0,1,0.0002
1.0,66.0,2024,7,26,4,3,2023,12,1,4,4,2029,7,25,2,3,1,0,1,0,1,0.0002
1.0,104.0,2024,7,25,3,3,2023,12,4,0,4,2029,7,24,1,3,1,0,1,0,1,0.0002
2.0,73.0,2025,1,9,3,1,2023,12,22,4,4,2030,1,8,1,1,1,0,1,0,1,0.0002
1.0,7.0,2024,10,22,1,4,2024,2,5,0,1,2029,10,21,6,4,1,0,1,0,1,0.0002
1.0,6.0,2024,10,22,1,4,2024,2,5,0,1,2029,10,21,6,4,1,0,1,0,1,0.0002
1.0,63.0,2024,10,22,1,4,2024,2,23,4,1,2029,10,21,6,4,1,0,1,0,1,0.0002
1.0,2.0,2025,2,11,1,1,2024,5,14,1,2,2030,2,10,6,1,1,0,1,0,1,0.0002
1.0,22.0,2020,7,15,2,3,2024,9,13,4,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,40.0,2020,7,15,2,3,2024,10,1,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2025,7,3,3,3,2024,10,1,1,4,2030,7,2,1,3,1,0,1,0,1,0.0002
1.0,33.0,2020,7,15,2,3,2024,11,4,0,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,21.0,2020,7,15,2,3,2024,12,3,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,5.0,2025,12,3,2,4,2024,12,12,3,4,2030,12,2,0,4,1,0,1,0,1,0.0002
1.0,23.0,2025,12,3,2,4,2024,12,12,3,4,2030,12,2,0,4,1,0,1,0,1,0.0002
1.0,33.0,2025,10,24,4,4,2024,12,12,3,4,2030,10,23,2,4,1,0,1,0,1,0.0002
1.0,10.0,2025,11,27,3,4,2024,12,16,0,4,2030,11,26,1,4,1,0,1,0,1,0.0002
1.0,25.0,2020,7,15,2,3,2025,1,16,3,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,6.0,2020,7,15,2,3,2025,1,23,3,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,27.0,2020,7,15,2,3,2025,1,28,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,8.0,2026,1,7,2,1,2025,2,7,4,1,2031,1,6,0,1,1,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2025,3,20,3,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2025,3,20,3,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,6.0,2020,7,15,2,3,2025,3,20,3,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,11.0,2020,7,15,2,3,2025,3,31,0,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,24.0,2026,2,3,1,1,2025,4,14,0,2,2031,2,2,6,1,1,0,1,0,1,0.0002
1.0,30.0,2020,7,15,2,3,2025,5,7,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,31.0,2020,7,15,2,3,2025,5,29,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,49.0,2020,7,15,2,3,2025,5,29,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,86.0,2020,7,15,2,3,2025,6,12,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,36.0,2020,7,15,2,3,2025,7,22,1,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,48.0,2020,7,15,2,3,2025,8,1,4,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,9.0,2020,7,15,2,3,2025,8,6,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,82.0,2020,7,15,2,3,2025,8,6,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,108.0,2020,7,15,2,3,2025,8,6,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,32.0,2020,7,15,2,3,2025,8,6,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,43.0,2020,7,15,2,3,2025,8,18,0,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,128.0,2020,7,15,2,3,2025,8,18,0,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,2.0,2020,7,15,2,3,2025,8,19,1,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,39.0,2020,7,15,2,3,2025,8,21,3,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,11.0,2020,7,15,2,3,2025,8,21,3,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,200.0,2020,7,15,2,3,2025,8,22,4,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2020,7,15,2,3,2025,9,24,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,8.0,2020,7,15,2,3,2025,9,24,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,40.0,2020,7,15,2,3,2025,9,24,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,2.0,2020,7,15,2,3,2025,10,10,4,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,6.0,2020,7,15,2,3,2025,10,24,4,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,37.0,2020,7,15,2,3,2025,10,28,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,44.0,2020,7,15,2,3,2025,10,28,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,21.0,2020,7,15,2,3,2025,11,4,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,185.0,2020,7,15,2,3,2025,11,4,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2020,7,15,2,3,2025,12,3,2,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,77.0,2020,7,15,2,3,2025,12,16,1,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2020,7,15,2,3,2025,12,22,0,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,58.0,2020,7,15,2,3,2026,1,28,2,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,11.0,2020,7,15,2,3,2026,2,9,0,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2020,7,15,2,3,2026,2,9,0,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,54.0,2020,7,15,2,3,2026,2,23,0,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,57.0,2020,7,15,2,3,2026,2,23,0,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,90.0,2020,7,15,2,3,2026,2,27,4,1,2027,6,15,2,2,0,0,1,0,1,0.0002
2.0,10.0,2020,7,15,2,3,2026,3,13,4,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,20.0,2020,7,15,2,3,2026,3,20,4,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2026,3,31,1,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,18.0,2020,7,15,2,3,2026,4,23,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,89.0,2020,7,15,2,3,2026,4,23,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2026,4,29,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,21.0,2020,7,15,2,3,2026,4,30,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,20.0,2020,7,15,2,3,2026,4,30,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,34.0,2020,7,15,2,3,2026,5,1,4,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,70.0,2020,7,15,2,3,1998,5,13,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,22.0,2020,7,15,2,3,1998,5,13,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,63.0,2020,7,15,2,3,1998,5,18,0,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,70.0,2020,7,15,2,3,1998,7,22,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,7.0,2006,4,10,0,2,2005,1,12,2,1,2017,4,9,6,2,1,0,1,0,1,0.0002
1.0,2.0,2013,11,25,0,4,2012,4,30,0,2,2027,11,24,2,4,1,0,1,0,1,0.0002
1.0,7.0,2020,7,15,2,3,2022,7,11,0,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,35.0,2008,9,30,1,3,2007,8,29,2,3,2026,9,29,1,3,1,0,1,0,1,0.0002
2.0,9.0,2009,3,12,3,1,2008,1,3,3,1,2027,3,11,3,1,1,0,1,0,1,0.0002
2.0,23.0,2009,8,20,3,3,2008,2,26,1,1,2027,8,19,3,3,1,0,1,0,1,0.0002
2.0,23.0,2009,8,20,3,3,2008,2,26,1,1,2027,8,19,3,3,1,0,1,0,1,0.0002
1.0,8.0,2009,8,13,3,3,2008,6,20,4,2,2027,8,12,3,3,1,0,1,0,1,0.0002
1.0,5.0,2010,8,31,1,3,2009,9,24,3,3,2026,8,30,6,3,1,0,1,0,1,0.0002
1.0,10.0,2011,2,7,0,1,2010,2,10,2,1,2027,2,6,5,1,1,0,1,0,1,0.0002
1.0,2.0,2010,11,10,2,4,2010,2,26,4,1,2026,11,9,0,4,1,0,1,0,1,0.0002
1.0,19.0,2010,12,17,4,4,2010,3,11,3,1,2026,12,16,2,4,1,0,1,0,1,0.0002
1.0,2.0,2011,3,10,3,1,2010,4,7,2,2,2027,3,9,1,1,1,0,1,0,1,0.0002
1.0,10.0,2011,2,7,0,1,2010,4,30,4,2,2027,2,6,5,1,1,0,1,0,1,0.0002
1.0,9.0,2011,5,2,0,2,2010,5,3,0,2,2027,5,1,5,2,1,0,1,0,1,0.0002
1.0,16.0,2011,9,8,3,3,2010,6,24,3,2,2027,9,7,1,3,1,0,1,0,1,0.0002
1.0,1.0,2011,10,12,2,4,2010,10,8,4,4,2027,10,11,0,4,1,0,1,0,1,0.0002
1.0,3.0,2012,7,31,1,3,2011,4,1,4,2,2026,7,30,3,3,1,0,1,0,1,0.0002
1.0,3.0,2021,10,27,2,4,2012,10,5,4,4,2026,10,26,0,4,1,0,1,0,1,0.0002
2.0,42.0,2013,8,5,0,3,2012,10,18,3,4,2027,8,4,2,3,1,0,1,0,1,0.0002
1.0,4.0,2014,2,4,1,1,2012,11,9,4,4,2026,2,3,1,1,1,0,1,0,1,0.0002
1.0,22.0,2014,11,12,2,4,2013,3,21,3,1,2026,11,11,2,4,1,0,1,0,1,0.0002
1.0,1.0,2014,1,22,2,1,2013,5,7,1,2,2028,1,21,4,1,1,0,1,0,1,0.0002
1.0,9.0,2014,11,12,2,4,2013,6,27,3,2,2026,11,11,2,4,1,0,1,0,1,0.0002
1.0,8.0,2014,9,19,4,3,2013,7,10,2,3,2026,9,18,4,3,1,0,1,0,1,0.0002
1.0,17.0,2014,11,12,2,4,2013,7,22,0,3,2026,11,11,2,4,1,0,1,0,1,0.0002
1.0,1.0,2014,7,1,1,3,2013,9,5,3,3,2026,6,30,1,2,1,0,1,0,1,0.0002
1.0,1.0,2014,4,8,1,2,2013,9,16,0,3,2026,4,7,1,2,1,0,1,0,1,0.0002
1.0,5.0,2017,2,2,3,1,2013,10,15,1,4,2027,2,1,0,1,1,0,1,0,1,0.0002
1.0,2.0,2014,9,4,3,3,2014,1,6,0,1,2024,9,3,1,3,1,0,1,0,1,0.0002
1.0,8.0,2015,12,17,3,4,2014,4,17,3,2,2027,12,16,3,4,1,0,1,0,1,0.0002
1.0,8.0,2014,12,30,1,4,2014,5,21,2,2,2026,12,29,1,4,1,0,1,0,1,0.0002
1.0,1.0,2020,7,15,2,3,2014,6,25,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2015,3,18,2,1,2014,8,6,2,3,2027,3,17,2,1,1,0,1,0,1,0.0002
1.0,3.0,2015,3,18,2,1,2014,9,2,1,3,2027,3,17,2,1,1,0,1,0,1,0.0002
1.0,11.0,2015,8,18,1,3,2014,10,13,0,4,2027,8,17,1,3,1,0,1,0,1,0.0002
1.0,29.0,2016,8,2,1,3,2014,10,15,2,4,2026,8,1,5,3,1,0,1,0,1,0.0002
1.0,1.0,2015,5,6,2,2,2014,10,21,1,4,2027,5,5,2,2,1,0,1,0,1,0.0002
1.0,8.0,2015,8,11,1,3,2015,1,13,1,1,2027,8,10,1,3,1,0,1,0,1,0.0002
2.0,16.0,2015,8,24,0,3,2015,1,20,1,1,2027,8,23,0,3,1,0,1,0,1,0.0002
2.0,2.0,2015,8,25,1,3,2015,1,21,2,1,2027,8,24,1,3,1,0,1,0,1,0.0002
1.0,7.0,2015,10,16,4,4,2015,1,23,4,1,2027,10,15,4,4,1,0,1,0,1,0.0002
1.0,1.0,2015,9,22,1,3,2015,1,28,2,1,2027,9,21,1,3,1,0,1,0,1,0.0002
2.0,1.0,2015,10,6,1,4,2015,2,10,1,1,2027,10,5,1,4,1,0,1,0,1,0.0002
1.0,16.0,2016,1,13,2,1,2015,6,18,3,2,2028,1,12,2,1,1,0,1,0,1,0.0002
1.0,6.0,2016,5,2,0,2,2015,9,30,2,3,2026,5,1,4,2,1,0,1,0,1,0.0002
1.0,11.0,2016,7,1,4,3,2015,10,8,3,4,2026,6,30,1,2,1,0,1,0,1,0.0002
1.0,10.0,2017,8,14,0,3,2015,11,4,2,4,2027,8,13,4,3,1,0,1,0,1,0.0002
2.0,31.0,2017,2,23,3,1,2015,11,11,2,4,2027,2,22,0,1,1,0,1,0,1,0.0002
1.0,16.0,2017,2,24,4,1,2015,11,11,2,4,2027,2,23,1,1,1,0,1,0,1,0.0002
1.0,5.0,2016,7,26,1,3,2015,11,26,3,4,2026,7,25,5,3,1,0,1,0,1,0.0002
1.0,17.0,2017,6,13,1,2,2015,11,26,3,4,2027,6,12,5,2,1,0,1,0,1,0.0002
1.0,7.0,2017,2,6,0,1,2015,11,30,0,4,2027,2,5,4,1,1,0,1,0,1,0.0002
1.0,42.0,2016,11,1,1,4,2016,1,25,0,1,2026,10,31,5,4,1,0,1,0,1,0.0002
1.0,42.0,2016,11,1,1,4,2016,1,25,0,1,2026,10,31,5,4,1,0,1,0,1,0.0002
1.0,2.0,2016,10,5,2,4,2016,2,4,3,1,2026,10,4,6,4,1,0,1,0,1,0.0002
1.0,9.0,2019,3,14,3,1,2016,2,5,4,1,2029,3,13,1,1,1,0,1,0,1,0.0002
1.0,4.0,2016,12,19,0,4,2016,2,19,4,1,2026,12,18,4,4,1,0,1,0,1,0.0002
1.0,1.0,2018,3,19,0,1,2016,3,3,3,1,2028,3,18,5,1,1,0,1,0,1,0.0002
1.0,9.0,2017,5,9,1,2,2016,4,8,4,2,2027,5,8,5,2,1,0,1,0,1,0.0002
1.0,6.0,2017,10,23,0,4,2016,4,15,4,2,2027,10,22,4,4,1,0,1,0,1,0.0002
1.0,2.0,2017,9,21,3,3,2016,4,15,4,2,2027,9,20,0,3,1,0,1,0,1,0.0002
1.0,2.0,2017,9,21,3,3,2016,4,15,4,2,2027,9,20,0,3,1,0,1,0,1,0.0002
1.0,8.0,2017,5,8,0,2,2016,5,4,2,2,2027,5,7,4,2,1,0,1,0,1,0.0002
1.0,5.0,2017,10,11,2,4,2016,6,17,4,2,2027,10,10,6,4,1,0,1,0,1,0.0002
1.0,2.0,2017,2,15,2,1,2016,6,24,4,2,2027,2,14,6,1,1,0,1,0,1,0.0002
1.0,6.0,2017,10,11,2,4,2016,7,15,4,3,2027,10,10,6,4,1,0,1,0,1,0.0002
1.0,3.0,2019,2,14,3,1,2016,8,12,4,3,2029,2,13,1,1,1,0,1,0,1,0.0002
2.0,12.0,2017,3,16,3,1,2016,8,15,0,3,2027,3,15,0,1,1,0,1,0,1,0.0002
2.0,10.0,2017,3,16,3,1,2016,8,15,0,3,2027,3,15,0,1,1,0,1,0,1,0.0002
1.0,20.0,2017,8,14,0,3,2016,9,6,1,3,2027,8,13,4,3,1,0,1,0,1,0.0002
1.0,11.0,2019,8,14,2,3,2016,9,27,1,3,2029,8,13,0,3,1,0,1,0,1,0.0002
1.0,4.0,2017,7,3,0,3,2016,10,19,2,4,2027,7,2,4,3,1,0,1,0,1,0.0002
1.0,6.0,2018,3,19,0,1,2016,12,8,3,4,2028,3,18,5,1,1,0,1,0,1,0.0002
1.0,17.0,2017,10,11,2,4,2017,1,4,2,1,2027,10,10,6,4,1,0,1,0,1,0.0002
1.0,2.0,2017,10,12,3,4,2017,1,19,3,1,2027,10,11,0,4,1,0,1,0,1,0.0002
1.0,12.0,2018,3,27,1,1,2017,1,30,0,1,2028,3,26,6,1,1,0,1,0,1,0.0002
1.0,4.0,2018,1,2,1,1,2017,2,1,2,1,2028,1,1,5,1,1,0,1,0,1,0.0002
1.0,4.0,2017,11,14,1,4,2017,2,1,2,1,2027,11,13,5,4,1,0,1,0,1,0.0002
1.0,2.0,2017,10,6,4,4,2017,2,1,2,1,2027,10,5,1,4,1,0,1,0,1,0.0002
1.0,40.0,2018,8,3,4,3,2017,2,1,2,1,2028,8,2,2,3,1,0,1,0,1,0.0002
1.0,12.0,2017,12,1,4,4,2017,2,3,4,1,2027,11,30,1,4,1,0,1,0,1,0.0002
1.0,12.0,2018,2,26,0,1,2017,2,16,3,1,2028,2,25,4,1,1,0,1,0,1,0.0002
1.0,1.0,2017,10,13,4,4,2017,3,7,1,1,2027,10,12,1,4,1,0,1,0,1,0.0002
1.0,1.0,2017,10,13,4,4,2017,3,7,1,1,2027,10,12,1,4,1,0,1,0,1,0.0002
1.0,2.0,2017,10,13,4,4,2017,3,7,1,1,2027,10,12,1,4,1,0,1,0,1,0.0002
1.0,2.0,2017,10,13,4,4,2017,3,7,1,1,2027,10,12,1,4,1,0,1,0,1,0.0002
1.0,27.0,2017,10,16,0,4,2017,3,21,1,1,2027,10,15,4,4,1,0,1,0,1,0.0002
1.0,14.0,2018,3,27,1,1,2017,5,25,3,2,2028,3,26,6,1,1,0,1,0,1,0.0002
1.0,11.0,2018,3,27,1,1,2017,5,25,3,2,2028,3,26,6,1,1,0,1,0,1,0.0002
1.0,6.0,2019,2,13,2,1,2017,6,9,4,2,2029,2,12,0,1,1,0,1,0,1,0.0002
1.0,11.0,2019,7,2,1,3,2017,6,22,3,2,2029,7,1,6,3,1,0,1,0,1,0.0002
1.0,1.0,2022,2,2,2,1,2017,6,27,1,2,2027,2,1,0,1,1,0,1,0,1,0.0002
1.0,7.0,2018,3,28,2,1,2017,7,14,4,3,2028,3,27,0,1,1,0,1,0,1,0.0002
1.0,18.0,2020,7,15,2,3,2017,8,21,0,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,22.0,2023,5,15,0,2,2017,10,6,4,4,2028,5,14,6,2,1,0,1,0,1,0.0002
1.0,22.0,2018,11,26,0,4,2017,11,8,2,4,2028,11,25,5,4,1,0,1,0,1,0.0002
1.0,15.0,2020,3,11,2,1,2017,12,7,3,4,2030,3,10,6,1,1,0,1,0,1,0.0002
1.0,26.0,2019,4,9,1,2,2018,2,13,1,1,2029,4,8,6,2,1,0,1,0,1,0.0002
1.0,2.0,2020,3,11,2,1,2018,4,9,0,2,2030,3,10,6,1,1,0,1,0,1,0.0002
1.0,70.0,2020,7,17,4,3,2018,5,9,2,2,2030,7,16,1,3,1,0,1,0,1,0.0002
1.0,2.0,2019,4,4,3,2,2018,6,11,0,2,2029,4,3,1,2,1,0,1,0,1,0.0002
2.0,2.0,2019,4,4,3,2,2018,7,2,0,3,2029,4,3,1,2,1,0,1,0,1,0.0002
1.0,2.0,2020,7,15,2,3,2018,7,3,1,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2021,6,4,4,2,2018,8,10,4,3,2026,6,3,2,2,1,0,1,0,1,0.0002
1.0,9.0,2022,7,13,2,3,2018,10,9,1,4,2027,7,12,0,3,1,0,1,0,1,0.0002
1.0,9.0,2020,10,26,0,4,2018,10,10,2,4,2030,10,25,4,4,1,0,1,0,1,0.0002
1.0,3.0,2019,4,17,2,2,2018,11,2,4,4,2029,4,16,0,2,1,0,1,0,1,0.0002
1.0,8.0,2019,7,5,4,3,2018,11,9,4,4,2029,7,4,2,3,1,0,1,0,1,0.0002
1.0,6.0,2022,9,21,2,3,2018,11,15,3,4,2027,9,20,0,3,1,0,1,0,1,0.0002
1.0,2.0,2020,4,1,2,2,2018,11,15,3,4,2030,3,31,6,1,1,0,1,0,1,0.0002
1.0,8.0,2020,2,5,2,1,2019,1,11,4,1,2030,2,4,0,1,1,0,1,0,1,0.0002
1.0,27.0,2023,5,16,1,2,2019,2,7,3,1,2028,5,15,0,2,1,0,1,0,1,0.0002
1.0,34.0,2023,11,21,1,4,2019,3,18,0,1,2028,11,20,0,4,1,0,1,0,1,0.0002
2.0,7.0,2019,12,10,1,4,2019,3,28,3,1,2029,12,9,6,4,1,0,1,0,1,0.0002
1.0,18.0,2020,2,5,2,1,2019,3,28,3,1,2030,2,4,0,1,1,0,1,0,1,0.0002
1.0,20.0,2020,7,15,2,3,2019,4,4,3,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2020,2,4,1,1,2019,4,8,0,2,2030,2,3,6,1,1,0,1,0,1,0.0002
1.0,16.0,2020,1,28,1,1,2019,4,15,0,2,2030,1,27,6,1,1,0,1,0,1,0.0002
1.0,1.0,2020,8,12,2,3,2019,5,3,4,2,2030,8,11,6,3,1,0,1,0,1,0.0002
1.0,9.0,2023,9,15,4,3,2019,5,3,4,2,2028,9,14,3,3,1,0,1,0,1,0.0002
1.0,7.0,2020,8,31,0,3,2019,5,13,0,2,2030,8,30,4,3,1,0,1,0,1,0.0002
1.0,16.0,2020,7,15,2,3,2019,5,15,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2022,8,10,2,3,2019,5,30,3,2,2027,8,9,0,3,1,0,1,0,1,0.0002
1.0,43.0,2023,5,16,1,2,2019,5,30,3,2,2028,5,15,0,2,1,0,1,0,1,0.0002
1.0,9.0,2021,7,16,4,3,2019,6,4,1,2,2026,7,15,2,3,1,0,1,0,1,0.0002
1.0,7.0,2020,1,22,2,1,2019,6,7,4,2,2030,1,21,0,1,1,0,1,0,1,0.0002
1.0,17.0,2022,3,15,1,1,2019,6,24,0,2,2027,3,14,6,1,1,0,1,0,1,0.0002
2.0,1.0,2020,4,16,3,2,2019,8,12,0,3,2030,4,15,0,2,1,0,1,0,1,0.0002
1.0,21.0,2020,7,2,3,3,2019,9,19,3,3,2030,7,1,0,3,1,0,1,0,1,0.0002
1.0,34.0,2020,8,4,1,3,2019,9,20,4,3,2030,8,3,5,3,1,0,1,0,1,0.0002
1.0,25.0,2022,3,28,0,1,2019,9,23,0,3,2027,3,27,5,1,1,0,1,0,1,0.0002
1.0,7.0,2020,7,30,3,3,2019,9,25,2,3,2030,7,29,0,3,1,0,1,0,1,0.0002
2.0,4.0,2020,11,19,3,4,2019,11,20,2,4,2030,11,18,0,4,1,0,1,0,1,0.0002
1.0,10.0,2020,11,6,4,4,2019,11,21,3,4,2030,11,5,1,4,1,0,1,0,1,0.0002
1.0,2.0,2022,11,8,1,4,2019,12,9,0,4,2027,11,7,6,4,1,0,1,0,1,0.0002
2.0,20.0,2021,5,24,0,2,2019,12,13,4,4,2026,5,23,5,2,1,0,1,0,1,0.0002
1.0,51.0,2023,6,1,3,2,2019,12,13,4,4,2028,5,31,2,2,1,0,1,0,1,0.0002
1.0,12.0,2024,2,23,4,1,2019,12,13,4,4,2029,2,22,3,1,1,0,1,0,1,0.0002
1.0,30.0,2021,7,29,3,3,2020,1,15,2,1,2026,7,28,1,3,1,0,1,0,1,0.0002
1.0,36.0,2021,3,3,2,1,2020,1,29,2,1,2031,3,2,6,1,1,0,1,0,1,0.0002
1.0,38.0,2021,2,15,0,1,2020,3,3,1,1,2031,2,14,4,1,1,0,1,0,1,0.0002
1.0,1.0,2024,2,23,4,1,2020,3,10,1,1,2029,2,22,3,1,1,0,1,0,1,0.0002
1.0,11.0,2021,12,7,1,4,2020,4,29,2,2,2026,12,6,6,4,1,0,1,0,1,0.0002
1.0,11.0,2022,9,19,0,3,2020,5,6,2,2,2027,9,18,5,3,1,0,1,0,1,0.0002
1.0,4.0,2021,5,21,4,2,2020,5,12,1,2,2026,5,20,2,2,1,0,1,0,1,0.0002
1.0,4.0,2021,8,9,0,3,2020,5,27,2,2,2026,8,8,5,3,1,0,1,0,1,0.0002
1.0,20.0,2021,4,16,4,2,2020,6,22,0,2,2026,4,15,2,2,1,0,1,0,1,0.0002
1.0,57.0,2021,6,11,4,2,2020,6,22,0,2,2026,6,10,2,2,1,0,1,0,1,0.0002
1.0,22.0,2021,4,7,2,2,2020,6,29,0,2,2026,4,6,0,2,1,0,1,0,1,0.0002
1.0,8.0,2021,4,16,4,2,2020,7,7,1,3,2026,4,15,2,2,1,0,1,0,1,0.0002
1.0,1.0,2022,7,18,0,3,2020,7,9,3,3,2027,7,17,5,3,1,0,1,0,1,0.0002
1.0,5.0,2021,5,6,3,2,2020,7,9,3,3,2026,5,5,1,2,1,0,1,0,1,0.0002
1.0,7.0,2024,1,30,1,1,2020,7,13,0,3,2029,1,29,0,1,1,0,1,0,1,0.0002
1.0,20.0,2021,4,19,0,2,2020,7,23,3,3,2026,4,18,5,2,1,0,1,0,1,0.0002
1.0,3.0,2023,8,11,4,3,2020,8,25,1,3,2028,8,10,3,3,1,0,1,0,1,0.0002
1.0,4.0,2021,4,19,0,2,2020,9,16,2,3,2026,4,18,5,2,1,0,1,0,1,0.0002
1.0,1.0,2021,4,19,0,2,2020,9,16,2,3,2026,4,18,5,2,1,0,1,0,1,0.0002
1.0,2.0,2022,9,13,1,3,2020,9,17,3,3,2027,9,12,6,3,1,0,1,0,1,0.0002
1.0,10.0,2022,3,18,4,1,2020,10,26,0,4,2027,3,17,2,1,1,0,1,0,1,0.0002
1.0,14.0,2021,7,7,2,3,2020,11,9,0,4,2026,7,6,0,3,1,0,1,0,1,0.0002
1.0,50.0,2022,7,1,4,3,2020,11,16,0,4,2027,6,30,2,2,1,0,1,0,1,0.0002
