id,year_scaled,kilometers_scaled,cc_scaled,seating_capacity_scaled,decade_1980s,decade_1990s,decade_2000s,decade_2010s,decade_2020s,gearbox_Automatic,gearbox_Manual,fuel_Diesel,fuel_Premium Unleaded Petrol,fuel_Unleaded Petrol,fuel_Premium Unleaded/Electric,fuel_Unleaded Petrol/Electric,status_Demo,status_New In Stock,status_Used,price
12781785,1.3806175170531456,-1.2836386271017088,-0.5621750785046983,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,0,43990.0
12781786,1.3806175170531456,-1.2836386271017088,-0.5621750785046983,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,0,43990.0
12781789,1.3806175170531456,-1.2836386271017088,-0.5621750785046983,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,0,43990.0
12781794,0.9570315251926943,-1.195767406689511,-0.785534743833709,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,35690.0
12781800,-2.2198634137606903,1.0047935806894925,3.3415169404180647,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,39990.0
12781828,-1.1608984341095623,-0.0573588119833381,-0.7889361600569935,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,18990.0
12781858,0.10985954147179167,-0.3373752668406062,0.5750317454800625,-0.9947035283374303,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,1,43990.0
12781862,0.3216525374020173,0.31961941835566027,0.5387499724316953,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,1,44990.0
12781865,0.533445533332243,-0.30766618878162794,-1.0213662686480962,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,15999.0
12781867,0.7452385292624686,-0.4443478451006862,-0.5610412730969367,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,27999.0
12781886,1.3806175170531456,-1.2588914252024344,-0.004342817886051884,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0.0,0,43200.0
12781888,1.3806175170531456,-1.2464556453535527,-0.004342817886051884,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0.0,0,82000.0
12781892,1.3806175170531456,-1.2588914252024344,-0.004342817886051884,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0.0,0,47900.0
12781893,1.3806175170531456,-1.2837381133405,-0.3410830239912104,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,0,72995.0
12781907,0.10985954147179167,-0.6642373043886115,-0.785534743833709,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,27990.0
12781908,-0.10193345445843398,-0.9199666812010138,-0.5757807433978359,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,36990.0
12781909,0.7452385292624686,-0.10604489009170977,-0.004342817886051884,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,33990.0
12781910,0.7452385292624686,-0.5318086847778708,1.0931808168270571,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,44990.0
12781920,-0.3137264503886596,0.07909900029844025,1.216765606273058,-2.777566983217997,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,1,27990.0
12781921,0.7452385292624686,-0.03886680734805109,-0.05876547745860275,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,1,42990.0
12781936,0.3216525374020173,-0.2648746703216262,-0.004342817886051884,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,44880.0
12781944,0.7452385292624686,-0.6236469189618619,-0.21976584536073238,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,1,59800.0
12781947,1.3806175170531456,-1.2835764482024643,-0.5621750785046983,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,0,44174.0
12781960,0.533445533332243,-0.8415715250336638,-0.013413261148143694,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,81750.0
12781991,0.7452385292624686,-0.6132381712283479,-0.5587736622814138,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,22990.0
12781996,0.533445533332243,-0.31076269796399947,1.0931808168270571,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,40470.0
12781997,0.7452385292624686,-1.0867553605342144,0.006995236191562879,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,34470.0
12781998,0.533445533332243,-0.6650953731981843,1.0931808168270571,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,42570.0
12781999,0.533445533332243,-0.6315436391659016,-1.4680855993061177,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,39770.0
12782001,1.3806175170531456,-1.2834520904039755,-0.5939216299220196,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,0,84888.0
12782008,-0.5255194463188853,1.0638386634119825,-0.004342817886051884,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,1,23999.0
12782017,0.7452385292624686,-1.0350722594822623,-0.004342817886051884,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,41990.0
12782020,1.3806175170531456,-1.2836634986614066,-1.3150218692583184,-0.9947035283374303,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0.0,0,44490.0
12782022,1.3806175170531456,-1.2836261913218598,-1.3150218692583184,-0.9947035283374303,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0.0,0,42490.0
12782023,1.3806175170531456,-1.2836261913218598,-1.3150218692583184,-0.9947035283374303,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0,42490.0
12782024,1.3806175170531456,-1.2836386271017088,-1.3150218692583184,-0.9947035283374303,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0,42490.0
12782031,0.3216525374020173,2.1173730606495385,2.232655251627341,-1.8861352557777138,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,1,62990.0
12782036,0.533445533332243,-0.5388597719521867,-1.0270352956869035,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,27990.0
12782037,0.3216525374020173,0.4054387350927925,0.8006590216245963,1.6795916539834201,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,1,44990.0
12782038,0.3216525374020173,0.2141142621177483,3.4696369514951115,2.5710233814237036,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,71990.0
12782039,-0.5255194463188853,0.0979765141090426,-0.33314638613688,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0.0,1,28990.0
12782044,0.9570315251926943,-1.044349351249528,2.232655251627341,-1.8861352557777138,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,1,99990.0
12782050,-0.5255194463188853,0.2859060191853421,-0.33314638613688,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,1,24990.0
12782064,0.7452385292624686,-0.944427860163764,-0.5678441055435056,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,92888.0
12782080,-0.3137264503886596,-0.02756268346541767,-0.5678441055435056,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,1,39990.0
12782094,0.10985954147179167,-0.9117341949410541,-0.5599074676891753,-0.10327180089714683,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,1,28850.0
12782099,-0.3137264503886596,1.4521085818537656,-0.5621750785046983,-2.777566983217997,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,1,2500.0
