holdercnt,legal_area,grantyear,grantmonth,grantday,grantdayofweek,grantquarter,startyear,startmonth,startday,startdayofweek,startquarter,endyear,endmonth,endday,enddayofweek,endquarter,type_COAL MINING LEASE,type_EXPLORATION LICENCE,survstatus_SURVEYED,survstatus_UNSURVEYED,fmt_tenid_freq,is_live
-0.21746539940658802,1.6146228135398488,-9.256489322735735,-1.6601487850543366,1.8207972182193057,0.8877218696468743,-1.7647377374836173,-8.065978742134753,-1.02583406952728,-0.8992546499634232,0.6269412138277214,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.4672379898920367,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-0.8992546499634232,0.6269412138277214,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.468839213034952,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-1.013332725008258,-0.07732885337933468,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.468839213034952,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-1.013332725008258,-0.07732885337933468,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.468839213034952,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-1.013332725008258,-0.07732885337933468,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.468839213034952,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-1.013332725008258,-0.07732885337933468,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.4672379898920367,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-1.013332725008258,-0.07732885337933468,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.468839213034952,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-1.013332725008258,-0.07732885337933468,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,3.468839213034952,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-1.013332725008258,-0.07732885337933468,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
-0.21746539940658802,1.6546533921127138,-9.395593448793473,-0.2064919529941496,1.8207972182193057,0.8877218696468743,-0.6995894169358039,-8.065978742134753,-1.02583406952728,-0.8992546499634232,0.6269412138277214,-1.3349921285712019,-1.1037859365359695,-0.0763244231492875,2.000404639880314,-0.807947049633955,-0.3276967611642633,8.273115763993905,-8.273115763993905,8.273115763993905,-8.273115763993905,-2.710505431213761e-20,1
