id,brand,model,variant,series,year,decade,price,price_bracket,kilometers,odometer_category,type,gearbox,fuel,status,cc,color,seating_capacity
12757570,Suzuki,Swift,GLX,FZ,2011,2010s,14990.0,budget,143021.0,high,Hatchback,Automatic,Unleaded Petrol,Used,1372.0,Red,5
12757576,Honda,Accord Euro,Luxury,10 MY13,2013,2010s,19950.0,economy,117487.0,average,Sedan,Automatic,Premium Unleaded Petrol,Used,2354.0,Silver,5
12757579,Lexus,IS200,Sports Luxury,GXE10R,2003,2000s,6000.0,budget,189500.0,high,Sedan,Automatic,Unleaded Petrol,Used,1988.0,Silver,5
12757610,Holden,Commodore,LT (5YR),ZB,2019,2010s,23888.0,economy,87412.0,average,Sportswagon,Automatic,Premium Unleaded Petrol,Used,1998.0,White,5
12757615,Subaru,Outback,2.5I Premium,MY19,2019,2010s,39270.0,mid_range,69622.0,average,Wagon,Automatic,Unleaded Petrol,Used,2498.0,Grey,5
12757616,Mitsubishi,ASX,LS (2WD),XC MY18,2018,2010s,25950.0,economy,45053.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1998.0,Blue,5
12757623,Kia,Carnival,S,YP MY17,2017,2010s,35950.0,mid_range,156111.0,high,Wagon,Automatic,Diesel,Used,2199.0,White,8
12757624,Volkswagen,Touareg,150 TDI Element,7P MY16,2016,2010s,38950.0,mid_range,127521.0,high,Wagon,Automatic,Diesel,Used,2967.0,Black,5
12757638,Jeep,Grand Cherokee,S-Limited,WK MY20,2020,2020s,75000.0,premium,38000.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,5654.0,Velvet,5
12757643,Holden,Captiva,5 (FWD),CG Series II,2011,2010s,8000.0,budget,155000.0,high,Wagon,Automatic,Unleaded Petrol,Used,2384.0,Silver,5
12757653,Mercedes-Benz,GLC,200,X253 MY21,2021,2020s,71868.0,premium,16095.0,low,Wagon,Automatic,Premium Unleaded Petrol,Used,1991.0,Silver,5
12757685,Suzuki,Swift,GL Navigator,AL,2019,2010s,22888.0,economy,54492.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1242.0,Black,5
12757718,Nissan,X-Trail,ST-L (2WD),T32 Series 2,2018,2010s,30990.0,mid_range,85373.0,average,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Orange,5
12757720,Toyota,C-HR,Koba (2WD),NGX10R Update,2018,2010s,29888.0,economy,81903.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,1197.0,Red,5
12757757,Nissan,Patrol,ST (4X4),GU III,2002,2000s,17790.0,economy,376274.0,very_high,Wagon,Automatic,Diesel,Used,2953.0,White,7
12757776,Suzuki,Swift,Sport,EZ,2006,2000s,4000.0,budget,239845.0,very_high,Hatchback,Manual,Unleaded Petrol,Used,1586.0,Grey,5
12757778,Isuzu,D-MAX,X-Terrain (4X4),RG MY22,2022,2020s,65640.0,premium,25.0,low,Crew Cab Utility,Automatic,Diesel,New In Stock,2999.0,Orange,5
12757806,Mazda,3,SP25,BM,2014,2010s,18990.0,economy,167188.0,high,Sedan,Automatic,Unleaded Petrol,Used,2488.0,Black,5
12757810,Ford,Territory,TX (rwd),SZ,2014,2010s,12950.0,budget,221213.0,very_high,Wagon,Automatic,Diesel,Used,2720.0,Orange,5
12757811,Mazda,CX-7,Classic Sports (4X4),ER MY10,2011,2010s,9999.0,budget,162267.0,high,Wagon,Automatic,Unleaded Petrol,Used,2261.0,Black,5
12757824,Mitsubishi,Pajero,VR-X LWB (4X4),NW MY13,2013,2010s,22950.0,economy,305720.0,very_high,Wagon,Automatic,Diesel,Used,3200.0,Silver,7
12757860,Subaru,Forester,2.0D-L,MY15,2015,2010s,18900.0,economy,135225.0,high,Wagon,Automatic,Diesel,Used,1998.0,Grey,5
12757889,Kia,Picanto,S (aeb) AO Edition,JA MY18,2018,2010s,19990.0,economy,7565.0,low,Hatchback,Automatic,Unleaded Petrol,Used,1248.0,Black,5
12757901,Skoda,Kodiaq,Sportline (4X4),NS MY22,2022,2020s,65900.0,premium,845.0,low,Wagon,Automatic,Premium Unleaded Petrol,Demo,1984.0,Grey,7
12757902,Volkswagen,Golf,2.0 TDI Pacific,1K MY08 Upgrade 2,2008,2000s,5999.0,budget,312294.0,very_high,Hatchback,Automatic,Diesel,Used,1968.0,White,5
12757911,Toyota,Fortuner,GX,GUN156R,2021,2020s,59500.0,premium,10111.0,low,Wagon,Automatic,Diesel,Used,2755.0,Red,7
12757926,Land Rover,Range Rover Evoque,SD4 Pure,LV MY15,2014,2010s,32989.0,mid_range,92149.0,average,Wagon,Automatic,Diesel,Used,2179.0,Black,5
12757933,Audi,A5,2.0 Tfsi S Tronic Sport,F5 MY17,2017,2010s,39989.0,mid_range,96527.0,average,Coupe,Automatic,Premium Unleaded Petrol,Used,1984.0,Grey,4
12757954,Isuzu,D-MAX,SX HI-Ride (4X2),TF MY15,2015,2010s,26950.0,economy,194767.0,high,Crew Cab Utility,Automatic,Diesel,Used,2999.0,Red,5
12757968,Toyota,Kluger,Grande (4X4),GSU45R MY11 Upgrade,2013,2010s,29800.0,economy,167744.0,high,Wagon,Automatic,Unleaded Petrol,Used,3456.0,Grey,7
12757969,Chrysler,300C,SRT8,LE MY08,2010,2010s,31000.0,mid_range,118297.0,average,Sedan,Automatic,Premium Unleaded Petrol,Used,6059.0,Black,5
12757971,Holden,Cruze,SRI,JH MY14,2014,2010s,10800.0,budget,100429.0,average,Sedan,Manual,Unleaded Petrol,Used,1600.0,Silver,5
12757977,Ford,Ranger,XL (4X2),PJ 07 Upgrade,2009,2000s,13995.0,budget,261171.0,very_high,Dual Cab Pick-Up,Manual,Diesel,Used,2953.0,Black,5
12757983,Chrysler,300,C Luxury,MY12,2013,2010s,26990.0,economy,127800.0,high,Sedan,Automatic,Premium Unleaded Petrol,Used,3604.0,White,5
12757985,Audi,Q7,3.0 TDI Quattro,MY07 Upgrade,2008,2000s,19990.0,economy,176653.0,high,Wagon,Automatic,Diesel,Used,2967.0,White,5
12758001,Mitsubishi,Triton,GLS (4X4),MQ MY17,2016,2010s,36880.0,mid_range,124166.0,high,Dual Cab Utility,Automatic,Diesel,Used,2440.0,Black,5
12758073,Mazda,2,GT,DJ MY17,2018,2010s,19990.0,economy,127335.0,high,Hatchback,Automatic,Unleaded Petrol,Used,1496.0,Grey,5
12758074,Holden,Commodore,SV6,VF MY15,2015,2010s,21990.0,economy,157356.0,high,Sportswagon,Automatic,Unleaded Petrol,Used,3565.0,White,5
12758087,Hyundai,Veloster,+,FS,2012,2010s,13500.0,budget,142886.0,high,Coupe,Manual,Unleaded Petrol,Used,1591.0,Vitamin,4
12758093,Ldv,T60,MAX Luxe (4X4),SKC8,2022,2020s,43990.0,mid_range,10.0,low,Double Cab Utility,Automatic,Diesel,New In Stock,1996.0,Blue,5
12758125,Honda,CR-V,(4X4) Sport,MY02,2002,2000s,3500.0,budget,220568.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,2354.0,Silver,5
12758141,Mazda,CX-30,G25 Astina (awd),C30B,2021,2020s,43990.0,mid_range,8618.0,low,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Silver,5
12758145,Kia,Carnival,S,YP MY18,2018,2010s,39990.0,mid_range,59677.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,3342.0,Silver,8
12758146,Mg,HS,Vibe,MY20,2020,2020s,31990.0,mid_range,19088.0,low,Wagon,Automatic,Unleaded Petrol,Used,1490.0,White,5
12758166,Mazda,MX-5,Roadster,MX5U,2020,2020s,44990.0,mid_range,21140.0,moderate,Convertible,Manual,Premium Unleaded Petrol,Used,1496.0,Grey,2
12758189,Mazda,3,SP23,BK,2006,2000s,4990.0,budget,230367.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,2261.0,Grey,5
12758190,Ford,Ranger,XL 2.2 (4X2),PX,2015,2010s,17890.0,economy,107821.0,average,Utility,Manual,Diesel,Used,2198.0,Black,2
12758223,Volkswagen,Tiguan,132 TSI (4X4),5NC MY12,2011,2010s,13600.0,budget,170174.0,high,Wagon,Manual,Premium Unleaded Petrol,Used,1984.0,Grey,5
12758236,Mercedes-Benz,C250,CDI Avantgarde BE,W204 MY11,2011,2010s,21990.0,economy,146127.0,high,Sedan,Automatic,Diesel,Used,2148.0,Silver,5
12758249,Audi,Q5,2.0 Tfsi Quattro,8R MY14,2014,2010s,29999.0,economy,94293.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,1984.0,White,5
12758266,Honda,CR-V,VTI (2WD),MY20,2019,2010s,32450.0,mid_range,54281.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1498.0,Blue,5
12758267,Toyota,Hilux,Rogue (4X4),GUN126R,2022,2020s,82980.0,luxury,95.0,low,Double Cab Pick Up,Automatic,Diesel,Used,2753.0,Silver,5
12758273,Holden,Colorado,LS (4X4),RG MY17,2016,2010s,41999.0,mid_range,67783.0,average,Crew Cab Pickup,Automatic,Diesel,Used,2776.0,White,5
12758276,Toyota,Landcruiser,GXL (4X4),HDJ100R Upgrade II,2006,2000s,130000.0,luxury,135000.0,high,Wagon,Automatic,Diesel,Used,4164.0,Silver,8
12758307,Bmw,330I,M-Sport,F30 LCI,2016,2010s,42999.0,mid_range,55966.0,moderate,Sedan,Automatic,Premium Unleaded Petrol,Used,1997.0,Black,5
12758312,Holden,Colorado,LS (4X4) (5YR),RG MY19,2018,2010s,37950.0,mid_range,79018.0,average,Crew Cab Chassis,Automatic,Diesel,Used,2776.0,White,5
12758335,Ford,Fiesta,LX,WQ,2008,2000s,7990.0,budget,94708.0,average,Hatchback,Manual,Premium Unleaded Petrol,Used,1596.0,Silver,5
12758354,Hsv,Maloo,R8,E2 Series,2009,2000s,59990.0,premium,158222.0,high,Utility,Automatic,Premium Unleaded Petrol,Used,6200.0,Grey,2
12758368,Volkswagen,Touareg,V6 TDI,7P MY15,2015,2010s,30800.0,mid_range,156553.0,high,Wagon,Automatic,Diesel,Used,2967.0,Silver,5
12758400,Volkswagen,Tiguan,140 TDI Highline,5NA,2016,2010s,39890.0,mid_range,58704.0,moderate,Wagon,Automatic,Diesel,Used,1968.0,Grey,5
12758430,Audi,A3,35 Tfsi Sprtbck (1.4 Tfsi Cod),8V MY19,2018,2010s,38490.0,mid_range,46186.0,moderate,Sportback,Automatic,Premium Unleaded Petrol,Used,1395.0,Black,5
12758462,Mitsubishi,Eclipse Cross,LS (2WD),YA,2018,2010s,28990.0,economy,58700.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1499.0,Grey,5
12758475,Hyundai,Santa FE,Elite Crdi Satin (awd),TM,2018,2010s,36990.0,mid_range,117736.0,average,Wagon,Automatic,Diesel,Used,2199.0,Silver,7
12758478,Jeep,Grand Cherokee,S-Limited (4X4),WK MY21,2021,2020s,94888.0,luxury,15781.0,low,Wagon,Automatic,Premium Unleaded Petrol,Used,5654.0,Black,5
12758481,Mercedes-Benz,GLC,200,X253 MY22,2021,2020s,78868.0,premium,8849.0,low,Wagon,Automatic,Premium Unleaded Petrol,Used,1991.0,Silver,5
12758507,Land Rover,Range Rover Sport,SDV6 HSE,LW MY18,2018,2010s,122800.0,luxury,38206.0,moderate,Wagon,Automatic,Diesel,Used,2993.0,White,5
12758518,Nissan,X-Trail,ST-L (2WD),T32 Series 2,2018,2010s,33990.0,mid_range,43469.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,2488.0,White,5
12758520,Ford,Everest,Titanium (4WD 7 Seat),UA II MY20.25,2020,2020s,61900.0,premium,43470.0,moderate,Wagon,Automatic,Diesel,Used,1996.0,Black,7
12758532,Toyota,Hilux,Rogue (4X4),GUN126R,2021,2020s,73777.0,premium,43588.0,moderate,Double Cab Pick Up,Automatic,Diesel,Used,2753.0,White,5
12758563,Bmw,420I,Gran Coupe,F36 MY17,2018,2010s,46850.0,mid_range,63440.0,average,Coupe,Automatic,Premium Unleaded Petrol,Used,1997.0,Blue,5
12758588,Holden,Colorado,LS (4X2),RG MY20,2019,2010s,37970.0,mid_range,54865.0,moderate,Crew Cab Pickup,Automatic,Diesel,Used,2776.0,White,5
12758596,Mazda,CX-3,Maxx (fwd),DK,2017,2010s,26705.0,economy,71894.0,average,Wagon,Automatic,Unleaded Petrol,Used,1998.0,White,5
12758606,Mazda,3,G20 Pure,BP,2021,2020s,29999.0,economy,5990.0,low,Sedan,Manual,Unleaded Petrol,Used,1998.0,White,5
12758615,Ford,Puma,ST-Line,MY21.75,2021,2020s,31990.0,mid_range,11900.0,low,Hatchback,Automatic,Premium Unleaded Petrol,Used,999.0,Grey,5
12758632,Nissan,Pulsar,ST,C12,2014,2010s,8999.0,budget,144457.0,high,Hatchback,Manual,Unleaded Petrol,Used,1798.0,Red,5
12758653,Mitsubishi,Outlander,LS (4X4),ZK MY16,2016,2010s,21990.0,economy,146081.0,high,Wagon,Automatic,Unleaded Petrol,Used,2360.0,Red,5
12758658,Nissan,Navara,ST-R (4X4),D22 MY08,2009,2000s,10995.0,budget,280184.0,very_high,Dual Cab Pick-Up,Manual,Diesel,Used,2488.0,White,5
12758661,Holden,Captiva,7 LX (4X4),CG Series II,2012,2010s,10995.0,budget,163141.0,high,Wagon,Automatic,Diesel,Used,2231.0,Red,7
12758691,Toyota,Hilux,SR5 (4X4),KUN26R MY11 Upgrade,2011,2010s,35000.0,mid_range,209000.0,very_high,Dual Cab Pick-Up,Automatic,Diesel,Used,2982.0,Grey,5
12758702,Bmw,X5,Xdrive 25D,F15,2014,2010s,46830.0,mid_range,109665.0,average,Wagon,Automatic,Diesel,Used,1995.0,Grey,5
12758703,Honda,Civic,VTI-L,MY07,2007,2000s,5500.0,budget,210000.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,1799.0,Sky,5
12758713,Holden,Colorado,LS (4X4) (5YR),RG MY19,2019,2010s,42999.0,mid_range,73868.0,average,Crew Cab Pickup,Automatic,Diesel,Used,2776.0,Blue,5
12758724,Toyota,Corolla,Ascent Sport,ZRE182R MY17,2017,2010s,24990.0,economy,30395.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1798.0,Black,5
12758757,Audi,RS3,Sportback Quattro,8V,2016,2010s,54444.0,premium,113854.0,average,Hatchback,Automatic,Premium Unleaded Petrol,Used,2480.0,White,5
12758772,Toyota,RAV4,GXL (2WD),ZSA42R MY17,2017,2010s,29990.0,economy,124996.0,high,Wagon,Automatic,Unleaded Petrol,Used,1987.0,White,5
12758787,Toyota,Corolla,Ascent Sport Hybrid,ZWE211R,2021,2020s,35980.0,mid_range,11963.0,low,Hatchback,Automatic,Unleaded Petrol/Electric,Used,1798.0,White,5
12758802,Toyota,Hilux,SR5 (4X4),GUN126R MY19 Upgrade,2020,2020s,63888.0,premium,33377.0,moderate,Double Cab Pick Up,Automatic,Diesel,Used,2753.0,Grey,5
12758804,Jaguar,S Type,V8 SE,MY01,2001,2000s,6500.0,budget,192856.0,high,Sedan,Automatic,Premium Unleaded Petrol,Used,3990.0,Beige,5
12758808,Jaguar,E-Pace,D240 SE AWD (177KW),X540 MY18,2018,2010s,61300.0,premium,61965.0,average,Wagon,Automatic,Diesel,Used,1999.0,Black,5
12758809,Volvo,XC40,T5 R-Design (awd),536 MY20,2019,2010s,59388.0,premium,34255.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1969.0,Silver,5
12758812,Nissan,Qashqai,ST,J11 MY18,2019,2010s,33990.0,mid_range,56522.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1997.0,White,5
12758817,Holden,Colorado,LT Storm (4X4),RG MY14,2014,2010s,39990.0,mid_range,120840.0,high,Crew Cab Pickup,Manual,Diesel,Used,2776.0,White,5
12758818,Holden,Astra,R+,BK MY17.5,2017,2010s,20990.0,economy,61448.0,average,Hatchback,Automatic,Premium Unleaded Petrol,Used,1399.0,White,5
12758822,Subaru,XV,2.0I Premium,MY19,2018,2010s,32990.0,mid_range,68102.0,average,Wagon,Automatic,Unleaded Petrol,Used,1995.0,Grey,5
12758823,Nissan,Navara,ST (4X2),NP300 D23,2016,2010s,35888.0,mid_range,145509.0,high,Dual Cab Utility,Manual,Diesel,Used,2298.0,White,5
12758838,Toyota,RAV4,GXL (2WD),Mxaa52R,2020,2020s,44990.0,mid_range,14524.0,low,Wagon,Automatic,Unleaded Petrol,Used,1987.0,Black,5
12758839,Honda,CR-V,VTI X (2WD) 5 Seats,MY21,2021,2020s,39990.0,mid_range,8529.0,low,Wagon,Automatic,Unleaded Petrol,Used,1498.0,White,5
12758843,Hyundai,Venue,Elite (black Interior),Qx.v3 MY21,2021,2020s,29990.0,economy,7637.0,low,Wagon,Automatic,Unleaded Petrol,Used,1591.0,Red,5
12758844,Lexus,CT200H,F Sport,ZWA10R MY17,2017,2010s,39990.0,mid_range,41384.0,moderate,Hatchback,Automatic,Premium Unleaded/Electric,Used,1798.0,Grey,5
12758845,Mitsubishi,Triton,GLX (4X4),MR MY22,2021,2020s,42990.0,mid_range,28275.0,moderate,Cab Chassis,Automatic,Diesel,Used,2442.0,White,2
12758888,Volkswagen,Golf,2.0 FSI Comfortline,1K,2004,2000s,6000.0,budget,202000.0,very_high,Hatchback,Manual,Premium Unleaded Petrol,Used,1984.0,Black,5
12758907,Volkswagen,Amarok,V6 TDI Sportline,2H MY17.5,2017,2010s,37990.0,mid_range,85206.0,average,Dual Cab Utility,Automatic,Diesel,Used,2967.0,Black,5
12758916,Mercedes-Benz,GLA45,AMG 4Matic,X156 MY15,2015,2010s,43250.0,mid_range,123000.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,1991.0,Red,5
12758917,Ford,Everest,Trend (rwd),UA MY18,2018,2010s,49990.0,mid_range,62090.0,average,Wagon,Automatic,Diesel,Used,3198.0,White,7
12758930,Toyota,Corolla,Ascent Sport + TR KIT,Mzea12R,2021,2020s,27990.0,economy,27364.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1987.0,White,5
12758931,Toyota,Corolla,Ascent Sport + TR KIT,Mzea12R,2020,2020s,27990.0,economy,16663.0,low,Hatchback,Automatic,Unleaded Petrol,Used,1987.0,White,5
12758932,Toyota,Corolla,Ascent Sport + TR KIT,Mzea12R,2020,2020s,27990.0,economy,22637.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1987.0,White,5
12758933,Toyota,Corolla,Ascent Sport + TR KIT,Mzea12R,2021,2020s,27990.0,economy,27941.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1987.0,White,5
12758936,Toyota,Corolla,Ascent Sport + TR KIT,Mzea12R,2021,2020s,27990.0,economy,28326.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1987.0,White,5
12758938,Toyota,Hilux,SR (4X4),GUN126R MY19 Upgrade,2019,2010s,54990.0,premium,85645.0,average,Double Cab Pick Up,Manual,Diesel,Used,2753.0,White,5
12758965,Kia,Stinger,GT (black Leather),CK PE MY22,2021,2020s,67950.0,premium,12486.0,low,Sedan,Automatic,Unleaded Petrol,Used,3342.0,Blue,5
12758974,Ford,Falcon,XT,FG,2008,2000s,6290.0,budget,235824.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,3984.0,Silver,5
12758976,Volkswagen,Amarok,TDI420 (4X4),2H MY14,2014,2010s,22490.0,economy,325259.0,very_high,Dual Cab Utility,Automatic,Diesel,Used,1968.0,Orange,5
12758978,Honda,CR-V,(4X4),MY11,2011,2010s,13300.0,budget,52380.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,2354.0,Grey,5
12758986,Ford,Falcon,XR6T,BA,2004,2000s,19000.0,economy,109220.0,average,Sedan,Automatic,Premium Unleaded Petrol,Used,3984.0,Silver,5
12758999,Holden,Calais,V,VE MY10,2009,2000s,11700.0,budget,182900.0,high,Sportswagon,Automatic,Unleaded Petrol,Used,3565.0,Black,5
12759027,Renault,Master,LWB Mid,X62 MY15 (nbi),2016,2010s,70000.0,premium,181000.0,high,Van,Automatic,Diesel,Used,2299.0,White,3
12759028,Toyota,Yaris,YRS,NCP93R 08 Upgrade,2009,2000s,8990.0,budget,181300.0,high,Sedan,Automatic,Unleaded Petrol,Used,1497.0,Blue,5
12759064,Nissan,Qashqai,TI (4X2),J11,2015,2010s,22000.0,economy,100271.0,average,Wagon,Automatic,Unleaded Petrol,Used,1997.0,Black,5
12759076,Subaru,Forester,X,MY09,2008,2000s,10990.0,budget,175695.0,high,Wagon,Automatic,Unleaded Petrol,Used,2457.0,Grey,5
12759094,Holden,Commodore,SV6,VE II,2010,2010s,10500.0,budget,205000.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,3565.0,Black,5
12759098,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19,2018,2010s,64990.0,premium,77213.0,average,Double Cab Pick Up,Automatic,Diesel,Used,1996.0,Grey,5
12759130,Fiat,Freemont,Urban,JF,2014,2010s,14800.0,budget,100000.0,average,Wagon,Automatic,Unleaded Petrol,Used,2360.0,Sliver,5
12759145,Toyota,Landcruiser,VX (4X4),UZJ200R,2007,2000s,59000.0,premium,96000.0,average,Wagon,Automatic,Unleaded Petrol,Used,4664.0,Silver,8
12759146,Subaru,Liberty,2.5I GT Premium,MY10,2009,2000s,8500.0,budget,272000.0,very_high,Sedan,Automatic,Premium Unleaded Petrol,Used,2457.0,Grey,5
12759151,Toyota,Hiace,LWB,TRH201R MY15,2015,2010s,31000.0,mid_range,107000.0,average,Van,Automatic,Unleaded Petrol,Used,2694.0,White,2
12759215,Mazda,CX-7,Classic (fwd),ER MY10,2010,2010s,10000.0,budget,207500.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Sparkling,5
12759225,Nissan,Navara,ST-R (4X4),D22,2006,2000s,16500.0,economy,244000.0,very_high,Dual Cab Pick-Up,Manual,Diesel,Used,2953.0,Blue,5
12759227,Ford,Territory,Titanium (rwd),SZ,2013,2010s,23498.0,economy,110467.0,average,Wagon,Automatic,Diesel,Used,2720.0,Grey,7
12759255,Hyundai,Tucson,Highlander (awd),TLE,2015,2010s,34990.0,mid_range,71457.0,average,Wagon,Automatic,Unleaded Petrol,Used,1591.0,White,5
12759262,Mazda,BT-50,XTR (4X4),MY16,2017,2010s,43990.0,mid_range,118866.0,average,Dual Cab Utility,Automatic,Diesel,Used,3196.0,Blue,5
12759309,Holden,Commodore,SS,VE,2007,2000s,20000.0,economy,150000.0,high,Utility,Manual,Unleaded Petrol,Used,5967.0,Black,2
12759408,Ford,Escape,Trend (fwd),ZG,2017,2010s,24990.0,economy,118119.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,1499.0,White,5
12759441,Mercedes-Benz,Vito,115CDI Extra Long Crew CAB,MY08,2008,2000s,23913.0,economy,120429.0,high,Van,Automatic,Diesel,Used,2148.0,White,5
12759452,Holden,Cruze,SRI V,JH MY13,2012,2010s,8913.0,budget,173477.0,high,Sedan,Automatic,Unleaded Petrol,Used,1364.0,Silver,5
12759458,Mercedes-Benz,V,250 D MWB,447 MY22,2022,2020s,118800.0,luxury,50.0,low,Wagon,Rear,Diesel,Demo,1950.0,Black,7
12759460,Toyota,Hiace,LWB,KDH201R MY16,2017,2010s,32990.0,mid_range,184594.0,high,Van,Automatic,Diesel,Used,2982.0,Silver,2
12759461,Toyota,Hiace,LWB,KDH201R MY16,2017,2010s,29990.0,economy,198043.0,high,Van,Automatic,Diesel,Used,2982.0,White,2
12759475,Porsche,Macan,GTS,95B MY18,2017,2010s,97989.0,luxury,48446.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,2997.0,Black,5
12759476,Volkswagen,Polo,GTI,6R MY16,2016,2010s,19123.0,economy,104402.0,average,Hatchback,Automatic,Premium Unleaded Petrol,Used,1798.0,Red,5
12759543,Bmw,X6,Xdrive 35D,E71,2009,2000s,28800.0,economy,146319.0,high,Coupe,Automatic,Diesel,Used,2993.0,Silver,4
12759545,Audi,A3,Sportback 1.4 Tfsi Attraction,8P MY12,2012,2010s,14800.0,budget,145121.0,high,Hatchback,Automatic,Premium Unleaded Petrol,Used,1390.0,White,5
12759546,Kia,RIO,S,YB PE MY21,2020,2020s,22870.0,economy,12839.0,low,Hatchback,Automatic,Unleaded Petrol,Used,1368.0,Silver,5
12759612,Hyundai,I30,CW SX 2.0,FD MY11,2011,2010s,10888.0,budget,171549.0,high,Wagon,Automatic,Unleaded Petrol,Used,1975.0,White,5
12759718,Skoda,Octavia,110 TDI Elegance,NE,2013,2010s,13888.0,budget,152247.0,high,Wagon,Automatic,Diesel,Used,1968.0,White,5
12759731,Nissan,Maxima,250 ST-L,J32,2010,2010s,12995.0,budget,126766.0,high,Sedan,Automatic,Unleaded Petrol,Used,2496.0,Black,5
12759741,Toyota,Landcruiser Prado,Kakadu (4X4),GDJ150R,2019,2010s,81990.0,luxury,93765.0,average,Wagon,Automatic,Diesel,Used,2755.0,White,7
12759763,Mazda,CX-5,Akera (4X4),MY15,2016,2010s,27500.0,economy,101023.0,average,Wagon,Automatic,Unleaded Petrol,Used,2488.0,White,5
12759769,Holden,Commodore,SS-V Redline,VF,2013,2010s,49990.0,mid_range,48479.0,moderate,Sedan,Automatic,Premium Unleaded Petrol,Used,5967.0,Orange,5
12759770,Hyundai,I30,N Premium With Sunroof,Pde.v4 MY22,2021,2020s,52990.0,premium,50327.0,moderate,Hatchback,Automatic,Premium Unleaded Petrol,Used,1998.0,Blue,5
12759773,Land Rover,Range Rover Evoque,SI4 HSE Dynamic,LV MY16.5,2016,2010s,58990.0,premium,75446.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,1999.0,White,5
12759774,Hyundai,Kona,Iron MAN Edition,0S.2 WG,2019,2010s,34990.0,mid_range,65206.0,average,Wagon,Automatic,Unleaded Petrol,Used,1591.0,Grey,5
12759778,Hyundai,Tucson,Elite (awd),NX4.V1 MY22,2022,2020s,44990.0,mid_range,2888.0,low,Wagon,Automatic,Diesel,Demo,1998.0,White,5
12759780,Hyundai,Tucson,Elite (awd),NX4.V1 MY22,2022,2020s,49990.0,mid_range,2188.0,low,Wagon,Automatic,Diesel,Demo,1998.0,White,5
12759791,Volkswagen,Amarok,TDI400 (4X2),2H MY12,2012,2010s,15913.0,economy,227408.0,very_high,Dual Cab Utility,Manual,Diesel,Used,1968.0,White,5
12759798,Mg,HS,Essence,MY20,2020,2020s,30995.0,mid_range,51000.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1490.0,White,5
12759801,Hyundai,Tucson,Active R-Series (fwd),TL,2017,2010s,29990.0,economy,55215.0,moderate,Wagon,Automatic,Diesel,Used,1995.0,White,5
12759807,Toyota,Corolla,Ascent Sport + TR KIT,Mzea12R,2020,2020s,27990.0,economy,16658.0,low,Hatchback,Automatic,Unleaded Petrol,Used,1987.0,White,5
12759845,Mitsubishi,Pajero,GLS LWB (4X4),NX MY17,2017,2010s,44880.0,mid_range,109000.0,average,Wagon,Automatic,Diesel,Used,3200.0,Silver,7
12759861,Mitsubishi,Triton,Glx+ (4X4),MR MY22,2021,2020s,48950.0,mid_range,35808.0,moderate,Double Cab Pick Up,Automatic,Diesel,Used,2442.0,Grey,5
12759865,Bmw,118I,M Sport,F40,2022,2020s,59880.0,premium,1501.0,low,Hatchback,Automatic,Premium Unleaded Petrol,Demo,1499.0,Black,5
12759868,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY20.25,2020,2020s,79705.0,premium,50062.0,moderate,Double Cab Pick Up,Automatic,Diesel,Used,1996.0,Grey,5
12759869,Toyota,Yaris,ZR Hybrid,Mxph10R,2021,2020s,37992.0,mid_range,29386.0,moderate,Hatchback,Automatic,Unleaded Petrol/Electric,Used,1490.0,Red,5
12759880,Audi,Q5,2.0 Tfsi Quattro,8R MY13,2013,2010s,28000.0,economy,61310.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,1984.0,Silver,5
