id,brand,model,variant,series,year,decade,price,price_bracket,kilometers,odometer_category,type,gearbox,fuel,status,cc,color,seating_capacity
11530130,Toyota,Rukus,Build 2,AZE151R,2010,2010s,9999.0,budget,263000.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,2362.0,Grey,5
12190570,Mercedes-Benz,V,250 D Avantgarde MWB,447 MY21,2021,2020s,117990.0,luxury,19.0,low,Wagon,Automatic,Diesel,New In Stock,2143.0,Black,7
12321855,Mercedes-Benz,Valente,116 CDI MWB RWD,447 MY21,2021,2020s,79990.0,premium,24.0,low,Wagon,Automatic,Diesel,New In Stock,2143.0,Black,8
12346971,Mercedes-Benz,E250,CDI Avantgarde,207,2010,2010s,34990.0,mid_range,120579.0,high,Cabriolet,Automatic,Diesel,Used,2143.0,Black,4
12363884,Holden,Cruze,CD,JH MY16,2016,2010s,15990.0,economy,72506.0,average,Sportswagon,Automatic,Unleaded Petrol,Used,1796.0,White,5
12366036,Nissan,X-Trail,ST (4WD),T32 Series 2,2017,2010s,26800.0,economy,121870.0,high,Wagon,Automatic,Unleaded Petrol,Used,2488.0,White,5
12370057,Ford,Territory,TX (rwd),SZ MK2,2016,2010s,23990.0,economy,154136.0,high,Wagon,Automatic,Diesel,Used,2720.0,White,5
12381448,Bmw,325I,Exclusive,E90 MY11,2011,2010s,18990.0,economy,117306.0,average,Sedan,Automatic,Premium Unleaded Petrol,Used,2497.0,Grey,5
12382945,Holden,Statesman,International,WL,2005,2000s,15490.0,economy,172151.0,high,Sedan,Automatic,Unleaded Petrol,Used,5665.0,Blue,5
12382946,Holden,Commodore,Berlina,Vyii,2003,2000s,15490.0,economy,186990.0,high,Sedan,Automatic,Unleaded Petrol,Used,5665.0,Green,5
12382955,Isuzu,D-MAX,SX (4X2),TF MY15,2015,2010s,15490.0,economy,231907.0,very_high,Cab Chassis,Manual,Diesel,Used,2999.0,White,2
12382958,Ford,Focus,Ambiente,LW MK2,2013,2010s,12490.0,budget,64109.0,average,Hatchback,Manual,Unleaded Petrol,Used,1596.0,Black,5
12403536,Hyundai,Elantra,Active,MD2,2013,2010s,13500.0,budget,84500.0,average,Sedan,Automatic,Unleaded Petrol,Used,1796.0,White,5
12405893,Hyundai,Santa FE,Active MPI (2WD),TM.2 MY20,2020,2020s,39880.0,mid_range,57683.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,3470.0,White,7
12410238,Hyundai,I30,SX,FD MY10,2010,2010s,10500.0,budget,87318.0,average,Hatchback,Automatic,Unleaded Petrol,Used,1591.0,Blue,5
12420343,Volkswagen,Caddy,Maxi TDI250,2K MY15,2015,2010s,27490.0,economy,137423.0,high,Van,Automatic,Diesel,Used,1598.0,White,2
12428021,Hyundai,Tucson,Highlander (awd),TLE,2016,2010s,27490.0,economy,159044.0,high,Wagon,Automatic,Diesel,Used,1995.0,White,5
12428397,Lexus,RX350,Luxury,GGL15R MY12,2013,2010s,25990.0,economy,124101.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,3456.0,Silver,5
12428846,Ford,Falcon,XR6,FG,2009,2000s,9000.0,budget,298000.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,3984.0,Silver,5
12434519,Mercedes-Benz,Valente,116 CDI MWB RWD,447 MY21,2021,2020s,79990.0,premium,21.0,low,Wagon,Automatic,Diesel,New In Stock,2143.0,Grey,8
12434520,Mercedes-Benz,Vito,119 CDI MWB RWD,447 MY21,2021,2020s,73990.0,premium,24.0,low,Crew Cab Van,Automatic,Diesel,New In Stock,2143.0,White,5
12435381,Mazda,2,NEO,DE MY12,2012,2010s,7000.0,budget,77000.0,average,Hatchback,Manual,Unleaded Petrol,Used,1498.0,Blue,5
12436098,Audi,Q3,2.0 TDI Quattro (103KW),8U MY14,2014,2010s,21990.0,economy,124000.0,high,Wagon,Automatic,Diesel,Used,1968.0,Red,5
12447932,Nissan,X-Trail,ST (2WD),T32 Series 2,2017,2010s,28990.0,economy,108423.0,average,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Black,5
12459013,Holden,Commodore,LT,ZB MY19.5,2019,2010s,30990.0,mid_range,50764.0,moderate,Liftback,Automatic,Premium Unleaded Petrol,Used,1998.0,Grey,5
12472693,Holden,Commodore,LT,ZB MY19.5,2019,2010s,32990.0,mid_range,32164.0,moderate,Liftback,Automatic,Premium Unleaded Petrol,Used,1998.0,White,5
12477167,Subaru,Forester,2.0D-L,MY16,2016,2010s,24990.0,economy,114873.0,average,Wagon,Automatic,Diesel,Used,1998.0,White,5
12481004,Nissan,Patrol,ST (4X4),GU IV,2004,2000s,38980.0,mid_range,282190.0,very_high,Wagon,Manual,Diesel,Used,4169.0,Gold,7
12484400,Toyota,RAV4,GX (2WD),ZSA42R MY17,2017,2010s,24990.0,economy,119716.0,average,Wagon,Automatic,Unleaded Petrol,Used,1987.0,Black,5
12493596,Toyota,Landcruiser Prado,GXL (4X4),KZJ120R,2004,2000s,18990.0,economy,383514.0,very_high,Wagon,Manual,Diesel,Used,2982.0,White,8
12501281,Mercedes-Benz,Sprinter,416CDI LWB,906 MY10,2011,2010s,36990.0,mid_range,223170.0,very_high,Van,Automatic,Diesel,Used,2143.0,Green,2
12519036,Mitsubishi,Triton,GLX (4X4),MN MY15,2015,2010s,20990.0,economy,237301.0,very_high,Double Cab Utility,Manual,Diesel,Used,2477.0,White,5
12529077,Toyota,Landcruiser,Workmate (4X4),VDJ79R MY18,2018,2010s,74990.0,premium,117722.0,average,Cab Chassis,Manual,Diesel,Used,4461.0,White,3
12529374,Ford,Ranger,XL 3.2 (4X4),PX Mkii MY17,2017,2010s,37975.0,mid_range,134612.0,high,Cab Chassis,Automatic,Diesel,Used,3198.0,White,2
12531076,Holden,Colorado,LS-X Special Edition,RG MY18,2018,2010s,49999.0,mid_range,46034.0,moderate,Crew Cab Utility,Automatic,Diesel,Used,2776.0,White,5
12536654,Mitsubishi,Outlander,ES 5 Seat (awd),ZL MY18.5,2018,2010s,31990.0,mid_range,68718.0,average,Wagon,Automatic,Unleaded Petrol,Used,2360.0,White,5
12537491,Kia,Sportage,SI (fwd),SL,2011,2010s,12990.0,budget,192784.0,high,Wagon,Automatic,Unleaded Petrol,Used,1998.0,Silver,5
12537802,Toyota,Kluger,KX-R (fwd) 5 Seat,GSU40R MY11 Upgrade,2012,2010s,17990.0,economy,182372.0,high,Wagon,Automatic,Unleaded Petrol,Used,3456.0,Grey,5
12544469,Skoda,Octavia,RS245,NE MY18,2018,2010s,42880.0,mid_range,52907.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1984.0,White,5
12545918,Toyota,Landcruiser,Workmate (4X4),VDJ79R MY18,2018,2010s,81990.0,luxury,108293.0,average,Double Cab Chassis,Manual,Diesel,Used,4461.0,White,5
12557383,Holden,Colorado,LS-X (4X4),RG MY16,2016,2010s,34990.0,mid_range,97826.0,average,Crew Cab Pickup,Automatic,Diesel,Used,2776.0,Silver,5
12562714,Ford,Ranger,XL 3.2 (4X4),PX,2012,2010s,23990.0,economy,193733.0,high,Cab Chassis,Manual,Diesel,Used,3198.0,White,2
12563015,Mitsubishi,Pajero Sport,GLS (4X4) 7 Seat,MY17,2017,2010s,42888.0,mid_range,69081.0,average,Wagon,Automatic,Diesel,Used,2442.0,White,7
12563560,Ford,Ranger,XL 3.2 (4X4),PX,2014,2010s,29990.0,economy,210604.0,very_high,Super Cab Chassis,Manual,Diesel,Used,3198.0,White,4
12565963,Nissan,X-Trail,TI (4WD),T32 Series 2,2018,2010s,37800.0,mid_range,71266.0,average,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Black,5
12574189,Bmw,430I,M Sport,F33 MY17,2018,2010s,59990.0,premium,85596.0,average,Convertible,Automatic,Premium Unleaded Petrol,Used,1998.0,Grey,4
12574238,Volkswagen,Golf,R,AU MY15,2015,2010s,38999.0,mid_range,92822.0,average,Hatchback,Manual,Premium Unleaded Petrol,Used,1984.0,Blue,5
12574243,Renault,Clio,RS 200 Sport,X98,2014,2010s,18999.0,economy,104327.0,average,Hatchback,Automatic,Premium Unleaded Petrol,Used,1618.0,White,5
12576018,Toyota,Landcruiser,LC200 VX (4X4),VDJ200R,2020,2020s,119985.0,luxury,50943.0,moderate,Wagon,Automatic,Diesel,Used,4461.0,White,7
12577149,Nissan,Navara,ST (4X4),D40,2012,2010s,19990.0,economy,196564.0,high,Dual Cab Pick-Up,Automatic,Diesel,Used,2488.0,White,5
12577352,Audi,Q5,3.0 TDI Quattro,8R MY14,2014,2010s,35850.0,mid_range,65498.0,average,Wagon,Automatic,Diesel,Used,2967.0,White,5
12589141,Nissan,Navara,RX (4X4),NP300 D23,2015,2010s,30990.0,mid_range,117341.0,average,Double Cab Utility,Automatic,Diesel,Used,2298.0,White,5
12594364,Nissan,Navara,SL (4X4),D23 MY21.5,2022,2020s,66888.0,premium,894.0,low,Dual Cab Pick-Up,Manual,Diesel,Demo,2298.0,White,5
12594410,Porsche,Cayenne,S,Series 2 MY12,2012,2010s,49990.0,mid_range,175584.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,4806.0,Black,5
12597077,Toyota,Landcruiser 70 Series,GXL,VDJ79R,2021,2020s,169990.0,luxury,1008.0,low,Double Cab Chassis,Manual,Diesel,Used,4461.0,Blue,5
12602872,Toyota,Hilux,SR5 (4X4),KUN26R MY14,2013,2010s,32499.0,mid_range,226139.0,very_high,Dual Cab Pick-Up,Automatic,Diesel,Used,2982.0,White,5
12613034,Toyota,Corolla,Ascent,ZRE182R MY15,2017,2010s,20990.0,economy,128142.0,high,Hatchback,Automatic,Unleaded Petrol,Used,1798.0,White,5
12613287,Toyota,Landcruiser,Workmate (4X4),VDJ79R MY18,2018,2010s,79990.0,premium,85460.0,average,Cab Chassis,Manual,Diesel,Used,4461.0,White,3
12620063,Nissan,Patrol,TI (4X4),GU VI,2009,2000s,27999.0,economy,250464.0,very_high,Wagon,Automatic,Diesel,Used,2953.0,White,7
12620066,Mitsubishi,Pajero,GLX-R LWB (4X4),NW MY14,2013,2010s,27999.0,economy,226986.0,very_high,Wagon,Automatic,Diesel,Used,3200.0,Gold,7
12621216,Toyota,Hilux,Rogue (4X4),GUN126R Facelift,2021,2020s,83990.0,luxury,3646.0,low,Double Cab Pick Up,Automatic,Diesel,Used,2753.0,Silver,5
12628582,Mazda,CX-8,GT (fwd),CX8D,2022,2020s,60999.0,premium,2001.0,low,Wagon,Automatic,Unleaded Petrol,Demo,2488.0,Grey,7
12631067,Nissan,Patrol,ST (4X4),GU IV,2006,2000s,48999.0,mid_range,292100.0,very_high,Wagon,Manual,Diesel,Used,4169.0,Silver,7
12631219,Jeep,Wrangler,Sport (4X4),JK MY08,2009,2000s,20990.0,economy,166850.0,high,Softtop,Manual,Unleaded Petrol,Used,3778.0,Red,4
12631768,Kia,Carnival,SLI,YP MY15,2015,2010s,32998.0,mid_range,163177.0,high,Wagon,Automatic,Unleaded Petrol,Used,3342.0,Black,8
12633579,Holden,Trailblazer,LTZ (4X4),RG MY17,2017,2010s,33990.0,mid_range,146930.0,high,Wagon,Automatic,Diesel,Used,2776.0,White,7
12634121,Nissan,X-Trail,ST-L (4X4),T31 MY11,2012,2010s,12990.0,budget,206877.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,2488.0,White,5
12636809,Hyundai,I30,Active,PD2 MY20,2019,2010s,22980.0,economy,45040.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1999.0,Silver,5
12637483,Porsche,Boxster,Spyder,987 MY11,2010,2010s,129900.0,luxury,66147.0,average,Roadster,Automatic,Premium Unleaded Petrol,Used,3436.0,Black,2
12644713,Volkswagen,Multivan,Highline TDI450,T6 MY16,2016,2010s,59990.0,premium,116213.0,average,Wagon,Automatic,Diesel,Used,1968.0,White,7
12646867,Toyota,Hilux,Workmate (4X2),TGN121R,2022,2020s,31990.0,mid_range,16324.0,low,Cab Chassis,Automatic,Unleaded Petrol,Used,2694.0,White,2
12647010,Mitsubishi,Pajero Sport,Exceed (4X4) 7 Seat,QF MY21,2021,2020s,65880.0,premium,10345.0,low,Wagon,Automatic,Diesel,Used,2442.0,Grey,7
12648490,Ford,Ranger,XLS 2.2 (4X4),PX,2014,2010s,28990.0,economy,97889.0,average,Crew Cab Utility,Manual,Diesel,Used,2198.0,White,5
12650689,Ford,Transit Custom,330L (lwb),VN MY16.00,2016,2010s,38990.0,mid_range,32612.0,moderate,Van,Manual,Diesel,Used,2198.0,White,2
12652381,Toyota,Hilux,Rugged X (4X4),GUN126R,2021,2020s,85000.0,luxury,12000.0,low,Double Cab Pick Up,Automatic,Diesel,New In Stock,2753.0,White,5
12653754,Isuzu,D-MAX,SX HI-Ride (4X2),TF MY17,2017,2010s,24880.0,economy,113016.0,average,Cab Chassis,Automatic,Diesel,Used,2999.0,White,2
12656584,Honda,Civic,VTI-L,Series 2,2012,2010s,14999.0,budget,71530.0,average,Sedan,Automatic,Unleaded Petrol,Used,1798.0,Black,5
12657267,Kia,Grand Carnival,SLI,VQ MY14,2013,2010s,15990.0,economy,200739.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,3470.0,Grey,8
12658279,Nissan,Navara,ST-X (4X4) (sunroof),D23 Series II,2017,2010s,38990.0,mid_range,114202.0,average,Dual Cab Utility,Manual,Diesel,Used,2298.0,Grey,5
12660816,Ford,Everest,Trend,UA,2016,2010s,45981.0,mid_range,79867.0,average,Wagon,Automatic,Diesel,Used,3198.0,White,7
12662362,Toyota,Aurion,AT-X,GSV50R MY16,2017,2010s,19999.0,economy,168910.0,high,Sedan,Automatic,Unleaded Petrol,Used,3456.0,White,5
12662608,Ford,Falcon,G6E Turbo,FG X,2015,2010s,44880.0,mid_range,73669.0,average,Sedan,Automatic,Unleaded Petrol,Used,3984.0,Grey,5
12664047,Toyota,Hilux,Workmate,GUN122R,2016,2010s,37975.0,mid_range,47355.0,moderate,Cab Chassis,Manual,Diesel,Used,2393.0,White,2
12667166,Subaru,Forester,2.5I-L,MY17,2017,2010s,27990.0,economy,110778.0,average,Wagon,Automatic,Unleaded Petrol,Used,2498.0,White,5
12668458,Kia,Carnival,S,YP PE MY20,2019,2010s,41990.0,mid_range,42779.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,3342.0,Grey,8
12669846,Nissan,Navara,SL (4X2),D23 MY21.5,2022,2020s,41888.0,mid_range,2000.0,low,Dual Cab Pick-Up,Manual,Diesel,Demo,2298.0,White,5
12670312,Toyota,Hilux,SR5 (4X4),GUN126R MY17,2018,2010s,59990.0,premium,52479.0,moderate,Dual Cab Utility,Automatic,Diesel,Used,2753.0,White,5
12674429,Ssangyong,Stavic,SPR 2.7 XDI,A100 08 Upgrade,2013,2010s,10990.0,budget,263542.0,very_high,Wagon,Automatic,Diesel,Used,2696.0,Silver,7
12675012,Audi,S7,Sportback 4.0 Tfsi,4G MY17,2016,2010s,83888.0,luxury,42983.0,moderate,Hatchback,Automatic,Premium Unleaded Petrol,Used,3993.0,Silver,4
12675520,Nissan,Navara,ST-X (4X4),D40,2006,2000s,14999.0,budget,323317.0,very_high,Dual Cab Pick-Up,Manual,Diesel,Used,2488.0,White,5
12676280,Isuzu,MU-X,LS-U (4X4),UC MY15.5,2016,2010s,38990.0,mid_range,111296.0,average,Wagon,Manual,Diesel,Used,2999.0,White,7
12677391,Nissan,Navara,SL Warrior (4X4),D23 MY21.5,2022,2020s,64490.0,premium,1452.0,low,Dual Cab Pick-Up,Automatic,Diesel,Demo,2298.0,Grey,5
12677779,Toyota,Corolla,Hybrid,ZWE186R MY16,2017,2010s,31990.0,mid_range,35359.0,moderate,Hatchback,Automatic,Premium Unleaded/Electric,Used,1798.0,White,5
12678997,Holden,Commodore,SS-V,VE,2007,2000s,26980.0,economy,178515.0,high,Sedan,Automatic,Premium Unleaded Petrol,Used,5967.0,Green,5
12679111,Volkswagen,Tiguan,132 TSI R-Line Edition,5NA MY19,2019,2010s,45981.0,mid_range,61363.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,1984.0,Black,5
12680408,Bmw,220D,Sport Line,F22,2014,2010s,27990.0,economy,77744.0,average,Coupe,Automatic,Diesel,Used,1995.0,White,4
12680749,Toyota,Kluger,GXL (4X2),GSU50R MY17,2017,2010s,36480.0,mid_range,136010.0,high,Wagon,Automatic,Unleaded Petrol,Used,3456.0,Blue,7
12682299,Bmw,X3,3.0SI,E83 MY07,2008,2000s,12990.0,budget,92000.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,2979.0,Grey,5
12682458,Nissan,Navara,SL Warrior (4X4),D23 MY21.5,2022,2020s,64500.0,premium,3382.0,low,Dual Cab Pick-Up,Automatic,Diesel,Demo,2298.0,Grey,5
12682526,Holden,Rodeo,LX (4X4),RA MY05.5 Upgrade,2005,2000s,15980.0,economy,196891.0,high,Crew Cab Pickup,Manual,Diesel,Used,2999.0,White,5
12682677,Bmw,320I,Executive,E90,2005,2000s,10980.0,budget,159832.0,high,Sedan,Automatic,Unleaded Petrol,Used,1995.0,Grey,5
12682931,Volvo,XC40,T5 R-Design (awd),536 MY19,2019,2010s,52990.0,premium,42146.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1969.0,Blue,5
12683052,Nissan,Navara,ST-X (4X4),D40 MY12,2013,2010s,18990.0,economy,198171.0,high,King Cab Pickup,Automatic,Diesel,Used,2488.0,White,2
12683112,Mazda,CX-9,Azami (awd) LE,CX9M,2022,2020s,76999.0,premium,2001.0,low,Wagon,Automatic,Unleaded Petrol,Demo,2488.0,Grey,7
12684146,Hyundai,I45,Premium,YF MY11,2012,2010s,14999.0,budget,117702.0,average,Sedan,Automatic,Unleaded Petrol,Used,2359.0,White,5
12684297,Ford,Falcon,XR6,FG MK2,2013,2010s,29980.0,economy,84124.0,average,Utility,Automatic,Unleaded Petrol,Used,3984.0,White,2
12684647,Toyota,Hilux,SR HI-Rider,GUN136R Facelift,2020,2020s,47990.0,mid_range,28501.0,moderate,Double Cab Pick Up,Automatic,Diesel,Used,2753.0,White,5
12684845,Mercedes-Benz,Sprinter,319CDI MWB,906 MY14,2017,2010s,41490.0,mid_range,192424.0,high,Van,Automatic,Diesel,Used,2987.0,White,2
12685045,Lexus,RX350,Luxury,GGL15R MY12,2012,2010s,24980.0,economy,140364.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,3456.0,Grey,5
12687172,Mercedes-Benz,Viano,3.0 CDI,639 MY11,2011,2010s,28950.0,economy,151072.0,high,Wagon,Automatic,Diesel,Used,2987.0,Silver,7
12687277,Holden,Calais,V,VF,2014,2010s,21990.0,economy,161048.0,high,Sedan,Automatic,Unleaded Petrol,Used,3565.0,White,5
12687308,Jeep,Grand Cherokee,Overland (4X4),WK,2012,2010s,31990.0,mid_range,150996.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,5654.0,Red,5
12687514,Toyota,Hilux,Workmate,TGN16R MY12,2013,2010s,20990.0,economy,207000.0,very_high,Dual Cab Pick-Up,Automatic,Unleaded Petrol,Used,2694.0,White,5
12687598,Land Rover,Discovery 4,3.0 TDV6,MY13,2012,2010s,48900.0,mid_range,178423.0,high,Wagon,Automatic,Diesel,Used,2993.0,Fuji,5
12687640,Mitsubishi,Lancer,ES,CJ MY12,2012,2010s,10000.0,budget,252000.0,very_high,Sedan,Manual,Unleaded Petrol,Used,1998.0,White,5
12687649,Jeep,Compass,Sport (4X2),MK MY12,2012,2010s,13995.0,budget,126976.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,1998.0,Silver,5
12687680,Subaru,Forester,X (satnav),MY10,2010,2010s,21990.0,economy,85936.0,average,Wagon,Automatic,Unleaded Petrol,Used,2457.0,White,5
12687761,Mazda,CX-5,Maxx (4X2),MY13 Upgrade,2014,2010s,20990.0,economy,83130.0,average,Wagon,Manual,Unleaded Petrol,Used,1997.0,Grey,5
12687826,Mitsubishi,Triton,GLS (4X4),MQ MY16,2015,2010s,38990.0,mid_range,76086.0,average,Dual Cab Utility,Manual,Diesel,Used,2440.0,Blue,5
12687909,Volkswagen,Amarok,TDI400 Core Plus (4X4),2H MY17,2017,2010s,35995.0,mid_range,92217.0,average,Dual Cab Utility,Manual,Diesel,Used,1968.0,White,5
12687957,Mitsubishi,Triton,Exceed (4X4),MQ MY16,2015,2010s,29880.0,economy,265691.0,very_high,Dual Cab Utility,Automatic,Diesel,Used,2440.0,Blue,5
12687959,Jeep,Compass,Limited (4X4),MK MY12,2013,2010s,14880.0,budget,118441.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,2359.0,Grey,5
12687963,Hyundai,I30,N Premium With Sunroof,CN7.V1 MY22,2021,2020s,55990.0,premium,9236.0,low,Sedan,Manual,Premium Unleaded Petrol,Used,1998.0,Grey,5
12688077,Toyota,Hilux,SR (4X4),GUN126R MY17,2018,2010s,35990.0,mid_range,289991.0,very_high,Dual Cab Chassis,Manual,Diesel,Used,2753.0,Silver,5
12688104,Audi,Q2,35 Tfsi,3Y MY22,2022,2020s,60114.0,premium,1254.0,low,Wagon,Automatic,Premium Unleaded Petrol,Demo,1498.0,Silver,5
12688166,Mercedes-Benz,GLA45,4Matic,X156 MY16,2016,2010s,61800.0,premium,33147.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1991.0,Silver,5
12688237,Toyota,Rukus,Build 3,AZE151R,2011,2010s,16996.0,economy,115857.0,average,Wagon,Automatic,Unleaded Petrol,Used,2362.0,Black,5
12688245,Mg,HS,Core,SAS23 MY21,2021,2020s,27990.0,economy,18280.0,low,Wagon,Automatic,Unleaded Petrol,Used,1490.0,White,5
12688261,Mitsubishi,Triton,GLX Plus (4X4),MR MY19,2019,2010s,48990.0,mid_range,45280.0,moderate,Club Cab Pickup,Automatic,Diesel,Used,2440.0,Black,4
12688268,Jeep,Wrangler,Renegade Sport (4X4),JK MY13,2013,2010s,28990.0,economy,124836.0,high,Hardtop,Automatic,Unleaded Petrol,Used,3604.0,Silver,4
12688276,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19,2019,2010s,75400.0,premium,56170.0,moderate,Double Cab Pick Up,Automatic,Diesel,Used,1996.0,White,5
12688308,Hyundai,Tucson,Active X (fwd),TL,2016,2010s,25981.0,economy,83572.0,average,Wagon,Automatic,Unleaded Petrol,Used,1999.0,Blue,5
12688317,Ford,Falcon,G6,FG,2009,2000s,7444.0,budget,221130.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,3984.0,Gold,5
12688339,Land Rover,Discovery Sport,TD4 150 SE 5 Seat,LC MY17,2017,2010s,31990.0,mid_range,129763.0,high,Wagon,Automatic,Diesel,Used,1999.0,White,5
12688363,Toyota,Corolla,Ascent,ZRE172R,2017,2010s,22990.0,economy,64900.0,average,Sedan,Automatic,Unleaded Petrol,Used,1798.0,White,5
12688417,Mitsubishi,Outlander,LS (4X2),ZK MY16,2016,2010s,19500.0,economy,180000.0,high,Wagon,Manual,Unleaded Petrol,Used,1998.0,Black,5
12688437,Volkswagen,Amarok,V6 TDI 550 Sportline,2H MY19,2019,2010s,34913.0,mid_range,202699.0,very_high,Dual Cab Utility,Automatic,Diesel,Used,2967.0,Silver,5
12688489,Honda,Civic,VTI-LX,MY18,2019,2010s,34000.0,mid_range,43000.0,moderate,Sedan,Automatic,Unleaded Petrol,Used,1498.0,Grey,5
12688497,Suzuki,Vitara,RT-S,LY,2018,2010s,26000.0,economy,92000.0,average,Wagon,Automatic,Unleaded Petrol,Used,1586.0,White,5
12688502,Toyota,RAV4,GXL 2WD Hybrid,Axah52R,2019,2010s,50990.0,premium,17400.0,low,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487.0,Metallic,5
12688520,Honda,Civic,VTI,40,2006,2000s,4500.0,budget,229200.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,1799.0,Silver,5
12688529,Hyundai,Tucson,Active X (fwd),TL,2016,2010s,25000.0,economy,114000.0,average,Wagon,Automatic,Unleaded Petrol,Used,1999.0,White,5
12688531,Mazda,3,SP25,BL 11 Upgrade,2012,2010s,14888.0,budget,158000.0,high,Hatchback,Automatic,Unleaded Petrol,Used,2488.0,Grey,5
12688533,Mazda,CX-5,Maxx Sport (4X2),MY18 (KF Series 2),2018,2010s,34000.0,mid_range,23000.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1997.0,Gun,5
12688637,Renault,Koleos,Initiale (4X4),XZG MY18,2018,2010s,34490.0,mid_range,29760.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,2488.0,White,5
12688638,Mazda,BT-50,XTR (4X2),MY16,2016,2010s,35490.0,mid_range,60848.0,average,Dual Cab Utility,Automatic,Diesel,Used,3196.0,Grey,5
12688675,Audi,A4,2.0 TDI Avant,B7,2007,2000s,9000.0,budget,240000.0,very_high,Wagon,Automatic,Diesel,Used,1968.0,Silver,5
12688677,Nissan,Patrol,ST (4X4),GU IV,2005,2000s,25000.0,economy,353850.0,very_high,Wagon,Manual,Diesel,Used,2953.0,Red,7
12688693,Bmw,X6,Xdrive 50I,F16,2016,2010s,77500.0,premium,50750.0,moderate,Coupe,Automatic,Premium Unleaded Petrol,Used,4395.0,White,5
12688735,Mitsubishi,ASX,Aspire (4WD),XA MY12,2012,2010s,17990.0,economy,125000.0,high,Wagon,Automatic,Unleaded Petrol,Used,1998.0,Silver,5
12688745,Toyota,Kluger,GX (4X2),GSU50R,2015,2010s,24500.0,economy,195000.0,high,Wagon,Automatic,Unleaded Petrol,Used,3456.0,White,7
12688790,Isuzu,D-MAX,LS-U HI-Ride (4X2),TF MY15,2015,2010s,31990.0,mid_range,144283.0,high,Crew Cab Utility,Automatic,Diesel,Used,2999.0,White,5
12688833,Suzuki,Swift,GL Navigator,FZ MY14,2014,2010s,15990.0,economy,52626.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1372.0,Red,5
12688834,Mitsubishi,Outlander,ES 7 Seat (2WD),ZL MY19,2019,2010s,29990.0,economy,59258.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,2360.0,White,7
12688835,Mitsubishi,Eclipse Cross,LS (2WD),YA MY19,2019,2010s,28990.0,economy,54770.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1499.0,Grey,5
12688889,Land Rover,Defender,90,MY10,2010,2010s,68900.0,premium,86719.0,average,Wagon,Manual,Diesel,Used,2401.0,Black,4
12688939,Ram,1500,Warlock (black/Grey/HYD Blue),MY20,2020,2020s,110990.0,luxury,39969.0,moderate,Crew Cab Utility,Automatic,Unleaded Petrol,Used,5654.0,Grey,5
12688960,Kia,Sorento,SLI (4X4),UM,2015,2010s,28870.0,economy,88169.0,average,Wagon,Automatic,Diesel,Used,2199.0,Black,7
12688961,Honda,HR-V,RS,MY21,2020,2020s,33970.0,mid_range,14122.0,low,Wagon,Automatic,Unleaded Petrol,Used,1799.0,Red,5
12688966,Renault,Clio,Authentique,X98,2014,2010s,10500.0,budget,69350.0,average,Hatchback,Manual,Unleaded Petrol,Used,898.0,Black,5
12688984,Bmw,X3,Xdrive 30D,F25,2013,2010s,14999.0,budget,258777.0,very_high,Wagon,Automatic,Diesel,Used,2993.0,White,5
12689012,Volkswagen,Tiguan,Allspace 132 TSI Comfortline,5NA MY20,2020,2020s,46990.0,mid_range,28288.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1984.0,White,7
12689015,Hyundai,Tucson,Active X (fwd),TL3 MY19,2019,2010s,31500.0,mid_range,59941.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1999.0,Silver,5
12689038,Volkswagen,Arteon,140TSI Elegance Shooting Brake,3H MY22,2022,2020s,65960.0,premium,1973.0,low,Wagon,Automatic,Premium Unleaded Petrol,Demo,1984.0,White,5
