count,forest,for_burns,fire_1617_any_fire,fire_1617_unplanned,fire_1617_planned,fire_1718_any_fire,fire_1718_unplanned,fire_1718_planned,fire_1819_any_fire,fire_1819_unplanned,fire_1819_planned,fire_1920_any_fire,fire_1920_unplanned,fire_1920_planned,fire_2021_any_fire,fire_2021_unplanned,fire_2021_planned,total_years_burned,total_unplanned_burns,total_planned_burns,always_burned,any_unplanned_fire,for_ten_MUF,for_ten_NCR,for_ten_ND,for_ten_OCL,for_ten_PRIV,for_ten_Unknown,for_catego_Native forest,for_catego_Non-forest,for_catego_Other forest,state_NSW,state_NT,state_Qld,state_SA,state_Tas,state_Unknown,state_Vic,state_WA
1656,1,2,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,5,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1664,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
8755,1,2,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
250,1,4,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1519,1,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4475,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,5,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
176,1,2,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,1,5,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,5,3,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
336,1,2,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,2,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10,1,3,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
26,1,3,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
266,1,3,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12,1,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,5,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4187,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,5,4,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
59,1,3,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
85,1,3,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
51,1,3,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
90,1,3,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
195,1,2,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,5,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
63,1,2,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
87,1,2,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,1,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,5,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
35,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,5,0,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,5,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10,1,2,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,5,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
185,1,2,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,1,2,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
151,1,3,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,1,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
130,1,4,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
320,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
894,1,2,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,1,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,5,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
25,1,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15,1,3,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,5,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,5,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,5,3,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
138,1,2,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,1,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,5,0,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1198,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,5,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
5123,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,5,3,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
420,1,2,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
163,1,3,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,4,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11,1,4,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1,2,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1,4,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1,4,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,1,4,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11,1,2,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
28,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,1,4,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,5,1,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
53,1,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,5,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
17,1,4,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,5,1,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
177,1,4,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
112,1,3,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
13,1,4,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
27,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10,1,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,5,0,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
4,1,2,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,5,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
19656,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,5,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
777,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9,1,3,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2,1,2,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,1,3,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10,1,2,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,5,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
18,1,4,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,5,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,2,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,4,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
39,1,3,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,5,0,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
720,1,5,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,5,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
33,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,4,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,5,1,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9,1,2,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,5,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3,1,4,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,5,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1,2,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,5,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
25,1,3,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,5,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
31,1,3,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28,1,3,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33,1,3,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
61,1,3,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
33,1,3,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1827,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,5,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,3,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30,1,4,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
119,1,3,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
93,1,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,5,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6,1,4,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,5,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,1,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,5,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1,2,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1,3,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,5,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
15,1,3,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
32,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
331,1,3,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
39,1,4,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6,1,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
52,1,4,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10,1,3,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1,4,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,1,2,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28,1,2,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1012,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6,1,2,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
409,1,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12,1,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
13946,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,5,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
45,1,4,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
88,1,4,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9997,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,5,3,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
36,1,3,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
58,1,3,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20,1,5,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,5,3,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1110,1,4,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
25,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
16,1,4,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
77,1,2,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
192,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,5,3,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
13,1,4,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13,1,3,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
15,1,4,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,5,1,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8,1,3,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
39,1,4,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
59,1,4,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,2,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1669,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
196,1,3,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
228,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19,1,3,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,5,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8,1,3,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,5,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
249,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,5,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
33,1,3,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2513,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,5,3,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
86,1,4,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,5,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16,1,5,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6,1,3,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,5,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
24,1,3,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,1,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,5,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
33,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4444,1,3,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
671,1,3,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
906,1,3,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
120,1,3,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
704,1,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
401,1,5,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,5,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,3,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
44,1,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,5,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12,1,3,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
79,1,3,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
160,1,4,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
380,1,4,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,1,5,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
39,1,4,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,5,1,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
46,1,3,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,5,0,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
