count,forest,for_burns,fire_1617_any_fire,fire_1617_unplanned,fire_1617_planned,fire_1718_any_fire,fire_1718_unplanned,fire_1718_planned,fire_1819_any_fire,fire_1819_unplanned,fire_1819_planned,fire_1920_any_fire,fire_1920_unplanned,fire_1920_planned,fire_2021_any_fire,fire_2021_unplanned,fire_2021_planned,total_years_burned,total_unplanned_burns,total_planned_burns,always_burned,any_unplanned_fire,for_ten_MUF,for_ten_NCR,for_ten_ND,for_ten_OCL,for_ten_PRIV,for_ten_Unknown,for_catego_Native forest,for_catego_Non-forest,for_catego_Other forest,state_NSW,state_NT,state_Qld,state_SA,state_Tas,state_Unknown,state_Vic,state_WA
900,1,3,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
85,1,2,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1,4,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
14017,1,3,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,5,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8,1,3,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,4,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1,2,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
605,1,4,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3832,1,4,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,5,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2888,1,5,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
88,1,5,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6167,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2,1,3,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,5,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12,1,3,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
52,1,5,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,5,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4,1,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1,4,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7,1,3,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18,1,5,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,5,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,3,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
37,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2608,1,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,5,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1286,1,3,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
233,1,3,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,4,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
839,1,4,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,5,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
58,1,5,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,5,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
251,1,5,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
110,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,5,2,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
3,1,4,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
91,1,3,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
23,1,4,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6,1,3,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
312,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,5,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
98,1,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3802,1,3,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1,5,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1676,1,4,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,5,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7625,1,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
149,1,4,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9,1,4,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
231,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
143,1,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8,1,3,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
171,1,2,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
29,1,4,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,5,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1230,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,5,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
21621,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,1,4,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4559,1,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
881,1,4,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
237,1,5,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,1,3,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
32,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,3,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
85,1,4,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,4,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
59,1,4,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8,1,5,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
219,1,5,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,5,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
73,1,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1331,1,5,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35,1,3,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
656,1,4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,1,2,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
26,1,2,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4,1,2,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,5,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1579,1,4,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1,4,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
24,1,3,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12,1,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11,1,4,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16267,1,2,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
397,1,5,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
824,1,4,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8,1,4,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5,1,3,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,5,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
8,1,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
42,1,2,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,1,3,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
127,1,3,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2826,1,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,1,3,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9,1,2,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
18,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
301,1,4,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,1,2,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8,1,3,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
41,1,5,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,5,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,1,4,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
61,1,4,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17,1,5,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45,1,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,5,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
15,1,3,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53,1,3,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
164,1,2,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
273,1,2,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1064,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,2,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10,1,4,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1,4,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
59,1,4,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,5,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
491,1,5,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,5,1,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10,1,3,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6,1,4,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11,1,4,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,1,2,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
11,1,4,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,5,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6,1,5,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,5,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,1,3,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
570,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
24,1,3,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
45,1,3,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,1,4,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1,4,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
250,1,2,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,5,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4,1,3,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
53,1,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
20,1,4,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,1,4,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,4,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,5,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
22,1,3,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4,1,3,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9,1,3,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
33,1,3,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
88,1,4,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
110,1,3,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,1,2,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,4,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1727,1,4,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
451,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
217,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,5,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
73,1,4,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1,2,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28,1,3,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,5,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
339,1,5,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,5,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
591,1,3,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,5,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
26,1,4,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,5,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
77,1,3,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,5,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
77,1,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4408,1,4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,5,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
936,1,4,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,5,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,1,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,5,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5,1,3,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4975,1,4,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,5,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,1,4,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,5,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
28,1,2,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,5,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,4,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,5,0,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2595,1,3,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
325,1,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
34,1,3,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
114,1,2,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8599,1,3,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1,3,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
364,1,2,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
18516,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
