iso_code,country,sex_ratio_trend,decade,sex_ratio_infant,sex_ratio_child,sex_ratio_under5,imr_male,imr_female,imr_both,cmr_male,cmr_female,cmr_both,u5mr_male,u5mr_female,u5mr_both,method,decade_num,has_trend,infant_child_ratio,under5_child_ratio,imr_sex_gap,u5mr_sex_gap,method_Average,method_Linear,method_Loess,country_freq,region,region_East Asia & Pacific,region_Europe & Central Asia,region_Middle East & South Asia,region_Northern Africa,region_Oceania,region_Sub-Saharan Africa
752,Sweden,Y,1990s,123.0,122.0,123,4.5,3.7,4.1,0.9,0.7,0.8,5.4,4.4,4.9,Loess,1990,1,5.124999999999999,6.125,0.7999999999999998,1.0,False,False,True,4,Oceania,False,False,False,False,True,False
752,Sweden,Y,2000s,118.0,121.0,118,3.0,2.6,2.8,0.9,0.7,0.8,3.9,3.3,3.6,Loess,2000,1,3.4999999999999996,4.5,0.3999999999999999,0.6000000000000001,False,False,True,4,Oceania,False,False,False,False,True,False
756,Switzerland,Y,1970s,132.0,131.0,131,12.6,9.5,11.1,3.1,2.4,2.7,15.6,11.9,13.8,Loess,1970,1,4.111111111111111,5.111111111111111,3.0999999999999996,3.6999999999999993,False,False,True,4,Oceania,False,False,False,False,True,False
756,Switzerland,Y,1980s,130.0,131.0,130,8.1,6.2,7.2,2.0,1.6,1.8,10.1,7.8,9.0,Loess,1980,1,4.0,5.0,1.8999999999999995,2.3,False,False,True,4,Oceania,False,False,False,False,True,False
756,Switzerland,Y,1990s,126.0,130.0,127,5.8,4.6,5.2,1.4,1.0,1.2,7.1,5.6,6.4,Loess,1990,1,4.333333333333334,5.333333333333334,1.2000000000000002,1.5,False,False,True,4,Oceania,False,False,False,False,True,False
756,Switzerland,Y,2000s,123.0,129.0,124,4.7,3.8,4.3,0.9,0.7,0.8,5.6,4.5,5.1,Loess,2000,1,5.374999999999999,6.374999999999999,0.9000000000000004,1.0999999999999996,False,False,True,4,Oceania,False,False,False,False,True,False
760,Syrian Arab Republic,N,1970s,119.0,106.0,115,76.1,64.1,70.2,28.9,27.3,28.1,102.8,89.6,96.4,Average,1970,0,2.498220640569395,3.4306049822064058,12.0,13.200000000000003,True,False,False,4,Oceania,False,False,False,False,True,False
760,Syrian Arab Republic,N,1980s,119.0,101.0,115,46.6,39.3,43.0,12.3,12.1,12.2,58.3,50.8,54.7,Average,1980,0,3.5245901639344264,4.483606557377049,7.300000000000004,7.5,True,False,False,4,Oceania,False,False,False,False,True,False
760,Syrian Arab Republic,N,1990s,119.0,95.0,115,25.4,21.4,23.4,4.3,4.5,4.4,29.6,25.8,27.7,Average,1990,0,5.3181818181818175,6.295454545454545,4.0,3.8000000000000007,True,False,False,4,Oceania,False,False,False,False,True,False
760,Syrian Arab Republic,N,2000s,119.0,91.0,115,17.6,14.8,16.2,2.3,2.5,2.4,19.9,17.3,18.6,Average,2000,0,6.75,7.750000000000001,2.8000000000000007,2.599999999999998,True,False,False,4,Oceania,False,False,False,False,True,False
762,Tajikistan,Y,1980s,122.0,91.0,113,112.5,91.9,102.4,35.0,38.7,36.8,143.6,127.0,135.5,Linear,1980,1,2.7826086956521743,3.6820652173913047,20.599999999999994,16.599999999999994,False,True,False,3,Oceania,False,False,False,False,True,False
762,Tajikistan,Y,1990s,127.0,95.0,118,93.5,73.9,83.9,26.8,28.1,27.4,117.7,99.9,109.0,Linear,1990,1,3.0620437956204385,3.9781021897810223,19.599999999999994,17.799999999999997,False,True,False,3,Oceania,False,False,False,False,True,False
762,Tajikistan,Y,2000s,131.0,102.0,123,67.2,51.5,59.5,19.2,18.9,19.0,85.1,69.4,77.4,Linear,2000,1,3.1315789473684212,4.0736842105263165,15.700000000000003,15.699999999999989,False,True,False,3,Oceania,False,False,False,False,True,False
764,Thailand,Y,1970s,124.0,109.0,120,62.8,50.5,56.8,20.9,19.2,20.1,82.3,68.7,75.7,Linear,1970,1,2.8258706467661687,3.7661691542288556,12.299999999999997,13.599999999999994,False,True,False,4,Oceania,False,False,False,False,True,False
764,Thailand,Y,1980s,125.0,113.0,123,37.7,30.1,34.0,8.5,7.5,8.0,45.9,37.4,41.8,Linear,1980,1,4.25,5.225,7.600000000000001,8.5,False,True,False,4,Oceania,False,False,False,False,True,False
764,Thailand,Y,1990s,126.0,123.0,126,22.9,18.2,20.6,3.9,3.2,3.6,26.7,21.3,24.1,Linear,1990,1,5.722222222222222,6.694444444444445,4.699999999999999,5.399999999999999,False,True,False,4,Oceania,False,False,False,False,True,False
764,Thailand,Y,2000s,127.0,140.0,128,15.4,12.1,13.8,2.3,1.7,2.0,17.6,13.7,15.7,Linear,2000,1,6.9,7.85,3.3000000000000007,3.900000000000002,False,True,False,4,Oceania,False,False,False,False,True,False
807,The former Yugoslav Republic of Macedonia,Y,1980s,107.0,101.0,106,46.2,43.3,44.8,8.4,8.3,8.4,54.2,51.3,52.8,Loess,1980,1,5.333333333333333,6.285714285714285,2.9000000000000057,2.9000000000000057,False,False,True,3,Oceania,False,False,False,False,True,False
807,The former Yugoslav Republic of Macedonia,Y,1990s,113.0,114.0,113,22.9,20.2,21.6,2.9,2.6,2.8,25.7,22.8,24.3,Loess,1990,1,7.714285714285715,8.678571428571429,2.6999999999999993,2.8999999999999986,False,False,True,3,Oceania,False,False,False,False,True,False
807,The former Yugoslav Republic of Macedonia,Y,2000s,119.0,128.0,119,12.9,10.9,11.9,1.6,1.2,1.4,14.4,12.1,13.3,Loess,2000,1,8.5,9.500000000000002,2.0,2.3000000000000007,False,False,True,3,Oceania,False,False,False,False,True,False
626,Timor-Leste,Y,1980s,115.0,110.0,112,183.6,160.4,172.3,108.7,98.6,103.7,272.3,243.0,258.0,Average,1980,1,1.6615236258437802,2.4879459980713596,23.19999999999999,29.30000000000001,True,False,False,3,Oceania,False,False,False,False,True,False
626,Timor-Leste,Y,1990s,116.0,103.0,111,122.8,106.3,114.8,61.4,59.6,60.5,176.6,159.4,168.2,Average,1990,1,1.8975206611570248,2.7801652892561983,16.5,17.19999999999999,True,False,False,3,Oceania,False,False,False,False,True,False
626,Timor-Leste,Y,2000s,116.0,94.0,109,78.3,67.2,72.9,30.0,31.7,30.8,105.9,96.7,101.4,Average,2000,1,2.366883116883117,3.292207792207792,11.099999999999994,9.200000000000003,True,False,False,3,Oceania,False,False,False,False,True,False
768,Togo,N,1970s,125.0,108.0,116,131.7,104.9,118.4,93.3,86.8,90.0,212.7,182.6,197.7,Average,1970,0,1.3155555555555556,2.1966666666666663,26.799999999999983,30.099999999999994,True,False,False,4,Oceania,False,False,False,False,True,False
768,Togo,N,1980s,125.0,106.0,116,112.3,89.5,101.0,73.0,68.6,70.8,177.0,152.0,164.6,Average,1980,0,1.4265536723163843,2.324858757062147,22.799999999999997,25.0,True,False,False,4,Oceania,False,False,False,False,True,False
768,Togo,N,1990s,125.0,105.0,116,96.9,77.2,87.1,58.4,55.5,57.0,149.6,128.5,139.1,Average,1990,0,1.5280701754385964,2.4403508771929823,19.700000000000003,21.099999999999994,True,False,False,4,Oceania,False,False,False,False,True,False
768,Togo,N,2000s,125.0,104.0,116,83.8,66.7,75.3,47.7,45.7,46.7,127.4,109.4,118.5,Average,2000,0,1.6124197002141325,2.537473233404711,17.099999999999994,18.0,True,False,False,4,Oceania,False,False,False,False,True,False
780,Trinidad and Tobago,Y,1970s,121.0,113.0,119,41.6,34.3,38.0,14.8,13.0,13.9,55.8,46.9,51.4,Linear,1970,1,2.7338129496402876,3.6978417266187047,7.300000000000004,8.899999999999999,False,True,False,4,Oceania,False,False,False,False,True,False
780,Trinidad and Tobago,Y,1980s,122.0,112.0,120,33.2,27.2,30.2,8.5,7.6,8.0,41.4,34.6,38.0,Linear,1980,1,3.775,4.75,6.0000000000000036,6.799999999999997,False,True,False,4,Oceania,False,False,False,False,True,False
780,Trinidad and Tobago,Y,1990s,123.0,111.0,121,31.4,25.5,28.5,7.1,6.4,6.7,38.2,31.7,35.0,Linear,1990,1,4.253731343283582,5.223880597014925,5.899999999999999,6.5000000000000036,False,True,False,4,Oceania,False,False,False,False,True,False
780,Trinidad and Tobago,Y,2000s,124.0,113.0,121,30.7,24.7,27.7,7.9,7.0,7.5,38.3,31.6,35.0,Linear,2000,1,3.6933333333333334,4.666666666666667,6.0,6.699999999999996,False,True,False,4,Oceania,False,False,False,False,True,False
788,Tunisia,Y,1970s,108.0,84.0,102,106.9,99.5,103.3,27.7,33.1,30.3,131.6,129.3,130.5,Linear,1970,1,3.409240924092409,4.306930693069307,7.400000000000006,2.299999999999983,False,True,False,4,Oceania,False,False,False,False,True,False
788,Tunisia,Y,1980s,117.0,96.0,113,60.7,52.0,56.5,13.3,14.0,13.6,73.2,65.2,69.3,Linear,1980,1,4.154411764705882,5.095588235294118,8.700000000000003,8.0,False,True,False,4,Oceania,False,False,False,False,True,False
788,Tunisia,Y,1990s,126.0,108.0,123,34.1,27.1,30.7,6.6,6.1,6.3,40.5,33.0,36.8,Linear,1990,1,4.8730158730158735,5.841269841269841,7.0,7.5,False,True,False,4,Oceania,False,False,False,False,True,False
788,Tunisia,Y,2000s,136.0,125.0,134,25.4,18.7,22.1,5.9,4.7,5.3,31.1,23.3,27.3,Linear,2000,1,4.169811320754717,5.150943396226415,6.699999999999999,7.800000000000001,False,True,False,4,Oceania,False,False,False,False,True,False
792,Turkey,Y,1970s,118.0,97.0,112,141.0,119.2,130.4,51.1,52.7,51.9,184.8,165.5,175.4,Linear,1970,1,2.5125240847784203,3.3795761078998074,21.799999999999997,19.30000000000001,False,True,False,4,Oceania,False,False,False,False,True,False
792,Turkey,Y,1980s,115.0,97.0,111,93.5,80.9,87.4,28.5,29.4,29.0,119.3,107.9,113.7,Linear,1980,1,3.013793103448276,3.920689655172414,12.599999999999994,11.399999999999991,False,True,False,4,Oceania,False,False,False,False,True,False
792,Turkey,Y,1990s,113.0,96.0,110,57.4,50.9,54.2,12.4,12.9,12.6,69.1,63.1,66.2,Linear,1990,1,4.301587301587302,5.253968253968254,6.5,5.999999999999993,False,True,False,4,Oceania,False,False,False,False,True,False
792,Turkey,Y,2000s,110.0,99.0,108,29.0,26.3,27.7,4.4,4.5,4.4,33.3,30.7,32.0,Linear,2000,1,6.295454545454545,7.2727272727272725,2.6999999999999993,2.599999999999998,False,True,False,4,Oceania,False,False,False,False,True,False
795,Turkmenistan,Y,1980s,121.0,107.0,118,93.9,77.6,85.9,27.2,25.3,26.3,118.5,100.9,109.9,Linear,1980,1,3.2661596958174908,4.178707224334601,16.30000000000001,17.599999999999994,False,True,False,3,Oceania,False,False,False,False,True,False
795,Turkmenistan,Y,1990s,127.0,108.0,122,76.2,60.1,68.4,20.4,19.0,19.7,95.1,77.9,86.7,Linear,1990,1,3.472081218274112,4.401015228426396,16.1,17.19999999999999,False,True,False,3,Oceania,False,False,False,False,True,False
795,Turkmenistan,Y,2000s,133.0,109.0,127,58.1,43.8,51.1,15.4,14.1,14.7,72.6,57.3,65.1,Linear,2000,1,3.4761904761904763,4.428571428571429,14.300000000000004,15.299999999999997,False,True,False,3,Oceania,False,False,False,False,True,False
800,Uganda,Y,1970s,108.0,112.0,109,108.5,100.1,104.4,78.9,70.3,74.6,178.8,163.4,171.2,Linear,1970,1,1.3994638069705096,2.2949061662198393,8.400000000000006,15.400000000000006,False,True,False,4,Oceania,False,False,False,False,True,False
800,Uganda,Y,1980s,114.0,115.0,113,114.8,101.1,108.0,82.9,72.4,77.7,188.2,166.1,177.3,Linear,1980,1,1.3899613899613898,2.281853281853282,13.700000000000003,22.099999999999994,False,True,False,4,Oceania,False,False,False,False,True,False
800,Uganda,Y,1990s,119.0,117.0,117,116.7,98.1,107.5,84.1,71.9,78.1,191.0,163.0,177.2,Linear,1990,1,1.3764404609475034,2.268886043533931,18.60000000000001,28.0,False,True,False,4,Oceania,False,False,False,False,True,False
800,Uganda,Y,2000s,124.0,118.0,121,94.2,75.7,85.1,61.5,52.1,56.8,149.9,123.8,137.0,Linear,2000,1,1.4982394366197183,2.4119718309859155,18.5,26.10000000000001,False,True,False,4,Oceania,False,False,False,False,True,False
804,Ukraine,Y,1970s,135.0,115.0,131,27.2,20.2,23.8,5.0,4.4,4.7,32.1,24.5,28.4,Loess,1970,1,5.0638297872340425,6.042553191489361,7.0,7.600000000000001,False,False,True,4,Oceania,False,False,False,False,True,False
804,Ukraine,Y,1980s,136.0,119.0,133,21.9,16.1,19.1,3.7,3.1,3.4,25.5,19.1,22.4,Loess,1980,1,5.61764705882353,6.588235294117647,5.799999999999997,6.399999999999999,False,False,True,4,Oceania,False,False,False,False,True,False
804,Ukraine,Y,1990s,135.0,120.0,133,19.2,14.2,16.8,3.1,2.6,2.8,22.3,16.7,19.6,Loess,1990,1,6.000000000000001,7.000000000000001,5.0,5.600000000000001,False,False,True,4,Oceania,False,False,False,False,True,False
804,Ukraine,Y,2000s,134.0,112.0,131,15.1,11.2,13.2,2.4,2.1,2.2,17.4,13.3,15.4,Loess,2000,1,5.999999999999999,7.0,3.9000000000000004,4.099999999999998,False,False,True,4,Oceania,False,False,False,False,True,False
784,United Arab Emirates,N,1970s,137.0,80.0,123,50.2,36.7,43.6,10.6,12.8,11.7,60.2,49.0,54.7,Average,1970,0,3.726495726495727,4.6752136752136755,13.5,11.200000000000003,True,False,False,4,Oceania,False,False,False,False,True,False
784,United Arab Emirates,N,1980s,137.0,83.0,123,23.7,17.3,20.6,5.0,6.0,5.5,28.5,23.2,26.0,Average,1980,0,3.7454545454545456,4.7272727272727275,6.399999999999999,5.300000000000001,True,False,False,4,Oceania,False,False,False,False,True,False
784,United Arab Emirates,N,1990s,137.0,94.0,123,12.4,9.1,10.8,4.1,4.4,4.2,16.4,13.4,14.9,Average,1990,0,2.5714285714285716,3.5476190476190474,3.3000000000000007,2.9999999999999982,True,False,False,4,Oceania,False,False,False,False,True,False
784,United Arab Emirates,N,2000s,137.0,77.0,123,8.7,6.3,7.5,1.6,2.0,1.8,10.2,8.3,9.3,Average,2000,0,4.166666666666667,5.166666666666667,2.3999999999999995,1.8999999999999986,True,False,False,4,Oceania,False,False,False,False,True,False
826,United Kingdom,Y,1970s,129.0,122.0,128,17.3,13.4,15.4,2.8,2.3,2.5,20.0,15.7,17.9,Loess,1970,1,6.16,7.159999999999999,3.9000000000000004,4.300000000000001,False,False,True,4,Oceania,False,False,False,False,True,False
826,United Kingdom,Y,1980s,128.0,123.0,128,10.9,8.5,9.7,1.9,1.5,1.7,12.7,10.0,11.4,Loess,1980,1,5.705882352941177,6.705882352941177,2.4000000000000004,2.6999999999999993,False,False,True,4,Oceania,False,False,False,False,True,False
826,United Kingdom,Y,1990s,126.0,121.0,125,6.9,5.5,6.2,1.2,1.0,1.1,8.1,6.5,7.3,Loess,1990,1,5.636363636363636,6.636363636363636,1.4000000000000004,1.5999999999999996,False,False,True,4,Oceania,False,False,False,False,True,False
826,United Kingdom,Y,2000s,124.0,117.0,123,5.6,4.5,5.1,1.0,0.8,0.9,6.6,5.4,6.0,Loess,2000,1,5.666666666666666,6.666666666666666,1.0999999999999996,1.1999999999999993,False,False,True,4,Oceania,False,False,False,False,True,False
834,United Republic of Tanzania,Y,1970s,111.0,108.0,109,118.9,107.6,113.3,87.5,81.2,84.4,196.0,180.0,188.1,Linear,1970,1,1.3424170616113742,2.2286729857819902,11.300000000000011,16.0,False,True,False,4,Oceania,False,False,False,False,True,False
834,United Republic of Tanzania,Y,1980s,111.0,106.0,108,107.4,96.9,102.2,73.4,69.4,71.4,172.9,159.6,166.4,Linear,1980,1,1.4313725490196079,2.3305322128851538,10.5,13.300000000000011,False,True,False,4,Oceania,False,False,False,False,True,False
834,United Republic of Tanzania,Y,1990s,111.0,104.0,108,99.9,90.0,95.0,66.2,63.8,65.1,159.5,148.1,153.9,Linear,1990,1,1.459293394777266,2.364055299539171,9.900000000000006,11.400000000000006,False,True,False,4,Oceania,False,False,False,False,True,False
834,United Republic of Tanzania,Y,2000s,111.0,101.0,107,74.6,67.1,70.9,44.8,44.2,44.5,116.1,108.3,112.3,Linear,2000,1,1.5932584269662922,2.5235955056179775,7.5,7.799999999999997,False,True,False,4,Oceania,False,False,False,False,True,False
840,United States of America,Y,1970s,127.0,124.0,127,17.7,14.0,15.9,3.3,2.6,2.9,20.9,16.5,18.8,Loess,1970,1,5.482758620689656,6.482758620689656,3.6999999999999993,4.399999999999999,False,False,True,4,Oceania,False,False,False,False,True,False
840,United States of America,Y,1980s,125.0,125.0,125,11.7,9.4,10.6,2.4,1.9,2.1,14.1,11.3,12.7,Loess,1980,1,5.0476190476190474,6.0476190476190474,2.299999999999999,2.799999999999999,False,False,True,4,Oceania,False,False,False,False,True,False
840,United States of America,Y,1990s,123.0,124.0,123,8.7,7.1,7.9,1.8,1.4,1.6,10.5,8.5,9.5,Loess,1990,1,4.9375,5.9375,1.5999999999999996,2.0,False,False,True,4,Oceania,False,False,False,False,True,False
840,United States of America,Y,2000s,122.0,123.0,122,7.4,6.1,6.8,1.3,1.1,1.2,8.8,7.2,8.0,Loess,2000,1,5.666666666666667,6.666666666666667,1.3000000000000007,1.6000000000000005,False,False,True,4,Oceania,False,False,False,False,True,False
858,Uruguay,Y,1970s,126.0,110.0,124,49.4,39.1,44.4,6.1,5.5,5.8,55.2,44.4,49.9,Loess,1970,1,7.655172413793103,8.60344827586207,10.299999999999997,10.800000000000004,False,False,True,4,Oceania,False,False,False,False,True,False
858,Uruguay,Y,1980s,127.0,111.0,125,31.2,24.7,28.0,3.8,3.5,3.6,34.9,28.0,31.6,Loess,1980,1,7.777777777777778,8.777777777777779,6.5,6.899999999999999,False,False,True,4,Oceania,False,False,False,False,True,False
858,Uruguay,Y,1990s,127.0,122.0,126,19.9,15.7,17.8,3.6,3.0,3.3,23.4,18.6,21.0,Loess,1990,1,5.3939393939393945,6.363636363636364,4.199999999999999,4.799999999999997,False,False,True,4,Oceania,False,False,False,False,True,False
858,Uruguay,Y,2000s,127.0,131.0,128,15.3,12.0,13.7,3.6,2.8,3.2,18.9,14.7,16.9,Loess,2000,1,4.281249999999999,5.281249999999999,3.3000000000000007,4.199999999999999,False,False,True,4,Oceania,False,False,False,False,True,False
860,Uzbekistan,Y,1970s,134.0,100.0,127,92.6,69.0,81.1,18.2,18.2,18.2,109.1,85.9,97.8,Linear,1970,1,4.456043956043956,5.373626373626374,23.599999999999994,23.19999999999999,False,True,False,4,Oceania,False,False,False,False,True,False
860,Uzbekistan,Y,1980s,136.0,104.0,129,78.2,57.7,68.2,15.4,14.7,15.1,92.4,71.6,82.3,Linear,1980,1,4.516556291390729,5.450331125827814,20.5,20.80000000000001,False,True,False,4,Oceania,False,False,False,False,True,False
860,Uzbekistan,Y,1990s,137.0,109.0,131,65.7,48.0,57.0,12.8,11.8,12.3,77.6,59.2,68.6,Linear,1990,1,4.634146341463414,5.577235772357723,17.700000000000003,18.39999999999999,False,True,False,4,Oceania,False,False,False,False,True,False
860,Uzbekistan,Y,2000s,138.0,113.0,133,56.8,41.2,49.1,11.2,9.9,10.5,67.3,50.6,59.1,Linear,2000,1,4.6761904761904765,5.628571428571429,15.599999999999994,16.699999999999996,False,True,False,4,Oceania,False,False,False,False,True,False
862,Venezuela (Bolivarian Republic of),Y,1970s,123.0,99.0,116,48.4,39.4,44.0,15.6,15.8,15.7,63.2,54.6,59.0,Linear,1970,1,2.802547770700637,3.7579617834394905,9.0,8.600000000000001,False,True,False,4,Oceania,False,False,False,False,True,False
862,Venezuela (Bolivarian Republic of),Y,1980s,126.0,103.0,120,33.6,26.8,30.2,7.9,7.7,7.8,41.2,34.3,37.8,Linear,1980,1,3.871794871794872,4.846153846153846,6.800000000000001,6.900000000000006,False,True,False,4,Oceania,False,False,False,False,True,False
862,Venezuela (Bolivarian Republic of),Y,1990s,128.0,114.0,125,24.6,19.1,21.9,6.5,5.7,6.1,30.9,24.7,27.9,Linear,1990,1,3.5901639344262293,4.573770491803279,5.5,6.199999999999999,False,True,False,4,Oceania,False,False,False,False,True,False
862,Venezuela (Bolivarian Republic of),Y,2000s,131.0,125.0,130,20.3,15.5,17.9,5.7,4.6,5.2,25.9,20.0,23.0,Linear,2000,1,3.442307692307692,4.423076923076923,4.800000000000001,5.899999999999999,False,True,False,4,Oceania,False,False,False,False,True,False
704,Viet Nam,N,1970s,134.0,128.0,130,123.3,92.0,108.0,86.4,67.2,76.8,198.8,152.9,176.4,Average,1970,0,1.40625,2.296875,31.299999999999997,45.900000000000006,True,False,False,4,Oceania,False,False,False,False,True,False
704,Viet Nam,N,1980s,134.0,125.0,130,71.3,53.2,62.4,38.3,30.6,34.5,106.8,82.1,94.8,Average,1980,0,1.808695652173913,2.747826086956522,18.099999999999994,24.700000000000003,True,False,False,4,Oceania,False,False,False,False,True,False
704,Viet Nam,N,1990s,134.0,120.0,130,38.3,28.6,33.6,12.8,10.6,11.7,50.6,38.9,44.9,Average,1990,0,2.8717948717948723,3.8376068376068377,9.699999999999996,11.700000000000003,True,False,False,4,Oceania,False,False,False,False,True,False
704,Viet Nam,N,2000s,134.0,116.0,130,24.9,18.6,21.8,5.8,5.0,5.4,30.5,23.5,27.1,Average,2000,0,4.037037037037037,5.018518518518518,6.299999999999997,7.0,True,False,False,4,Oceania,False,False,False,False,True,False
887,Yemen,Y,1970s,115.0,94.0,107,169.4,147.6,158.8,91.2,96.8,93.9,245.0,229.9,237.6,Linear,1970,1,1.691160809371672,2.5303514376996805,21.80000000000001,15.099999999999994,False,True,False,4,Oceania,False,False,False,False,True,False
887,Yemen,Y,1980s,116.0,92.0,108,111.4,95.8,103.8,49.7,54.2,51.9,155.5,144.7,150.2,Linear,1980,1,2.0,2.89402697495183,15.600000000000009,10.800000000000011,False,True,False,4,Oceania,False,False,False,False,True,False
887,Yemen,Y,1990s,118.0,90.0,108,89.0,75.5,82.4,35.1,39.0,37.0,121.0,111.5,116.4,Linear,1990,1,2.2270270270270274,3.1459459459459462,13.5,9.5,False,True,False,4,Oceania,False,False,False,False,True,False
887,Yemen,Y,2000s,120.0,86.0,109,64.1,53.7,59.0,20.2,23.5,21.8,83.1,75.9,79.6,Linear,2000,1,2.706422018348624,3.6513761467889903,10.399999999999991,7.199999999999989,False,True,False,4,Oceania,False,False,False,False,True,False
894,Zambia,Y,1970s,112.0,92.0,103,109.2,97.8,103.6,70.8,76.7,73.7,172.2,167.0,169.6,Linear,1970,1,1.405698778833107,2.3012211668928084,11.400000000000006,5.199999999999989,False,True,False,4,Oceania,False,False,False,False,True,False
894,Zambia,Y,1980s,114.0,99.0,107,107.0,94.3,100.7,69.3,69.8,69.5,168.9,157.5,163.3,Linear,1980,1,1.4489208633093527,2.3496402877697844,12.700000000000003,11.400000000000006,False,True,False,4,Oceania,False,False,False,False,True,False
894,Zambia,Y,1990s,115.0,107.0,111,113.8,98.6,106.3,79.3,74.2,76.7,184.1,165.5,174.9,Linear,1990,1,1.3859191655801824,2.2803129074315516,15.200000000000003,18.599999999999994,False,True,False,4,Oceania,False,False,False,False,True,False
894,Zambia,Y,2000s,117.0,114.0,115,106.6,90.8,98.8,74.9,65.8,70.4,173.5,150.6,162.2,Linear,2000,1,1.4034090909090908,2.3039772727272725,15.799999999999997,22.900000000000006,False,True,False,4,Oceania,False,False,False,False,True,False
716,Zimbabwe,Y,1970s,136.0,89.0,115,90.3,66.3,78.4,46.6,52.6,49.6,132.7,115.4,124.1,Linear,1970,1,1.5806451612903227,2.502016129032258,24.0,17.299999999999983,False,True,False,4,Oceania,False,False,False,False,True,False
716,Zimbabwe,Y,1980s,126.0,96.0,114,67.0,53.0,60.1,32.3,33.6,32.9,97.0,84.8,91.0,Linear,1980,1,1.8267477203647418,2.765957446808511,14.0,12.200000000000003,False,True,False,4,Oceania,False,False,False,False,True,False
716,Zimbabwe,Y,1990s,116.0,111.0,114,64.3,55.7,60.0,35.7,32.0,33.8,97.7,85.8,91.8,Linear,1990,1,1.775147928994083,2.715976331360947,8.599999999999994,11.900000000000006,False,True,False,4,Oceania,False,False,False,False,True,False
716,Zimbabwe,Y,2000s,105.0,129.0,113,65.4,62.3,63.9,46.5,36.1,41.4,108.9,96.1,102.6,Linear,2000,1,1.5434782608695652,2.4782608695652173,3.1000000000000085,12.800000000000011,False,True,False,4,Oceania,False,False,False,False,True,False
